species_slug,filename,specimen,view,cause,detail,cdn_status,displayed_as,filename_name_differs,family,common_name,image_url,species_page_url
oligia-rampartensis,Oligia rampartensis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/oligia-rampartensis/Oligia%20rampartensis-A-D.jpg,https://moths.pnwinsects.org/species/oligia-rampartensis/
oligia-tusa,Oligia tusa-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/oligia-tusa/Oligia%20tusa-A-D.jpg,https://moths.pnwinsects.org/species/oligia-tusa/
oligia-violacea,Oligia violacea-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/oligia-violacea/Oligia%20violacea-A-D.jpg,https://moths.pnwinsects.org/species/oligia-violacea/
oreta-rosea,Oreta rosea-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Drepanidae,Rose Hooktip Moth,https://moths.pnwinsects.org/oreta-rosea/Oreta%20rosea-A-D.jpg,https://moths.pnwinsects.org/species/oreta-rosea/
oreta-rosea,Oreta rosea-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Drepanidae,Rose Hooktip Moth,https://moths.pnwinsects.org/oreta-rosea/Oreta%20rosea-B-D.jpg,https://moths.pnwinsects.org/species/oreta-rosea/
orgyia-antiqua,Orgyia antiqua-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,Rusty Tussock Moth,https://moths.pnwinsects.org/orgyia-antiqua/Orgyia%20antiqua-A-D.jpg,https://moths.pnwinsects.org/species/orgyia-antiqua/
orgyia-cana,Orgyia cana-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,,https://moths.pnwinsects.org/orgyia-cana/Orgyia%20cana-A-D.jpg,https://moths.pnwinsects.org/species/orgyia-cana/
orgyia-pseudotsugata,Orgyia pseudotsugata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,Douglas Fir Tussock Moth,https://moths.pnwinsects.org/orgyia-pseudotsugata/Orgyia%20pseudotsugata-A-D.jpg,https://moths.pnwinsects.org/species/orgyia-pseudotsugata/
orgyia-vetusta,Orgyia vetusta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,Western Tussock Moth,https://moths.pnwinsects.org/orgyia-vetusta/Orgyia%20vetusta-A-D.jpg,https://moths.pnwinsects.org/species/orgyia-vetusta/
orthodes-detracta,Orthodes detracta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Disparaged Arches Moth,https://moths.pnwinsects.org/orthodes-detracta/Orthodes%20detracta-A-D.jpg,https://moths.pnwinsects.org/species/orthodes-detracta/
orthodes-goodelli,Orthodes goodelli-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Goodell's Arches Moth,https://moths.pnwinsects.org/orthodes-goodelli/Orthodes%20goodelli-A-D.jpg,https://moths.pnwinsects.org/species/orthodes-goodelli/
orthodes-obscura,Orthodes obscura-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/orthodes-obscura/Orthodes%20obscura-A-D.jpg,https://moths.pnwinsects.org/species/orthodes-obscura/
orthosia-arthrolita,Orthosia arthrolita-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/orthosia-arthrolita/Orthosia%20arthrolita-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-arthrolita/
orthosia-behrensiana,Orthosia behrensiana-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/orthosia-behrensiana/Orthosia%20behrensiana-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-behrensiana/
orthosia-ferrigera,Orthosia ferrigera-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/orthosia-ferrigera/Orthosia%20ferrigera-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-ferrigera/
orthosia-hibisci,Orthosia hibisci-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Speckled Green Fruitworm Moth,https://moths.pnwinsects.org/orthosia-hibisci/Orthosia%20hibisci-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-hibisci/
orthosia-mys,Orthosia mys-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/orthosia-mys/Orthosia%20mys-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-mys/
orthosia-pacifica,Orthosia pacifica-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/orthosia-pacifica/Orthosia%20pacifica-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-pacifica/
orthosia-praeses,Orthosia praeses-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/orthosia-praeses/Orthosia%20praeses-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-praeses/
orthosia-pulchella,Orthosia pulchella-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/orthosia-pulchella/Orthosia%20pulchella-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-pulchella/
orthosia-revicta,Orthosia revicta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Subdued Quaker Moth,https://moths.pnwinsects.org/orthosia-revicta/Orthosia%20revicta-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-revicta/
orthosia-segregata,Orthosia segregata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/orthosia-segregata/Orthosia%20segregata-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-segregata/
orthosia-terminata,Orthosia terminata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/orthosia-terminata/Orthosia%20terminata-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-terminata/
orthosia-transparens,Orthosia transparens-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Transparent Quaker Moth,https://moths.pnwinsects.org/orthosia-transparens/Orthosia%20transparens-A-D.jpg,https://moths.pnwinsects.org/species/orthosia-transparens/
pachysphinx-modesta,Pachysphinx modesta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Sphingidae,Big Poplar Sphinx Moth,https://moths.pnwinsects.org/pachysphinx-modesta/Pachysphinx%20modesta-A-D.jpg,https://moths.pnwinsects.org/species/pachysphinx-modesta/
pachysphinx-modesta,Pachysphinx modesta-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Sphingidae,Big Poplar Sphinx Moth,https://moths.pnwinsects.org/pachysphinx-modesta/Pachysphinx%20modesta-B-D.jpg,https://moths.pnwinsects.org/species/pachysphinx-modesta/
pachysphinx-occidentalis,Pachysphinx occidentalis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Sphingidae,Western Poplar Sphinx Moth,https://moths.pnwinsects.org/pachysphinx-occidentalis/Pachysphinx%20occidentalis-A-D.jpg,https://moths.pnwinsects.org/species/pachysphinx-occidentalis/
pachysphinx-occidentalis,Pachysphinx occidentalis-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Sphingidae,Western Poplar Sphinx Moth,https://moths.pnwinsects.org/pachysphinx-occidentalis/Pachysphinx%20occidentalis-B-D.jpg,https://moths.pnwinsects.org/species/pachysphinx-occidentalis/
palthis-angulalis,Palthis angulalis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Erebidae,Dark-spotted Palthis Moth,https://moths.pnwinsects.org/palthis-angulalis/Palthis%20angulalis-A-D.jpg,https://moths.pnwinsects.org/species/palthis-angulalis/
panthea-acronyctoides,Panthea acronyctoides-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Black Zigzag Moth,https://moths.pnwinsects.org/panthea-acronyctoides/Panthea%20acronyctoides-A-D.jpg,https://moths.pnwinsects.org/species/panthea-acronyctoides/
panthea-furcilla,Panthea furcilla-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,Eastern Panthea Moth,https://moths.pnwinsects.org/panthea-furcilla/Panthea%20furcilla-A-D.jpg,https://moths.pnwinsects.org/species/panthea-furcilla/
panthea-gigantea,Panthea gigantea-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/panthea-gigantea/Panthea%20gigantea-A-D.jpg,https://moths.pnwinsects.org/species/panthea-gigantea/
panthea-virginarius,Panthea virginarius-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/panthea-virginarius/Panthea%20virginarius-A-D.jpg,https://moths.pnwinsects.org/species/panthea-virginarius/
paonias-excaecatus,Paonias excaecatus-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Sphingidae,Blind-eyed Sphinx Moth,https://moths.pnwinsects.org/paonias-excaecatus/Paonias%20excaecatus-A-D.jpg,https://moths.pnwinsects.org/species/paonias-excaecatus/
paonias-excaecatus,Paonias excaecatus-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Sphingidae,Blind-eyed Sphinx Moth,https://moths.pnwinsects.org/paonias-excaecatus/Paonias%20excaecatus-B-D.jpg,https://moths.pnwinsects.org/species/paonias-excaecatus/
paonias-myops,Paonias myops-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Sphingidae,Small-eyed Sphinx Moth,https://moths.pnwinsects.org/paonias-myops/Paonias%20myops-A-D.jpg,https://moths.pnwinsects.org/species/paonias-myops/
paonias-myops,Paonias myops-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Sphingidae,Small-eyed Sphinx Moth,https://moths.pnwinsects.org/paonias-myops/Paonias%20myops-B-D.jpg,https://moths.pnwinsects.org/species/paonias-myops/
papaipema-harrisii,Papaipema harrisii-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Heracleum Stem Borer Moth,https://moths.pnwinsects.org/papaipema-harrisii/Papaipema%20harrisii-A-D.jpg,https://moths.pnwinsects.org/species/papaipema-harrisii/
papaipema-insulidens,Papaipema insulidens-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Ragwort Stem Borer Moth,https://moths.pnwinsects.org/papaipema-insulidens/Papaipema%20insulidens-A-D.jpg,https://moths.pnwinsects.org/species/papaipema-insulidens/
papaipema-limata,Papaipema limata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/papaipema-limata/Papaipema%20limata-A-D.jpg,https://moths.pnwinsects.org/species/papaipema-limata/
papaipema-sauzalitae,Papaipema sauzalitae-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Figwort Stem Borer Moth,https://moths.pnwinsects.org/papaipema-sauzalitae/Papaipema%20sauzalitae-A-D.jpg,https://moths.pnwinsects.org/species/papaipema-sauzalitae/
papestra-biren,Papestra biren-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/papestra-biren/Papestra%20biren-A-D.jpg,https://moths.pnwinsects.org/species/papestra-biren/
papestra-brenda,Papestra brenda-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/papestra-brenda/Papestra%20brenda-A-D.jpg,https://moths.pnwinsects.org/species/papestra-brenda/
papestra-cristifera,Papestra cristifera-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/papestra-cristifera/Papestra%20cristifera-A-D.jpg,https://moths.pnwinsects.org/species/papestra-cristifera/
papestra-invalida,Papestra invalida-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/papestra-invalida/Papestra%20invalida-A-D.jpg,https://moths.pnwinsects.org/species/papestra-invalida/
papestra-quadrata,Papestra quadrata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/papestra-quadrata/Papestra%20quadrata-A-D.jpg,https://moths.pnwinsects.org/species/papestra-quadrata/
parabagrotis-cupidissima,Parabagrotis cupidissima-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/parabagrotis-cupidissima/Parabagrotis%20cupidissima-A-D.jpg,https://moths.pnwinsects.org/species/parabagrotis-cupidissima/
parabagrotis-exsertistigma,Parabagrotis exsertistigma-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/parabagrotis-exsertistigma/Parabagrotis%20exsertistigma-A-D.jpg,https://moths.pnwinsects.org/species/parabagrotis-exsertistigma/
parabagrotis-formalis,Parabagrotis formalis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/parabagrotis-formalis/Parabagrotis%20formalis-A-D.jpg,https://moths.pnwinsects.org/species/parabagrotis-formalis/
parabagrotis-insularis,Parabagrotis insularis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/parabagrotis-insularis/Parabagrotis%20insularis-A-D.jpg,https://moths.pnwinsects.org/species/parabagrotis-insularis/
parabagrotis-sulinaris,Parabagrotis sulinaris-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/parabagrotis-sulinaris/Parabagrotis%20sulinaris-A-D.jpg,https://moths.pnwinsects.org/species/parabagrotis-sulinaris/
paradiarsia-littoralis,Paradiarsia littoralis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/paradiarsia-littoralis/Paradiarsia%20littoralis-A-D.jpg,https://moths.pnwinsects.org/species/paradiarsia-littoralis/
paraseptis-adnixa,Paraseptis adnixa-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Noctuidae,,https://moths.pnwinsects.org/paraseptis-adnixa/Paraseptis%20adnixa-A-D.jpg,https://moths.pnwinsects.org/species/paraseptis-adnixa/
paraseptis-adnixa,Paraseptis adnixa-A-V.jpg,A,ventral,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,similar,,Noctuidae,,https://moths.pnwinsects.org/paraseptis-adnixa/Paraseptis%20adnixa-A-V.jpg,https://moths.pnwinsects.org/species/paraseptis-adnixa/
paraseptis-adnixa,Paraseptis adnixa-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Noctuidae,,https://moths.pnwinsects.org/paraseptis-adnixa/Paraseptis%20adnixa-B-D.jpg,https://moths.pnwinsects.org/species/paraseptis-adnixa/
parastichtis-suspecta,Parastichtis suspecta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/parastichtis-suspecta/Parastichtis%20suspecta-A-D.jpg,https://moths.pnwinsects.org/species/parastichtis-suspecta/
parastichtis-suspecta,Parastichtis suspecta-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Noctuidae,,https://moths.pnwinsects.org/parastichtis-suspecta/Parastichtis%20suspecta-B-D.jpg,https://moths.pnwinsects.org/species/parastichtis-suspecta/
peridroma-saucia,Peridroma saucia-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Variegated Cutworm Moth,https://moths.pnwinsects.org/peridroma-saucia/Peridroma%20saucia-A-D.jpg,https://moths.pnwinsects.org/species/peridroma-saucia/
peridroma-saucia,Peridroma saucia-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Noctuidae,Variegated Cutworm Moth,https://moths.pnwinsects.org/peridroma-saucia/Peridroma%20saucia-B-D.jpg,https://moths.pnwinsects.org/species/peridroma-saucia/
perigonica-angulata,Perigonica angulata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/perigonica-angulata/Perigonica%20angulata-A-D.jpg,https://moths.pnwinsects.org/species/perigonica-angulata/
perigonica-pectinata,Perigonica pectinata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/perigonica-pectinata/Perigonica%20pectinata-A-D.jpg,https://moths.pnwinsects.org/species/perigonica-pectinata/
perigonica-tertia,Perigonica tertia-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/perigonica-tertia/Perigonica%20tertia-A-D.jpg,https://moths.pnwinsects.org/species/perigonica-tertia/
phalaenophana-pyramusalis,Phalaenophana pyramusalis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Erebidae,Dark-banded Owlet Moth,https://moths.pnwinsects.org/phalaenophana-pyramusalis/Phalaenophana%20pyramusalis-A-D.jpg,https://moths.pnwinsects.org/species/phalaenophana-pyramusalis/
phalaenophana-pyramusalis,Phalaenophana pyramusalis-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Erebidae,Dark-banded Owlet Moth,https://moths.pnwinsects.org/phalaenophana-pyramusalis/Phalaenophana%20pyramusalis-B-D.jpg,https://moths.pnwinsects.org/species/phalaenophana-pyramusalis/
phalaenostola-metonalis,Phalaenostola metonalis-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,Pale Phalaenostola Moth,https://moths.pnwinsects.org/phalaenostola-metonalis/Phalaenostola%20metonalis-A-D.jpg,https://moths.pnwinsects.org/species/phalaenostola-metonalis/
phlogophora-periculosa,Phlogophora periculosa-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,Brown Angle Shades Moth,https://moths.pnwinsects.org/phlogophora-periculosa/Phlogophora%20periculosa-A-D.jpg,https://moths.pnwinsects.org/species/phlogophora-periculosa/
phlogophora-periculosa,Phlogophora periculosa-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Noctuidae,Brown Angle Shades Moth,https://moths.pnwinsects.org/phlogophora-periculosa/Phlogophora%20periculosa-B-D.jpg,https://moths.pnwinsects.org/species/phlogophora-periculosa/
phobolosia-anfracta,Phobolosia anfracta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Erebidae,,https://moths.pnwinsects.org/phobolosia-anfracta/Phobolosia%20anfracta-A-D.jpg,https://moths.pnwinsects.org/species/phobolosia-anfracta/
photedes-defecta,Photedes defecta-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/photedes-defecta/Photedes%20defecta-A-D.jpg,https://moths.pnwinsects.org/species/photedes-defecta/
photedes-defecta,Photedes defecta-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Noctuidae,,https://moths.pnwinsects.org/photedes-defecta/Photedes%20defecta-B-D.jpg,https://moths.pnwinsects.org/species/photedes-defecta/
photedes-didonea,Photedes didonea-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/photedes-didonea/Photedes%20didonea-A-D.jpg,https://moths.pnwinsects.org/species/photedes-didonea/
photedes-inops,Photedes inops-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/photedes-inops/Photedes%20inops-A-D.jpg,https://moths.pnwinsects.org/species/photedes-inops/
phragmatobia-assimilans,Phragmatobia assimilans-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,Large Ruby Tiger Moth,https://moths.pnwinsects.org/phragmatobia-assimilans/Phragmatobia%20assimilans-A-D.jpg,https://moths.pnwinsects.org/species/phragmatobia-assimilans/
phragmatobia-fuliginosa,Phragmatobia fuliginosa-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Erebidae,Ruby Tiger Moth,https://moths.pnwinsects.org/phragmatobia-fuliginosa/Phragmatobia%20fuliginosa-A-D.jpg,https://moths.pnwinsects.org/species/phragmatobia-fuliginosa/
phryganidia-californica,Phryganidia californica-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Notodontidae,California Oak Moth,https://moths.pnwinsects.org/phryganidia-californica/Phryganidia%20californica-A-D.jpg,https://moths.pnwinsects.org/species/phryganidia-californica/
phryganidia-californica,Phryganidia californica-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Notodontidae,California Oak Moth,https://moths.pnwinsects.org/phryganidia-californica/Phryganidia%20californica-B-D.jpg,https://moths.pnwinsects.org/species/phryganidia-californica/
phyllodesma-americana,Phyllodesma americana-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Lasiocampidae,Lappet Moth,https://moths.pnwinsects.org/phyllodesma-americana/Phyllodesma%20americana-A-D.jpg,https://moths.pnwinsects.org/species/phyllodesma-americana/
phyllodesma-americana,Phyllodesma americana-B-D.jpg,B,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse,,Lasiocampidae,Lappet Moth,https://moths.pnwinsects.org/phyllodesma-americana/Phyllodesma%20americana-B-D.jpg,https://moths.pnwinsects.org/species/phyllodesma-americana/
plagiomimicus-dimidiata,Plagiomimicus dimidiata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,,https://moths.pnwinsects.org/plagiomimicus-dimidiata/Plagiomimicus%20dimidiata-A-D.jpg,https://moths.pnwinsects.org/species/plagiomimicus-dimidiata/
plagiomimicus-expallidus,Plagiomimicus expallidus-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/plagiomimicus-expallidus/Plagiomimicus%20expallidus-A-D.jpg,https://moths.pnwinsects.org/species/plagiomimicus-expallidus/
plagiomimicus-spumosum,Plagiomimicus spumosum-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,Frothy Moth,https://moths.pnwinsects.org/plagiomimicus-spumosum/Plagiomimicus%20spumosum-A-D.jpg,https://moths.pnwinsects.org/species/plagiomimicus-spumosum/
platypolia-anceps,Platypolia anceps-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/platypolia-anceps/Platypolia%20anceps-A-D.jpg,https://moths.pnwinsects.org/species/platypolia-anceps/
platypolia-contadina,Platypolia contadina-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/platypolia-contadina/Platypolia%20contadina-A-D.jpg,https://moths.pnwinsects.org/species/platypolia-contadina/
platypolia-loda,Platypolia loda-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/platypolia-loda/Platypolia%20loda-A-D.jpg,https://moths.pnwinsects.org/species/platypolia-loda/
platypolia-mactata,Platypolia mactata-A-D.jpg,A,dorsal,superseded-by-tiles,the same specimen and view is published as a high-resolution tile,not-reported-missing,browse identify,,Noctuidae,Adorable Brocade Moth,https://moths.pnwinsects.org/platypolia-mactata/Platypolia%20mactata-A-D.jpg,https://moths.pnwinsects.org/species/platypolia-mactata/
