species_slug,filename,specimen,view,cause,detail,cdn_status,displayed_as,filename_name_differs,family,common_name,image_url,species_page_url
amphipoea-keiferi,Amphipoea senilis-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/amphipoea-keiferi/Amphipoea%20senilis-B-D.jpg,https://moths.pnwinsects.org/species/amphipoea-keiferi/
amphipoea-keiferi,Amphipoea senilis-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/amphipoea-keiferi/Amphipoea%20senilis-B-V.jpg,https://moths.pnwinsects.org/species/amphipoea-keiferi/
amphipyra-tragopoginis,Proxenus miranda-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,Mouse Moth,https://moths.pnwinsects.org/amphipyra-tragopoginis/Proxenus%20miranda-B-D.jpg,https://moths.pnwinsects.org/species/amphipyra-tragopoginis/
amphipyra-tragopoginis,Proxenus miranda-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,Mouse Moth,https://moths.pnwinsects.org/amphipyra-tragopoginis/Proxenus%20miranda-B-V.jpg,https://moths.pnwinsects.org/species/amphipyra-tragopoginis/
apantesis-margo,Grammia margo-C-V.jpg,C,ventral,hidden-by-tiles,no tile covers specimen C V; tiled: A-D A-V,not-reported-missing,,1,Erebidae,,https://moths.pnwinsects.org/apantesis-margo/Grammia%20margo-C-V.jpg,https://moths.pnwinsects.org/species/apantesis-margo/
brachylomia-rectifascia,Brachylomia rectifascia-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/brachylomia-rectifascia/Brachylomia%20rectifascia-B-D.jpg,https://moths.pnwinsects.org/species/brachylomia-rectifascia/
brachylomia-rectifascia,Brachylomia rectifascia-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/brachylomia-rectifascia/Brachylomia%20rectifascia-B-V.jpg,https://moths.pnwinsects.org/species/brachylomia-rectifascia/
euxoa-bifasciata,Euxoa aff simulata-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/euxoa-bifasciata/Euxoa%20aff%20simulata-B-D.jpg,https://moths.pnwinsects.org/species/euxoa-bifasciata/
euxoa-bifasciata,Euxoa aff simulata-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/euxoa-bifasciata/Euxoa%20aff%20simulata-B-V.jpg,https://moths.pnwinsects.org/species/euxoa-bifasciata/
lacinipolia-sareta,Lacinipolia vicina-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/lacinipolia-sareta/Lacinipolia%20vicina-B-D.jpg,https://moths.pnwinsects.org/species/lacinipolia-sareta/
lacinipolia-sareta,Lacinipolia vicina-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/lacinipolia-sareta/Lacinipolia%20vicina-B-V.jpg,https://moths.pnwinsects.org/species/lacinipolia-sareta/
phyllodesma-americana,Phyllodesma coturnix-C-V.jpg,C,ventral,hidden-by-tiles,no tile covers specimen C V; tiled: A-D A-V B-D B-V,not-reported-missing,,1,Lasiocampidae,Lappet Moth,https://moths.pnwinsects.org/phyllodesma-americana/Phyllodesma%20coturnix-C-V.jpg,https://moths.pnwinsects.org/species/phyllodesma-americana/
scotogramma-ptilodonta,Anarta ptilodonta-A-V.jpg,A,ventral,hidden-by-tiles,no tile covers specimen A V; tiled: C-D C-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/scotogramma-ptilodonta/Anarta%20ptilodonta-A-V.jpg,https://moths.pnwinsects.org/species/scotogramma-ptilodonta/
scotogramma-ptilodonta,Anarta ptilodonta-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: C-D C-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/scotogramma-ptilodonta/Anarta%20ptilodonta-B-D.jpg,https://moths.pnwinsects.org/species/scotogramma-ptilodonta/
scotogramma-ptilodonta,Anarta ptilodonta-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: C-D C-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/scotogramma-ptilodonta/Anarta%20ptilodonta-B-V.jpg,https://moths.pnwinsects.org/species/scotogramma-ptilodonta/
syngrapha-surena,Syngrapha surena-A-V.jpg,A,ventral,hidden-by-tiles,no tile covers specimen A V; tiled: A-D,not-reported-missing,,,Noctuidae,Surena Looper,https://moths.pnwinsects.org/syngrapha-surena/Syngrapha%20surena-A-V.jpg,https://moths.pnwinsects.org/species/syngrapha-surena/
tarache-flavipennis,Tarache flavipennis-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tarache-flavipennis/Tarache%20flavipennis-B-D.jpg,https://moths.pnwinsects.org/species/tarache-flavipennis/
tarache-flavipennis,Tarache flavipennis-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tarache-flavipennis/Tarache%20flavipennis-B-V.jpg,https://moths.pnwinsects.org/species/tarache-flavipennis/
tarache-flavipennis,Tarache flavipennis-C-D.jpg,C,dorsal,hidden-by-tiles,no tile covers specimen C D; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tarache-flavipennis/Tarache%20flavipennis-C-D.jpg,https://moths.pnwinsects.org/species/tarache-flavipennis/
tarache-flavipennis,Tarache flavipennis-C-V.jpg,C,ventral,hidden-by-tiles,no tile covers specimen C V; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/tarache-flavipennis/Tarache%20flavipennis-C-V.jpg,https://moths.pnwinsects.org/species/tarache-flavipennis/
tarache-toddi,Tarache areli-C-D.jpg,C,dorsal,hidden-by-tiles,no tile covers specimen C D; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/tarache-toddi/Tarache%20areli-C-D.jpg,https://moths.pnwinsects.org/species/tarache-toddi/
tarache-toddi,Tarache areli-C-V.jpg,C,ventral,hidden-by-tiles,no tile covers specimen C V; tiled: A-D A-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/tarache-toddi/Tarache%20areli-C-V.jpg,https://moths.pnwinsects.org/species/tarache-toddi/
trichordestra-liquida,Trichordestra liquida-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/trichordestra-liquida/Trichordestra%20liquida-B-D.jpg,https://moths.pnwinsects.org/species/trichordestra-liquida/
trichordestra-liquida,Trichordestra liquida-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-D A-V,not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/trichordestra-liquida/Trichordestra%20liquida-B-V.jpg,https://moths.pnwinsects.org/species/trichordestra-liquida/
trudestra-hadeniformis,Anarta hadeniformis-A-V.jpg,A,ventral,hidden-by-tiles,no tile covers specimen A V; tiled: B-D B-V,not-reported-missing,,1,Noctuidae,,https://moths.pnwinsects.org/trudestra-hadeniformis/Anarta%20hadeniformis-A-V.jpg,https://moths.pnwinsects.org/species/trudestra-hadeniformis/
xestia-c-nigrum,Xestia c-nigrum-B-D.jpg,B,dorsal,hidden-by-tiles,no tile covers specimen B D; tiled: A-V,not-reported-missing,,,Noctuidae,Lesser Black-letter Dart Moth,https://moths.pnwinsects.org/xestia-c-nigrum/Xestia%20c-nigrum-B-D.jpg,https://moths.pnwinsects.org/species/xestia-c-nigrum/
xestia-c-nigrum,Xestia c-nigrum-B-V.jpg,B,ventral,hidden-by-tiles,no tile covers specimen B V; tiled: A-V,not-reported-missing,,,Noctuidae,Lesser Black-letter Dart Moth,https://moths.pnwinsects.org/xestia-c-nigrum/Xestia%20c-nigrum-B-V.jpg,https://moths.pnwinsects.org/species/xestia-c-nigrum/
apantesis-margo,Grammia margo-C-D.jpg,C,dorsal,hidden-by-tiles,no tile covers specimen C D; tiled: A-D A-V,not-reported-missing,browse identify similar,1,Erebidae,,https://moths.pnwinsects.org/apantesis-margo/Grammia%20margo-C-D.jpg,https://moths.pnwinsects.org/species/apantesis-margo/
phyllodesma-americana,Phyllodesma coturnix-C-D.jpg,C,dorsal,hidden-by-tiles,no tile covers specimen C D; tiled: A-D A-V B-D B-V,not-reported-missing,browse,1,Lasiocampidae,Lappet Moth,https://moths.pnwinsects.org/phyllodesma-americana/Phyllodesma%20coturnix-C-D.jpg,https://moths.pnwinsects.org/species/phyllodesma-americana/
scotogramma-ptilodonta,Anarta ptilodonta-A-D.jpg,A,dorsal,hidden-by-tiles,no tile covers specimen A D; tiled: C-D C-V,not-reported-missing,browse identify similar,1,Noctuidae,,https://moths.pnwinsects.org/scotogramma-ptilodonta/Anarta%20ptilodonta-A-D.jpg,https://moths.pnwinsects.org/species/scotogramma-ptilodonta/
trudestra-hadeniformis,Anarta hadeniformis-A-D.jpg,A,dorsal,hidden-by-tiles,no tile covers specimen A D; tiled: B-D B-V,not-reported-missing,browse identify similar,1,Noctuidae,,https://moths.pnwinsects.org/trudestra-hadeniformis/Anarta%20hadeniformis-A-D.jpg,https://moths.pnwinsects.org/species/trudestra-hadeniformis/
xestia-c-nigrum,Xestia c-nigrum-A-D.jpg,A,dorsal,hidden-by-tiles,no tile covers specimen A D; tiled: A-V,not-reported-missing,browse identify,,Noctuidae,Lesser Black-letter Dart Moth,https://moths.pnwinsects.org/xestia-c-nigrum/Xestia%20c-nigrum-A-D.jpg,https://moths.pnwinsects.org/species/xestia-c-nigrum/
euxoa-absona,Euxoa absona A-V.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/euxoa-absona/Euxoa%20absona%20A-V.jpg,https://moths.pnwinsects.org/species/euxoa-absona/
euxoa-lucida,Euxoa lucida A-V.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/euxoa-lucida/Euxoa%20lucida%20A-V.jpg,https://moths.pnwinsects.org/species/euxoa-lucida/
euxoa-lucida,Euxoa lucida B-D.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/euxoa-lucida/Euxoa%20lucida%20B-D.jpg,https://moths.pnwinsects.org/species/euxoa-lucida/
euxoa-lucida,Euxoa lucida B-V.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,,,Noctuidae,,https://moths.pnwinsects.org/euxoa-lucida/Euxoa%20lucida%20B-V.jpg,https://moths.pnwinsects.org/species/euxoa-lucida/
xestia-c-nigrum,Xestia c-nigrum-A-v.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,,,Noctuidae,Lesser Black-letter Dart Moth,https://moths.pnwinsects.org/xestia-c-nigrum/Xestia%20c-nigrum-A-v.jpg,https://moths.pnwinsects.org/species/xestia-c-nigrum/
euxoa-absona,Euxoa absona A-D.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/euxoa-absona/Euxoa%20absona%20A-D.jpg,https://moths.pnwinsects.org/species/euxoa-absona/
euxoa-lucida,Euxoa lucida A-D.jpg,,,unmatchable-by-tiles,"row has no specimen or no view, so it cannot be matched against the tiles",not-reported-missing,browse identify similar,,Noctuidae,,https://moths.pnwinsects.org/euxoa-lucida/Euxoa%20lucida%20A-D.jpg,https://moths.pnwinsects.org/species/euxoa-lucida/
alsophila-pometaria,Alsophila pometaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/alsophila-pometaria/Alsophila%20pometaria-A-D.jpg,
alsophila-pometaria,Alsophila pometaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/alsophila-pometaria/Alsophila%20pometaria-A-V.jpg,
alsophila-pometaria,Alsophila pometaria-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/alsophila-pometaria/Alsophila%20pometaria-B-D.jpg,
alsophila-pometaria,Alsophila pometaria-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/alsophila-pometaria/Alsophila%20pometaria-B-V.jpg,
anavitrinella-pampinaria,Anavitrinella pampinaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/anavitrinella-pampinaria/Anavitrinella%20pampinaria-A-D.jpg,
anavitrinella-pampinaria,Anavitrinella pampinaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/anavitrinella-pampinaria/Anavitrinella%20pampinaria-A-V.jpg,
antepirrhoe-semiatrata,Eustroma semiatrata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/antepirrhoe-semiatrata/Eustroma%20semiatrata-A-D.jpg,
antepirrhoe-semiatrata,Eustroma semiatrata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/antepirrhoe-semiatrata/Eustroma%20semiatrata-A-V.jpg,
antepirrhoe-semiatrata,Eustroma semiatrata-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/antepirrhoe-semiatrata/Eustroma%20semiatrata-B-D.jpg,
antepirrhoe-semiatrata,Eustroma semiatrata-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/antepirrhoe-semiatrata/Eustroma%20semiatrata-B-V.jpg,
archiearis-infans,Archiearis infans-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/archiearis-infans/Archiearis%20infans-A-D.jpg,
archiearis-infans,Archiearis infans-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/archiearis-infans/Archiearis%20infans-A-V.jpg,
biston-betularia,Biston betularia-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/biston-betularia/Biston%20betularia-A-D.jpg,
biston-betularia,Biston betularia-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/biston-betularia/Biston%20betularia-A-V.jpg,
biston-betularia,Biston betularia-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/biston-betularia/Biston%20betularia-B-D.jpg,
biston-betularia,Biston betularia-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/biston-betularia/Biston%20betularia-B-V.jpg,
campaea-perlata,Campaea perlata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/campaea-perlata/Campaea%20perlata-A-D.jpg,
campaea-perlata,Campaea perlata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/campaea-perlata/Campaea%20perlata-A-V.jpg,
caripeta-aequaliaria,Caripeta aequaliaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/caripeta-aequaliaria/Caripeta%20aequaliaria-A-D.jpg,
caripeta-aequaliaria,Caripeta aequaliaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/caripeta-aequaliaria/Caripeta%20aequaliaria-A-V.jpg,
caripeta-divisata,Caripeta divisata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/caripeta-divisata/Caripeta%20divisata-A-D.jpg,
caripeta-divisata,Caripeta divisata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/caripeta-divisata/Caripeta%20divisata-A-V.jpg,
ceratodalia-gueneata,Ceratodalia gueneata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/ceratodalia-gueneata/Ceratodalia%20gueneata-A-D.jpg,
ceratodalia-gueneata,Ceratodalia gueneata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/ceratodalia-gueneata/Ceratodalia%20gueneata-A-V.jpg,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/dasyfidonia-avuncularia/Dasyfidonia%20avuncularia%20-%20A-D.jpg,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/dasyfidonia-avuncularia/Dasyfidonia%20avuncularia%20-%20A-V.jpg,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/dasyfidonia-avuncularia/Dasyfidonia%20avuncularia%20-%20B-D.jpg,
dasyfidonia-avuncularia,Dasyfidonia avuncularia - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/dasyfidonia-avuncularia/Dasyfidonia%20avuncularia%20-%20B-V.jpg,
digrammia-burneyata,Digrammia burnegata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-burneyata/Digrammia%20burnegata%20-%20A-D.jpg,
digrammia-burneyata,Digrammia burnegata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-burneyata/Digrammia%20burnegata%20-%20A-V.jpg,
digrammia-burneyata,Digrammia burnegata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-burneyata/Digrammia%20burnegata%20-%20B-D.jpg,
digrammia-burneyata,Digrammia burnegata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-burneyata/Digrammia%20burnegata%20-%20B-V.jpg,
digrammia-californiaria,Digrammia californaria - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-californiaria/Digrammia%20californaria%20-%20A-D.jpg,
digrammia-californiaria,Digrammia californaria - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-californiaria/Digrammia%20californaria%20-%20A-V.jpg,
digrammia-cinereola,Digrammia cinereola - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-cinereola/Digrammia%20cinereola%20-%20A-D.jpg,
digrammia-cinereola,Digrammia cinereola - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-cinereola/Digrammia%20cinereola%20-%20A-V.jpg,
digrammia-curvata,Digrammia curvata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-curvata/Digrammia%20curvata%20-%20A-V.jpg,
digrammia-curvata,Digrammia curvata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-curvata/Digrammia%20curvata%20-%20B-D.jpg,
digrammia-curvata,Digrammia curvata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-curvata/Digrammia%20curvata%20-%20B-V.jpg,
digrammia-decorata,Digrammia decorata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-decorata/Digrammia%20decorata%20-%20A-D.jpg,
digrammia-decorata,Digrammia decorata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-decorata/Digrammia%20decorata%20-%20A-V.jpg,
digrammia-decorata,Digrammia decorata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-decorata/Digrammia%20decorata%20-%20B-D.jpg,
digrammia-decorata,Digrammia decorata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-decorata/Digrammia%20decorata%20-%20B-V.jpg,
digrammia-delectata,Digrammia delectata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-delectata/Digrammia%20delectata-A-D.jpg,
digrammia-delectata,Digrammia delectata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-delectata/Digrammia%20delectata-A-V.jpg,
digrammia-delectata,Digrammia delectata-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-delectata/Digrammia%20delectata-B-D.jpg,
digrammia-delectata,Digrammia delectata-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-delectata/Digrammia%20delectata-B-V.jpg,
digrammia-denticulata,Digrammia denticulata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-denticulata/Digrammia%20denticulata-A-D.jpg,
digrammia-denticulata,Digrammia denticulata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-denticulata/Digrammia%20denticulata-A-V.jpg,
digrammia-denticulata,Digrammia denticulata-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-denticulata/Digrammia%20denticulata-B-D.jpg,
digrammia-denticulata,Digrammia denticulata-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-denticulata/Digrammia%20denticulata-B-V.jpg,
digrammia-excurvata,Digrammia excurvata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-excurvata/Digrammia%20excurvata%20-%20A-D.jpg,
digrammia-excurvata,Digrammia excurvata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-excurvata/Digrammia%20excurvata%20-%20A-V.jpg,
digrammia-excurvata,Digrammia excurvata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-excurvata/Digrammia%20excurvata%20-%20B-D.jpg,
digrammia-excurvata,Digrammia excurvata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-excurvata/Digrammia%20excurvata%20-%20B-V.jpg,
digrammia-extenuata,Digrammia extenuate - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-extenuata/Digrammia%20extenuate%20-%20A-D.jpg,
digrammia-extenuata,Digrammia extenuate - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-extenuata/Digrammia%20extenuate%20-%20A-V.jpg,
digrammia-irrorata,Digrammia irrorata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-irrorata/Digrammia%20irrorata%20-%20A-D.jpg,
digrammia-irrorata,Digrammia irrorata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-irrorata/Digrammia%20irrorata%20-%20A-V.jpg,
digrammia-modocata,Digrammia modocata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-modocata/Digrammia%20modocata%20-%20A-D.jpg,
digrammia-modocata,Digrammia modocata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-modocata/Digrammia%20modocata%20-%20A-V.jpg,
digrammia-modocata,Digrammia modocata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-modocata/Digrammia%20modocata%20-%20B-D.jpg,
digrammia-modocata,Digrammia modocata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-modocata/Digrammia%20modocata%20-%20B-V.jpg,
digrammia-muscariata,Digrammia muscariata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-muscariata/Digrammia%20muscariata%20-%20A-D.jpg,
digrammia-muscariata,Digrammia muscariata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-muscariata/Digrammia%20muscariata%20-%20A-V.jpg,
digrammia-muscariata,Digrammia muscariata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-muscariata/Digrammia%20muscariata%20-%20B-D.jpg,
