species_slug,record_type,latitude,longitude,state,county,locality,elevation_ft,year,month,day,collector,collection,notes,district_id,record_id
mniotype-tenera,specimen,46.094,-117.846,WA,Columbia,Dayton,4000,1959,7,31,R. E. Miller,WFBM,,US:53013,14663
euxoa-quebecensis,specimen,47.5,-121.63,WA,King,"North Bend, 7.5 mi E; Middle Fk. Snoqualmie R.",834,1988,7,19,L. G. Crabo,LGCC,,US:53033,14664
hyphantria-cunea,specimen,42.17,-118.54,OR,Harney,"Trout Cr., 1st. Xing",4100,1992,6,2,J. & S. Shepard,JHS,,US:41025,14665
euxoa-hollemani,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1981,8,17,V. & M. McHenry,OSAC,,US:41031,14666
paonias-excaecatus,specimen,47.474,-115.927,ID,Shoshone,Wallace,3000,1934,5,11,O. Huelleman,WFBM,,US:16079,14667
ponometia-sutrix,specimen,44,-111.833,ID,Fremont,St. Anthony sand dunes,5170,1965,7,16,R. L. Westcott,WFBM,,US:16043,14668
euxoa-tocoyae,specimen,42.2,-123.263,OR,Josephine,Panther Gulch @ Applegate R.,1558,1996,6,8,,OSAC,,US:41033,14669
caradrina-camina,specimen,42.78,-114.7,ID,Gooding,Wendell,3435,1967,8,14,R. E. Miller,JHS,,US:16047,14670
autographa-ampla,specimen,46.872,-122.912,WA,Thurston,"Tenino, 3mW",290,1997,6,6,E. LaGasa,WSU,,US:53067,14671
homorthodes-furfurata,specimen,48.49,-122.69,WA,Skagit,Fidalgo Head; Havekost Mt.,328,1996,6,27,L. G. Crabo,WSU,,US:53057,14672
chytolita-morbidalis,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1959,7,3,Don Frechin,WSU,,US:53035,14673
eupsilia-tristigmata,specimen,47.95,-122.12,WA,Snohomish,"Lake Ballinger, S",82,,,,L. G. Crabo,WSU,"em. ex. Vaccinium; July 4, 1988",US:53061,14674
malacosoma-disstria,specimen,47.474,-115.927,ID,Shoshone,Wallace,2728,1918,7,17,O. Huelleman,WFBM,det. F. W. Stehr,US:16079,14675
lasionycta-mutilata,specimen,50.36,-122.14,BC,Thompson-Nicola,Blowdown Pass,6872,1993,8,5,Crabo/Troubridge,AMNH,,CA:5933,14676
euxoa-mimallonis,specimen,45.99,-120.66,WA,Klickitat,Satus Pass to Simcoe Butte,3288,2000,9,1,L. G. Crabo,LGCC,,US:53039,14677
lacinipolia-davena,specimen,48.68,-122.496,WA,Whatcom,Chuckanut Bay,115,1994,6,28,L. G. Crabo,WSU,,US:53073,14678
hemaris-thetis,specimen,45.837,-113.981,MT,Ravalli,Sula,4700,1929,6,23,,WFBM,,US:30081,14679
tolype-distincta,specimen,44.22,-122.24,OR,Lane,"HJAndrews, ridge nr. Blue Cr.",2067,1990,9,2,L. & A. Crabo,LGCC,,US:41039,14680
habrosyne-scripta,literature,50.683,-121.933,BC,Squamish-Lillooet,Lillooet,763,,,,,,"Jones, 1951; hepard notes",CA:5931,14681
euxoa-hardwicki,specimen,46.9,-119.94,WA,Grant,"Wanapum Dam, 1.5 mi. NNE",1054,1994,6,2,Crabo/Troubridge,LGCC,,US:53025,14682
ufeus-satyricus,specimen,46.5074,-119.6981,WA,Benton,Rattlesnake Springs Crossing,675,1998,4,1,D. L. Strenge,DLSC,,US:53005,14683
euxoa-difformis,specimen,44.775,-117.834,OR,Baker,Baker,3448,1964,10,8,Kenneth Goeden,OSAC,,US:41001,14684
mesogona-olivata,specimen,47.16,-120.61,WA,Kittitas,Reecer Cr. @ Johnson Cyn.,2834,1988,9,17,L. G. Crabo,LGCC,,US:53037,14685
autographa-californica,specimen,48.86,-117.08,WA,Pend Oreille,Salmo L. O.,5563,2002,8,19,L. G. Crabo,LGCC,lat/long wrong on label; can not be only 46 N,US:53051,14686
callizzia-amorata,specimen,45.866,-123.594,OR,Clatsop,Elsie,473,1987,7,4,,OSAC,,US:41007,14687
syngrapha-celsa,specimen,50.53,-121.71,BC,Thompson-Nicola,Kirby Flat Rd.,3546,2005,8,5,L. G. Crabo,LGCC,prob 8/4/05,CA:5933,14688
xylena-cineritia,specimen,46.674,-119.37,WA,Franklin,Wahluke Wildlife area,726,2003,3,14,R. S. Zack,WSU,BL light site,US:53021,14689
pleromelloida-conserta,specimen,48.61,-117.561,WA,Stevens,Hande Cr.; 1 mi. E L. Gillette,3205,1997,5,14,L. G. Crabo,LGCC,,US:53065,14690
agrochola-pulchella,specimen,46.4,-121.73,WA,Lewis,Blue Lake Creek CG,2201,1987,9,7,L. G. Crabo,LGCC,,US:53041,14691
nadata-oregonensis,specimen,42.303,-123.766,OR,Josephine,"Selma, 8 mi. W",1067,2005,5,10,L. G. Crabo,LGCC,,US:41033,14692
furcula-scolopendrina,specimen,48.68,-122.496,WA,Whatcom,Chuckanut Bay,0,1994,6,28,L. G. Crabo,WSU,,US:53073,14693
leptarctia-californiae,specimen,46.6,-116.8,ID,Latah,"Juliaetta, 5mSW",2447,1960,4,27,A. R. Gittins,WFBM,,US:16057,14694
apantesis-nevadensis,specimen,42.264,-112.765,ID,Oneida,Twin Springs,5164,1972,8,1,G. F. Knowlton,EMUS,,US:16071,14695
habrosyne-scripta,specimen,47.5,-121.63,WA,King,"North Bend, 7.5 mi E; Middle Fk. Snoqualmie R.",984,1989,8,16,L. G. Crabo,Sight,,US:53033,14696
antheraea-polyphemus,specimen,48.515,-118.739,WA,Ferry,10 Mile CG,1800,2010,6,21,J. & S. Shepard,JHS,,US:53019,14697
sympistis-sesmu,specimen,42.51,-118.9,OR,Harney,Threemile Cyn. Mouth,4979,1997,9,26,Crabo/Troubridge,LGCC,,US:41025,14698
apamea-occidens,specimen,42.306,-113.368,ID,Cassia,Malta,4525,1954,7,15,T. B. O'Connell,WFBM,,US:16031,14699
phyllodesma-americana,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1998,5,12,R. S. Zack,WSU,,US:16057,14700
caenurgina-erechtea,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1956,7,31,H. C. Manis,WFBM,,US:16057,14701
perigonica-tertia,specimen,46.501,-120.464,WA,Yakima,"Parker, nr.",930,2002,4,10,P. J. Landolt,WSU,,US:53077,14702
platypolia-contadina,specimen,43.35,-122.71,OR,Douglas,Steamboat Cr. @ Grass Cr.,2260,1991,9,12,L. & A. Crabo,LGCC,,US:41019,14703
arctia-caja,specimen,46.378,-120.308,WA,Yakima,Toppenish,760,1939,6,20,H. L. Ramsay,WSU,,US:53077,14704
habrosyne-scripta,specimen,50.7,-122.283,BC,Squamish-Lillooet,Seton L.,1163,1926,7,27,J. McDunnough,CNC,"McDunnough, 1927",CA:5931,14705
habrosyne-scripta,specimen,49.5,-117.283,BC,Central Kootenay,Nelson,1805,1966,6,15,Jon Shepard,RBCM,Shepard notes,CA:5903,14706
pyrrharctia-isabella,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1960,6,1,Don Frechin,WSU,,US:53035,14707
drasteria-howlandii,specimen,47.523,-120.469,WA,Chelan,Cashmere,786,1985,6,13,,WSU,,US:53007,14708
acronicta-lupini,specimen,51.167,-115.566,AB,,Banff,4603,1915,4,17,N. B. Sawson,CNC,Schmidt File,,14709
pseudothyatira-cymatophoroides,specimen,45.29,-122.333,OR,Clackamas,Estacada,519,1964,7,10,Kenneth Goeden,ODAC,,US:41005,14710
acerra-normalis,specimen,48.46,-122.62,WA,Skagit,"Sugarloaf, S slope; Anacortes",1969,1995,3,30,L. & A. Crabo,WSU,,US:53057,14711
gluphisia-septentrionis,specimen,45.717,-122.901,OR,Columbia,Sauvie Is.,10,2004,5,24,P. W. Mitchell,ODAC,,US:41009,14712
abagrotis-apposita,specimen,42.2,-123.263,OR,Josephine,Panther Gulch @ Applegate R.,1558,1996,7,17,,OSAC,,US:41033,14713
apamea-spaldingi,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1956,5,1,R. E. Miller,WFBM,,US:53013,14714
sphinx-vashti,specimen,49.5,-119.08,BC,Kootenay Boundary,"Hall Cr., Hwy. 33",3987,1989,6,9,J. & S. Shepard,JHS,,CA:5905,14715
sphinx-vashti,specimen,46.08,-118.04,WA,Walla Walla,Biscuit Ridge,3720,1991,6,18,J. P. Pelham,LGCC,,US:53071,14716
lithophane-georgii,specimen,46.492,-120.95,WA,Yakima,"Tampico, 6mSW",2740,1999,5,21,P. J. Landolt,WSU,,US:53077,14717
pachysphinx-occidentalis,specimen,46.342,-120.836,WA,Yakima,Fort Simcoe,1401,1964,8,3,F. P. Dean,WSU,,US:53077,14718
malacosoma-californicum,specimen,45.446,-122.638,OR,Clackamas,Milwaukie,300,1962,7,31,,OSAC,,US:41005,14719
anagrapha-falcifera,specimen,47.733,-118.314,WA,Lincoln,"Hawk Cr., E on plateau",2373,1998,7,18,L. & A. Crabo,LGCC,,US:53043,14720
hydraecia-obliqua,specimen,46.92,-122.85,WA,Thurston,"Plumb, TNC; 4.2 mi.N Tenino",260,1990,8,31,L. G. Crabo,LGCC,,US:53067,14721
hydraecia-perobliqua,specimen,46.665,-119.353,WA,Franklin,Wahluke Wildlife area,742,2002,8,9,R. S. Zack,WSU,,US:53021,14722
lacinipolia-davena,specimen,46.172,-117.534,WA,Garfield,Sunset Point,5742,2005,7,11,Crabo/Coughlin,LGCC,,US:53023,14723
lygephila-victoria,specimen,46.517,-121.017,WA,Yakima,"Tampico, 10mW",3144,1997,7,30,P. J. Landolt,WSU,,US:53077,14724
xestia-smithii,specimen,44.233,-122.2,OR,Lane,"McRae Cr., rd. 320; HJAndrewsFor",1852,,,,D. N. Ross,OSAC,,US:41039,14725
spiramater-lutra,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1960,7,8,Don Frechin,WSU,,US:53035,14726
anagrapha-falcifera,specimen,46.52,-119.348,WA,Benton,"Columbia R., W sand dunes",482,1995,7,12,R. S. Zack,WSU,R. S. Zack id,US:53005,14727
paraseptis-adnixa,specimen,47.186,-122.292,WA,Pierce,Puyallup,40,2005,6,19,Arthur Antonelli,WSU,,US:53053,14728
zotheca-tranquilla,specimen,42.09,-122.07,OR,Klamath,Klamath R. Cyn.; 2 mi SSW John boyle Res.,3594,1991,7,29,L. G. Crabo,LGCC,,US:41035,14729
egira-crucialis,specimen,47.31,-122.9,WA,Mason,"Little Hoquiam, 2mE; Grapeview Loop Rd.",204,1990,3,24,L. G. Crabo,LGCC,,US:53045,14730
agrotis-gravis,specimen,48.3,-122.71,WA,Island,Joseph Whidbey SP,53,1997,6,14,L. G. Crabo,LGCC,,US:53029,14731
dasychira-grisefacta,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,7,10,A. V. Z. Brower,OSAC,,US:41003,14732
tyria-jacobaeae,specimen,44.6,-124.06,OR,Lincoln,South Beach SP,30,1992,5,15,J. & S. Shepard,JHS,,US:41041,14733
caradrina-meralis,specimen,47.881,-118.359,WA,Ferry,Ninemile-Hellgate Rd.; opp. Mouth Spokane R.,1297,1999,8,7,L. & E. Crabo,LGCC,,US:53019,14734
lacinipolia-pensilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1987,8,18,J. Shepard,WFBM,,CA:5903,14735
agrotis-ipsilon,specimen,44.461,-121.64,OR,Jefferson,Camp Sherman,3000,1977,8,17,Victor McHenry,OSAC,,US:41031,14736
mythimna-unipuncta,specimen,47.05,-124.09,WA,Grays Harbor,North Bay bog; Grays Harbor,19,1990,9,6,L. G. Crabo,LGCC,,US:53027,14737
platypolia-anceps,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1998,9,14,J. & S. Shepard,JHS,,CA:5903,14738
egira-hiemalis,specimen,47.592,-119.711,WA,Douglas,"Moses Coulee, W rim nr Hwy. 2",2224,2006,4,28,L. G. Crabo,LGCC,,US:53017,14739
malacosoma-californicum,specimen,47.61,-122.6,WA,Kitsap,Illahee,60,1961,7,16,Don Frechin,JHS,,US:53035,14740
apantesis-ornata,specimen,44.17,-123.579,OR,Lane,"Triangle Lake, nr.",692,1997,6,6,,OSAC,11 mi. E. Blue River,US:41039,14741
caradrina-montana,specimen,42.306,-113.368,ID,Cassia,Malta,4525,1957,6,19,R. A. Mackie,WFBM,,US:16031,14742
diarsia-esurialis,specimen,47.62,-120.45,WA,Chelan,"Chumstick Mtn., 2mS",4033,2003,7,3,L. & E. Crabo,LGCC,,US:53007,14743
hypoprepia-miniata,specimen,49.53,-117.42,BC,Central Kootenay,Sproule Cr.,2400,1988,8,15,J. Shepard,JHS,,CA:5903,14744
apamea-inficita,specimen,49.694,-112.842,AB,,Lethbridge,2968,1922,7,29,W. Carter,WFBM,,,14745
feltia-jaculifera,specimen,48,-119.62,WA,Okanogan,Bridgeport S. P.,1047,1996,9,13,L. G. Crabo,LGCC,,US:53047,14746
lacinipolia-strigicollis,specimen,47.687,-117.011,ID,Kootenai,Pleasant View,2170,1958,7,27,C. S. Crawford,WSU,,US:16055,14747
pyrrhia-exprimens,specimen,49.12,-116.16,BC,Central Kootenay,Goatfell,2600,1990,7,4,D. W. Knight,JHS,,CA:5903,14748
pseudanarta-caeca,specimen,43.888,-117.362,OR,Malheur,"Sand Hollow, 9 mi. SW Vale",2383,1997,9,15,Crabo/Troubridge,LGCC,,US:41045,14749
autographa-californica,specimen,47.55,-121.72,WA,King,"McLeod L., nr.",984,1987,9,27,L. G. Crabo,WSU,,US:53033,14750
litholomia-napaea,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1982,10,20,D. W. Knight,JHS,,CA:5903,14751
hyles-gallii,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,,,,O. Huelleman,WFBM,"em.???; February 1, 1915",US:16079,14752
apamea-amputatrix,specimen,47.31,-122.9,WA,Mason,"Little Hoquiam, 2mE; Grapeview Loop Rd.",82,1989,7,24,L. G. Crabo,WSU,,US:53045,14753
abagrotis-nefascia,specimen,44.15,-121.33,OR,Deschutes,"Tumalo-Bend, nr.",3182,1995,9,19,,OSAC,,US:41017,14754
mythimna-oxygala,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1917,6,8,O. Huelleman,WFBM,,US:16079,14755
spaelotis-bicava,specimen,45.99,-120.66,WA,Klickitat,Satus Pass to Simcoe Butte,3288,2000,9,1,L. G. Crabo,LGCC,,US:53039,14756
habrosyne-scripta,specimen,45.43,-116.15,ID,Idaho,Spring Bar Cmgd.,1844,1988,7,15,J. & S. Shepard,JHS,,US:16049,14757
caenurgina-erechtea,specimen,46.5065,-119.7016,WA,Benton,Rattlesnake Springs Field Lab,695,1998,9,2,D. Strenge,DLSC,,US:53005,14758
drepana-arcuata,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2837,1994,8,1,Jon Shepard,RBCM,Shepard notes,CA:5903,14759
heliothis-phloxiphaga,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1986,6,23,D. W. Knight,JHS,,CA:5903,14760
apamea-devastator,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1979,7,24,M. D. Crane,WFBM,,US:16057,14761
peridroma-saucia,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1994,5,31,D. N. Ross,OSAC,,US:41039,14762
hypena-humuli,specimen,46.624,-116.218,ID,Clearwater,Dworshak Res,1700,1991,6,14,F. W. Merickel,WFBM,,US:16035,14763
estigmene-acrea,specimen,44.965,-116.845,OR,Baker,Oxbow Dam,1804,1959,6,19,"S. Jewett, Jr.",OSAC,,US:41001,14764
arctia-virginalis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1982,6,20,D. W. Knight,JHS,,CA:5903,14765
apantesis-williamsii,specimen,42.306,-113.368,ID,Cassia,Malta,4525,1957,7,22,R. A. Mackie,WFBM,,US:16031,14766
malacosoma-californicum,specimen,47.606,-122.332,WA,King,Seattle; UW campus,177,1935,6,15,,OSAC,"det. M. pluvialis; Hatch, 1938",US:53033,14767
peridroma-saucia,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1994,6,9,D. N. Ross,OSAC,,US:41039,14768
spodoptera-praefica,specimen,46.079,-115.152,ID,Idaho,Ballinger Cr.,1844,1989,8,18,F. W. Merickel,WFBM,,US:16049,14769
leucania-oregona,specimen,48.69,-122.49,WA,Whatcom,Chuckanut Bay,115,1994,5,17,L. G. Crabo,WSU,,US:53073,14770
hydraecia-medialis,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1938,9,21,O. Huelleman,WFBM,,US:16079,14771
malacosoma-disstria,specimen,47.6784,-120.7304,WA,Chelan,"Tumwater CG, Hwy. 2",1672,2005,7,16,D. L. Strenge,DLSC,,US:53007,14772
xestia-xanthographa,specimen,48.052,-122.177,WA,Snohomish,Marysville,21,1959,8,20,A.D. Robertson,WWUC,,US:53061,14773
pseudanarta-caeca,specimen,46.73,-119.426,WA,Grant,Saddle Mts. NWL Refuge,663,2002,9,13,R. S. Zack,WSU,BL light site,US:53025,14774
gluphisia-septentrionis,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1983,7,19,D. W. Knight,JHS,,CA:5903,14775
diarsia-esurialis,specimen,44.583,-123.417,OR,Benton,Woods Cr.,328,1999,7,9,A. V. Z. Brower,OSAC,,US:41003,14776
spodoptera-praefica,specimen,46.207,-119.768,WA,Benton,Prosser; Irrigation Exper. Sta.,665,1966,8,3,,WSU,,US:53005,14777
lasionycta-uniformis,specimen,49.098,-120.767,BC,Okanagan-Similkameen,"Blackwall Pk., MP",6519,1962,7,26,,LGCC,,CA:5907,14778
dasychira-vagans,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1961,7,31,D. Frechin,WSU,,US:53035,14779
malacosoma-californicum,specimen,47.613,-122.596,WA,Kitsap,Illahee,60,1959,7,29,Don Frechin,WSU,,US:53035,14780
euxoa-auxiliaris,specimen,42.005,-118.59,OR,Harney,"Denio Dunes; T41S, R35E, s.8",4270,1979,8,21,M. J. Smith,OSAC,,US:41025,14781
hyalophora-euryalus,specimen,43.614,-116.203,ID,Ada,Boise,2701,,,,Frechin Coll.,WSU,"em.; June 25, 1960",US:16001,14782
acronicta-impressa,specimen,53.566,-113.822,AB,,Wagner Natural Area,2195,1999,5,26,A. Ngui,ANC,Schmidt File,,14783
anarta-crotchii,specimen,47.19,-120.28,WA,Kittitas,Colockum Pass,5249,1981,6,23,Don Frechin,WSU,,US:53037,14784
cosmia-elisae,specimen,48.27,-117.57,WA,Stevens,Chewelah Mtn.,4817,2002,8,18,L. G. Crabo,LGCC,,US:53065,14785
melipotis-jucunda,specimen,46.4597,-119.7208,WA,Benton,"Snively Canyon, lower springs",1326,1999,6,2,D. L. Strenge,DLSC,,US:53005,14786
melipotis-jucunda,specimen,46.172,-117.534,WA,Garfield,Sunset Point,5742,2000,7,8,L. G. Crabo,LGCC,,US:53023,14787
pseudohemihyalea-edwardsii,specimen,44.908,-122.886,OR,Marion,"Macleay BLT, nr.",390,1972,3,25,R. L. Westcott,WFBM,,US:41047,14788
acronicta-impleta,specimen,46.324,-117.971,WA,Columbia,Dayton,1600,1964,5,15,R. E. Miller,WFBM,,US:53013,14789
orthosia-segregata,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2837,1990,4,20,J. H. Shepard,LGCC,,CA:5903,14790
acronicta-mansueta,specimen,47.9,-118.495,WA,Ferry,L. Roosevelt; S of Jim Mt.,2075,2004,6,24,E. & L. Crabo,LGCC,,US:53019,14791
acronicta-grisea,specimen,53.01,-114.5,AB,,"Winfield, 8kmNW ",2776,2009,6,13,C. D. Bird,CDBC,Bird East Poplar quarter,,14792
euplexia-benesimilis,specimen,48.59,-120.6,WA,Okanogan,Silver Star Cr.,3600,1993,6,26,Troubridge/Crabo,WSU,,US:53047,14793
sympistis-poliochroa,specimen,48.73,-121.03,WA,Whatcom,S. Ross L.,1607,2004,8,16,L. G. Crabo,LGCC,,US:53073,14794
proxenus-miranda,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1955,8,5,R. E. Miller,WFBM,,US:53013,14795
agrochola-purpurea,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,1980,4,29,D. W. Knight,JHS,,CA:5903,14796
aseptis-characta,specimen,47.58,-119.34,WA,Grant,Meadow Cr.; Sun Lakes SP,1200,1998,6,12,L. G. Crabo,WSU,,US:53025,14797
androloma-maccullochii,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,1941,4,31,,WSU,,US:53075,14798
hyles-lineata,specimen,46.664,-118.223,WA,Franklin,"Palouse Falls SP, nr.",280,2004,5,19,L. G. Crabo,LGCC,,US:53021,14799
paraseptis-adnixa,specimen,47.5,-121.63,WA,King,"North Bend, 7.5 mi E; Middle Fk. Snoqualmie R.",834,1988,7,19,L. G. Crabo,LGCC,,US:53033,14800
syngrapha-celsa,specimen,46.172,-117.534,WA,Garfield,Sunset Point @ FR 40,5750,2005,7,11,Coughlin/Crabo,WSU,,US:53023,14801
melipotis-jucunda,specimen,46.251,-119.901,WA,Yakima,Grandview,800,1958,7,11,C. S. Crawford,WSU,,US:53077,14802
amphipyra-tragopoginis,specimen,46.451,-117.205,WA,Whitman,Steptoe Cyn.; 3-5 mi. SW Colton,793,1985,7,15,R. & V. Zack,WSU,,US:53075,14803
hemileuca-eglanterina,specimen,42.858,-121.892,OR,Klamath,Sand Cr.,4500,1968,7,3,E. J. D[ornfeld],OSAC,shastaensis,US:41035,14804
lacinipolia-stricta,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1955,9,6,R. E. Miller,WFBM,,US:53013,14805
euxoa-difformis,specimen,45.117,-117.7,OR,Union,OSU Hall Cr. Ranch,3800,1997,9,3,,OSAC,,US:41061,14806
homorthodes-furfurata,specimen,48.23,-119.75,WA,Okanogan,Davis Cyn.,1470,1993,8,14,Crabo/Crabo/Troubridge,LGCC,,US:53047,14807
condica-discistriga,specimen,47.5,-119.92,WA,Douglas,Douglas Cr.,1600,2000,7,27,J. & S. Shepard,JHS,,US:53017,14808
sphinx-sequoiae,specimen,44.543,-121.109,OR,Jefferson,Crooked R. gorge,2842,1993,6,15,H. E. Rice,OSAC,,US:41031,14809
acronicta-insularis,specimen,53.55,-113.47,AB,,Edmonton,2034,1929,6,15,K. Bowman,UASM,Schmidt File,,14810
drasteria-adumbrata,specimen,47.474,-115.927,ID,Shoshone,Wallace,2744,1924,6,20,O. Huelleman,WFBM,,US:16079,14811
egira-crucialis,specimen,46.872,-122.912,WA,Thurston,"Tenino, 3mNW",290,1997,4,16,E. LaGasa,WSU,,US:53067,14812
acronicta-impressa,specimen,53.117,-110.217,AB,,"Blackfoot Coulee, Lloydminster",2532,1940,8,8,A. B. Brooks,CNC,Schmidt File,,14813
lacinipolia-pensilis,specimen,49.533,-117.417,BC,Central Kootenay,Sproule Cr.,2400,1987,8,20,J. Shepard,WFBM,,CA:5903,14814
papestra-brenda,specimen,47.074,-121.061,WA,Kittitas,Quartz Mt.,5324,2005,7,7,L. G. Crabo,LGCC,Papestra difficult,US:53037,14815
fishia-discors,specimen,46.731,-117.179,WA,Whitman,Pullman,2400,1947,10,13,D. D. Earp,WSU,,US:53075,14816
apamea-amputatrix,specimen,47.99,-120.39,WA,Chelan,Junior Point,2010,1989,8,4,Crabo/Coughlin,WSU,,US:53007,14817
drasteria-divergens,specimen,49.12,-116.16,BC,Central Kootenay,Goatfell,2600,1992,6,20,D. W. Knight,JHS,,CA:5903,14818
peridroma-saucia,specimen,44.593,-123.404,OR,Benton,Blakesley Cr.,984,2001,9,28,A. V. Z. Brower,OSAC,,US:41003,14819
xestia-perquiritata,specimen,46.79,-121.09,WA,Yakima,Bethel Ridge,6234,1989,7,29,L. G. Crabo,OSAC,,US:53077,14820
psammopolia-arietis,specimen,47.05,-124.09,WA,Grays Harbor,North Bay bog; Grays Harbor,19,1990,9,6,L. G. Crabo,LGCC,,US:53027,14821
setagrotis-radiola,specimen,46.982,-119.451,WA,Grant,Potholes,1113,2000,8,30,L. G. Crabo,LGCC,,US:53025,14822
antheraea-polyphemus,specimen,49.1,-116.45,BC,Central Kootenay,Erickson,2650,,,,D. W. Knight,JHS,"em.; April 16, 1989",CA:5903,14823
hemileuca-nuttalli,specimen,43.417,-113.517,ID,Butte,Craters of the Moon NM,6000,1964,8,20,"D. S. Horning, Jr.",WFBM,nuttalli,US:16023,14824
euxoa-tessellata,specimen,44.246,-118.912,OR,Grant,"John Day, 12mS",4083,1964,7,3,Kenneth Goeden,OSAC,,US:41023,14825
raphia-frater,specimen,47.074,-121.061,WA,Kittitas,Quartz Mt.,5324,2005,7,14,Crabo/Coughlin,LGCC,,US:53037,14826
lasionycta-mutilata,specimen,47.07,-121.07,WA,Kittitas,Quartz Mtn.,6234,1990,7,14,L. & A. Crabo,WSU,,US:53037,14827
anaplectoides-prasina,specimen,44.217,-122.233,OR,Lane,H. J. Andrews Exp. For.,1500,1994,7,18,D. N. Ross,OSAC,,US:41039,14828
habrosyne-scripta,specimen,46.87,-121.51,WA,Yakima,Chinook Pass,5577,1990,8,14,L. G. & A. Crabo,WSU,,US:53077,14829
autographa-californica,specimen,48.73,-120.66,WA,Whatcom,Harts Pass,6953,1987,8,8,L. G. Crabo,LGCC,,US:53073,14830
caenurgina-erechtea,specimen,46.324,-117.971,WA,Columbia,Dayton,1620,1955,7,18,R. E. Miller,WFBM,,US:53013,14831
caradrina-montana,specimen,46.733,-116.999,ID,Latah,Moscow,2560,1952,9,2,H. C. Manis,WFBM,,US:16057,14832
parabagrotis-sulinaris,specimen,45.866,-123.594,OR,Clatsop,Elsie,430,1968,5,10,E. L. Griepentrog,OSAC,,US:41007,14833
cisseps-fulvicollis,specimen,46.153,-116.388,ID,Idaho,"Ferdinand, 8mW",3721,,,,H. W. Homan,WFBM,"larvae infesting wheat; May 21, 1983",US:16049,14834
euxoa-septentrionalis,specimen,47.9,-118.495,WA,Ferry,"Jim Mtn., 1.5mS",2075,2004,9,7,L. & E. Crabo,LGCC,,US:53019,14835
anicla-exuberans,specimen,50.53,-121.71,BC,Thompson-Nicola,Kirby Flat Rd.,3546,2002,7,12,L. & E. Crabo,LGCC,,CA:5933,14836
malacosoma-californicum,specimen,44.637,-123.106,OR,Linn,Albany,213,1978,6,21,,OSAC,,US:41043,14837
hyalophora-euryalus,specimen,48.293,-122.643,WA,Island,Oak Harbor,93,1965,5,26,E.J. Collins,WWUC,,US:53029,14838
acronicta-grisea,specimen,49.136,-120.548,BC,Okanagan-Similkameen,"East gate, Manning Park",4561,1993,7,23,J. T. Troubridge,CNC,Schmidt File,CA:5907,14839
sympistis-glennyi,specimen,50.2,-114.44,AB,,Hailstone Butte,6676,2007,7,18,L. G. Crabo,LGCC,,,14840
anathix-puta,specimen,47.142,-120.739,WA,Kittitas,Swauk Cr.; site 3,1857,2008,10,1,P. J. Landolt,WSU,,US:53037,14841
euxoa-aberrans,specimen,46.79,-121.09,WA,Yakima,Bethel Ridge,3554,2003,7,27,L. & E. Crabo,LGCC,,US:53077,14842
acronicta-insita,specimen,45.866,-123.594,OR,Clatsop,Elsie,400,1988,7,15,E. L. Griepentrog,OSAC,,US:41007,14843
caradrina-morpheus,specimen,47.695,-122.27,WA,King,Thornton Cr.,100,1962,7,20,Don Frechin,WSU,,US:53033,14844
euxoa-tessellata,specimen,43.814,-120.603,OR,Deschutes,"Brothers, nr",4638,2007,7,12,Erica Ersch,OSAC,,US:41017,14845
furcula-scolopendrina,specimen,45.221,-123.075,OR,Yamhill,Dayton,140,1979,8,5,R. & A. Albright,OSAC,,US:41071,14846
schinia-florida,specimen,42.78,-114.7,ID,Gooding,Wendell,3435,1963,7,8,R. E. Miller,JHS,,US:16047,14847
hemileuca-hera,specimen,48.051,-119.902,WA,Okanogan,Pateros,776,1927,9,8,A. Anderson,WSU,hera,US:53047,14848
