row_index,species_slug,latitude,longitude,state,county,outcome,district_id,distance_km,notes
30510,lacinipolia-pensilis,48.64,-120.46,WA,Okanogan,assigned-contained,US:53047,,
30511,aseptis-binotata,47.6,-120.17,WA,Douglas,assigned-contained,US:53017,,
30512,apamea-inficita,49.6,-121.11,BC,Fraser Valley,assigned-contained,CA:5909,,
30513,euthyatira-semicircularis,48.429,-116.493,ID,Bonner,assigned-contained,US:16017,,
30514,apamea-burgessi,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
30515,orthosia-ferrigera,47.13,-120.744,WA,Kittitas,assigned-contained,US:53037,,
30516,ponometia-tortricina,46.408,-119.391,WA,Benton,assigned-contained,US:53005,,
30517,perigonica-tertia,46.492,-120.95,WA,Yakima,assigned-contained,US:53077,,
30518,egira-crucialis,47.65,-122.39,WA,King,assigned-contained,US:53033,,
30519,xylena-curvimacula,49.53,-117.42,BC,Central Kootenay,assigned-contained,CA:5903,,
30520,phyllodesma-americana,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
30521,catocala-irene,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30522,lophocampa-maculata,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30523,spilosoma-pteridis,46.92,-122.85,WA,Thurston,assigned-contained,US:53067,,
30524,smerinthus-jamaicensis,49.78,-115.73,BC,East Kootenay,assigned-contained,CA:5901,,
30525,annaphila-danistica,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30526,hyles-gallii,49.08,-116.62,BC,Central Kootenay,assigned-contained,CA:5903,,
30527,scoliopteryx-libatrix,45.738,-117.28,OR,Wallowa,assigned-contained,US:41063,,
30528,spaelotis-bicava,45.933,-118.387,OR,Umatilla,assigned-contained,US:41059,,
30529,hyles-lineata,43.492,-116.42,ID,Ada,assigned-contained,US:16001,,
30530,caenurgina-erechtea,46.92,-122.85,WA,Thurston,assigned-contained,US:53067,,
30531,euxoa-cana,44.065,-119.412,OR,Grant,assigned-contained,US:41023,,
30532,catocala-semirelicta,46.813,-116.923,ID,Latah,assigned-contained,US:16057,,
30533,callizzia-amorata,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
30534,hydraecia-medialis,46.501,-120.464,WA,Yakima,assigned-contained,US:53077,,
30535,parabagrotis-formalis,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
30536,sphinx-vashti,48.091,-123.172,WA,Clallam,assigned-contained,US:53009,,
30537,acronicta-fragilis,49.53,-117.42,BC,Central Kootenay,assigned-contained,CA:5903,,
30538,cerastis-enigmatica,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
30539,schinia-acutilinea,42.6,-114.76,ID,Twin Falls,assigned-contained,US:16083,,
30540,spilosoma-vestalis,44.841,-122.871,OR,Marion,assigned-contained,US:41047,,
30541,zale-minerea,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
30542,xestia-smithii,47.606,-122.331,WA,King,assigned-contained,US:53033,,
30543,hyphantria-cunea,45.498,-122.43,OR,Multnomah,assigned-contained,US:41051,,
30544,zale-minerea,47.474,-115.927,ID,Shoshone,assigned-contained,US:16079,,
30545,dargida-diffusa,42.563,-114.46,ID,Twin Falls,assigned-contained,US:16083,,
30546,euxoa-intrita,43.796,-120.029,OR,Crook,assigned-contained,US:41013,,
30547,neoligia-tonsa,46.251,-119.901,WA,Yakima,assigned-contained,US:53077,,
30548,drasteria-hastingsii,44.309,-117.22,OR,Baker,assigned-contained,US:41001,,
30549,stretchia-muricina,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
30550,drasteria-divergens,46.4597,-119.7208,WA,Benton,assigned-contained,US:53005,,
30551,orgyia-pseudotsugata,46.872,-113.994,MT,Missoula,assigned-contained,US:30063,,
30552,euxoa-declarata,42.61,-118.383,OR,Harney,assigned-contained,US:41025,,
30553,hyles-lineata,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30554,lacinipolia-davena,47.613,-122.596,WA,Kitsap,assigned-contained,US:53035,,
30555,cerastis-enigmatica,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
30556,trichordestra-liquida,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30557,aplectoides-condita,44.402,-121.85,OR,Linn,assigned-contained,US:41043,,
30558,spilosoma-vagans,48.181,-116.908,ID,Bonner,assigned-contained,US:16017,,
30559,arctia-virginalis,44.861,-121.201,OR,Wasco,assigned-contained,US:41065,,
30560,cucullia-mcdunnoughi,47.592,-119.711,WA,Douglas,assigned-contained,US:53017,,
30561,proserpinus-clarkiae,44.403,-122.075,OR,Linn,assigned-contained,US:41043,,
30562,agrochola-pulchella,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30563,euxoa-intrita,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
30564,orgyia-antiqua,49.12,-116.16,BC,Central Kootenay,assigned-contained,CA:5903,,
30565,euxoa-tessellata,53.08,-117.99,AB,,unassigned,,,
30566,gluphisia-septentrionis,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
30567,phyllodesma-americana,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
30568,caradrina-meralis,49.53,-117.42,BC,Central Kootenay,assigned-contained,CA:5903,,
30569,drepana-arcuata,47.406,-123.185,WA,Mason,assigned-contained,US:53045,,
30570,spilosoma-pteridis,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
30571,pseudanarta-crocea,46.593,-119.379,WA,Grant,assigned-contained,US:53005,,
30572,hadena-variolata,47.08,-121.08,WA,Kittitas,assigned-contained,US:53037,,
30573,lacinipolia-anguina,48.66,-119.84,WA,Okanogan,assigned-contained,US:53047,,
30574,anagrapha-falcifera,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30575,xestia-xanthographa,48.052,-122.177,WA,Snohomish,assigned-contained,US:53061,,
30576,acronicta-fragilis,53.326,-113.092,AB,,unassigned,,,
30577,malacosoma-disstria,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30578,egira-perlubens,46.67,-116.98,ID,Latah,assigned-contained,US:16057,,
30579,euthyatira-lorata,42.277,-124.395,OR,Curry,assigned-contained,US:41015,,
30580,egira-simplex,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
30581,euxoa-choris,45.99,-120.66,WA,Klickitat,assigned-contained,US:53039,,
30582,eurois-astricta,49.694,-112.842,AB,,unassigned,,,
30583,raphia-frater,49.694,-112.842,AB,,unassigned,,,
30584,apantesis-parthenice,51.858,-113.011,AB,,unassigned,,,
30585,euxoa-intermontana,47.646,-120.151,WA,Douglas,assigned-contained,US:53017,,
30586,agrotis-ipsilon,44.593,-123.404,OR,Benton,assigned-contained,US:41003,,
30587,feltia-jaculifera,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
30588,xestia-c-nigrum,48.052,-122.177,WA,Snohomish,assigned-contained,US:53061,,
30589,hadenella-pergentilis,46.507,-119.698,WA,Benton,assigned-contained,US:53005,,
30590,autographa-californica,49.71,-117.29,BC,Central Kootenay,assigned-contained,CA:5903,,
30591,apantesis-ornata,46.172,-117.534,WA,Garfield,assigned-contained,US:53023,,
30592,parabagrotis-sulinaris,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
30593,hyles-lineata,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30594,sympistis-albifasciata,47.646,-120.151,WA,Douglas,assigned-contained,US:53017,,
30595,sphinx-vashti,50.13,-115.53,BC,East Kootenay,assigned-contained,CA:5901,,
30596,autographa-corusca,47.149,-124.187,WA,Grays Harbor,assigned-contained,US:53027,,
30597,benjaminiola-colorada,43,-119.995,OR,Lake,assigned-contained,US:41037,,
30598,parabagrotis-sulinaris,48.592,-123.03,WA,San Juan,assigned-fallback,US:53055,1.414,
30599,euxoa-occidentalis,47.81,-120.52,WA,Chelan,assigned-contained,US:53007,,
30600,caradrina-montana,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30601,xylotype-arcadia,48.259,-117.617,WA,Stevens,assigned-contained,US:53065,,
30602,heliothis-phloxiphaga,46.324,-120.008,WA,Yakima,assigned-contained,US:53077,,
30603,bellura-obliqua,46.86,-123.04,WA,Thurston,assigned-contained,US:53067,,
30604,eurois-astricta,47.8118,-120.7222,WA,Chelan,assigned-contained,US:53007,,
30605,apamea-cinefacta,42.233,-123.661,OR,Josephine,assigned-contained,US:41033,,
30606,drasteria-divergens,46.4597,-119.7208,WA,Benton,assigned-contained,US:53005,,
30607,dasychira-vagans,46.85,-120.48,WA,Kittitas,assigned-contained,US:53037,,
30608,orthosia-segregata,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
30609,euxoa-atristrigata,43.774,-117.736,OR,Malheur,assigned-contained,US:41045,,
30610,tolype-distincta,46.82,-120.849,WA,Yakima,assigned-contained,US:53077,,
30611,malacosoma-disstria,43.417,-113.517,ID,Butte,assigned-contained,US:16023,,
30612,dasychira-grisefacta,44.95,-116.44,ID,Adams,assigned-contained,US:16003,,
30613,autographa-californica,46.523,-119.353,WA,Benton,assigned-contained,US:53005,,
30614,autographa-californica,46.702,-119.605,WA,Grant,assigned-contained,US:53025,,
30615,amphipyra-pyramidoides,49.53,-117.42,BC,Central Kootenay,assigned-contained,CA:5903,,
30616,dasychira-grisefacta,45.389,-122.406,OR,Clackamas,assigned-contained,US:41005,,
30617,malacosoma-disstria,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30618,schinia-suetus,46.5228,-119.3532,WA,Benton,assigned-contained,US:53005,,
30619,spilosoma-virginica,46.602,-120.505,WA,Yakima,assigned-contained,US:53077,,
30620,euxoa-extranea,46.87,-121.51,WA,Yakima,assigned-contained,US:53077,,
30621,cucullia-pulla,46.5228,-119.3532,WA,Benton,assigned-contained,US:53005,,
30622,acronicta-impressa,53.01,-114.5,AB,,unassigned,,,
30623,zotheca-tranquilla,48.742,-121.055,WA,Whatcom,assigned-contained,US:53073,,
30624,paraseptis-adnixa,46.517,-121.017,WA,Yakima,assigned-contained,US:53077,,
30625,malacosoma-californicum,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
30626,abagrotis-forbesi,48.1,-120.05,WA,Okanogan,assigned-contained,US:53047,,
30627,malacosoma-californicum,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30628,abagrotis-forbesi,48.005,-119.627,WA,Okanogan,assigned-contained,US:53047,,
30629,lophocampa-maculata,45.21,-123.198,OR,Yamhill,assigned-contained,US:41071,,
30630,euclidia-ardita,47.58,-120.7,WA,Chelan,assigned-contained,US:53007,,
30631,drasteria-hastingsii,46.523,-119.353,WA,Benton,assigned-contained,US:53005,,
30632,euxoa-hollemani,44.416,-118.953,OR,Grant,assigned-contained,US:41023,,
30633,malacosoma-disstria,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30634,orthosia-hibisci,44.908,-122.886,OR,Marion,assigned-contained,US:41047,,
30635,raphia-frater,51.105,-110.35,AB,,assigned-contained,CA:4804,,
30636,phyllodesma-americana,48.181,-116.908,ID,Bonner,assigned-contained,US:16017,,
30637,anaplectoides-prasina,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
30638,autographa-californica,46.577,-119.363,WA,Benton,assigned-contained,US:53005,,
30639,pseudanarta-caeca,46.9,-119.94,WA,Grant,assigned-contained,US:53025,,
30640,euxoa-brevipennis,43.814,-120.603,OR,Deschutes,assigned-contained,US:41017,,
30641,zosteropoda-hirtipes,47.117,-122.491,WA,Pierce,assigned-contained,US:53053,,
30642,drasteria-perplexa,47.642,-120.145,WA,Douglas,assigned-contained,US:53017,,
30643,arctia-caja,42.432,-114.306,ID,Twin Falls,assigned-contained,US:16083,,
30644,apamea-inordinata,46.584,-117.214,WA,Whitman,assigned-contained,US:53075,,
30645,protorthodes-curtica,46.664,-121.124,WA,Yakima,assigned-contained,US:53077,,
30646,xestia-c-nigrum,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30647,leucania-dia,46.92,-122.85,WA,Thurston,assigned-contained,US:53067,,
30648,abagrotis-mirabilis,43.557,-120.074,OR,Lake,assigned-contained,US:41037,,
30649,euthyatira-semicircularis,48.547,-118.231,WA,Ferry,assigned-contained,US:53019,,
30650,xestia-xanthographa,45.524,-122.675,OR,Multnomah,assigned-contained,US:41051,,
30651,neoligia-albirena,46.716,-116.988,ID,Latah,assigned-contained,US:16057,,
30652,abagrotis-scopeops,44.677,-121.719,OR,Jefferson,assigned-contained,US:41031,,
30653,abagrotis-baueri,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30654,euxoa-aberrans,50.47,-116.29,BC,East Kootenay,assigned-contained,CA:5901,,
30655,bellura-obliqua,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
30656,leucania-dia,48.16,-122.65,WA,Island,assigned-fallback,US:53029,0.292,
30657,gluphisia-septentrionis,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
30658,egira-perlubens,47.696,-119.616,WA,Douglas,assigned-contained,US:53017,,
30659,trichordestra-liquida,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30660,agrochola-purpurea,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30661,parabagrotis-sulinaris,44.593,-123.404,OR,Benton,assigned-contained,US:41003,,
30662,callizzia-amorata,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
30663,apamea-scoparia,48,-119.62,WA,Okanogan,assigned-contained,US:53047,,
30664,lophocampa-argentata,47.613,-122.596,WA,Kitsap,assigned-contained,US:53035,,
30665,plusia-nichollae,45.539,-122.387,OR,Multnomah,assigned-contained,US:41051,,
30666,leucania-farcta,48.69,-122.49,WA,Whatcom,assigned-contained,US:53073,,
30667,heliothis-phloxiphaga,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
30668,caradrina-montana,46.504,-120.086,WA,Yakima,assigned-contained,US:53077,,
30669,euxoa-atristrigata,43.542,-119.504,OR,Harney,assigned-contained,US:41025,,
30670,lacinipolia-olivacea,45.89,-121.72,WA,Skamania,assigned-contained,US:53059,,
30671,euros-osticollis,42.24,-123.67,OR,Josephine,assigned-contained,US:41033,,
30672,pseudothyatira-cymatophoroides,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
30673,sphinx-drupiferarum,47.424,-120.309,WA,Chelan,assigned-contained,US:53007,,
30674,paraseptis-adnixa,46.872,-122.912,WA,Thurston,assigned-contained,US:53067,,
30675,apantesis-elongata,50.36,-122.14,BC,Thompson-Nicola,assigned-contained,CA:5933,,
30676,paraseptis-adnixa,48.69,-122.49,WA,Whatcom,assigned-contained,US:53073,,
30677,paonias-excaecatus,44.943,-123.034,OR,Marion,assigned-contained,US:41047,,
30678,apamea-amputatrix,42.07,-122.71,OR,Jackson,assigned-contained,US:41029,,
30679,anathix-aggressa,42.6,-114.76,ID,Twin Falls,assigned-contained,US:16083,,
30680,dolocucullia-poolei,47.149,-124.187,WA,Grays Harbor,assigned-contained,US:53027,,
30681,pachysphinx-modesta,48.42,-120.15,WA,Okanogan,assigned-contained,US:53047,,
30682,lithophane-pertorrida,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30683,euxoa-lewisi,46.87,-121.51,WA,Yakima,assigned-contained,US:53077,,
30684,autographa-mappa,49.53,-117.42,BC,Central Kootenay,assigned-contained,CA:5903,,
30685,hemaris-thetis,45.267,-118.567,OR,Union,assigned-contained,US:41061,,
30686,lophocampa-argentata,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
30687,feltia-jaculifera,45.391,-122.611,OR,Clackamas,assigned-contained,US:41005,,
30688,lophocampa-maculata,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30689,orgyia-pseudotsugata,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30690,apamea-antennata,45.99,-120.66,WA,Klickitat,assigned-contained,US:53039,,
30691,hyles-lineata,44.253,-119.826,OR,Crook,assigned-contained,US:41013,,
30692,sideridis-fuscolutea,46.251,-119.901,WA,Yakima,assigned-contained,US:53077,,
30693,acronicta-vulpina,52.31,-113.92,AB,,unassigned,,,
30694,protorthodes-curtica,46.5074,-119.6981,WA,Benton,assigned-contained,US:53005,,
30695,euxoa-aequalis,44.677,-121.719,OR,Jefferson,assigned-contained,US:41031,,
30696,litholomia-napaea,46.492,-120.95,WA,Yakima,assigned-contained,US:53077,,
30697,apamea-devastator,46.5074,-119.6981,WA,Benton,assigned-contained,US:53005,,
30698,malacosoma-disstria,45.333,-116.35,ID,Idaho,assigned-contained,US:16049,,
30699,euxoa-choris,44.518,-117.862,OR,Baker,assigned-contained,US:41001,,
30700,melipotis-jucunda,46.705,-119.606,WA,Grant,assigned-contained,US:53025,,
30701,agnorisma-bugrai,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
30702,raphia-frater,47.61,-120.83,WA,Chelan,assigned-contained,US:53007,,
30703,euxoa-intermontana,43.671,-121.503,OR,Deschutes,assigned-contained,US:41017,,
30704,lophocampa-argentata,43.932,-124.113,OR,Lane,assigned-contained,US:41039,,
30705,phalaenostola-metonalis,49.12,-116.16,BC,Central Kootenay,assigned-contained,CA:5903,,
30706,lacinipolia-davena,46.79,-121.09,WA,Yakima,assigned-contained,US:53077,,
30707,caradrina-montana,47.5511,-120.767,WA,Chelan,assigned-contained,US:53007,,
30708,graphiphora-augur,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
30709,hemileuca-nuttalli,44.517,-121.183,OR,Jefferson,assigned-contained,US:41031,,
30710,sympistis-figurata,48.71,-118.59,WA,Ferry,assigned-contained,US:53019,,
30711,acronicta-impressa,46.9,-121.42,WA,Yakima,assigned-contained,US:53077,,
30712,euxoa-albipennis,43,-119.995,OR,Lake,assigned-contained,US:41037,,
30713,apantesis-ornata,46.584,-117.214,WA,Whitman,assigned-contained,US:53075,,
30714,ceranemota-crumbi,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
30715,papestra-quadrata,48.67,-117.18,WA,Pend Oreille,assigned-contained,US:53051,,
30716,acerra-normalis,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
30717,apamea-plutonia,46.907,-123.049,WA,Thurston,assigned-contained,US:53067,,
30718,amphipyra-pyramidoides,49.5,-117.28,BC,Central Kootenay,assigned-contained,CA:5903,,
30719,raphia-frater,50.53,-121.71,BC,Thompson-Nicola,assigned-contained,CA:5933,,
30720,paonias-excaecatus,46.32,-117.97,WA,Columbia,assigned-contained,US:53013,,
30721,trichocerapoda-oblita,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
30722,drasteria-divergens,47.121,-120.744,WA,Kittitas,assigned-contained,US:53037,,
30723,syngrapha-rectangula,49.12,-116.16,BC,Central Kootenay,assigned-contained,CA:5903,,
30724,autographa-californica,46.73,-117.18,WA,Whitman,assigned-contained,US:53075,,
30725,xestia-oblata,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
30726,sphinx-vashti,46.72,-120.81,WA,Yakima,assigned-contained,US:53077,,
30727,estigmene-acrea,47.687,-117.011,ID,Kootenai,assigned-contained,US:16055,,
30728,trichordestra-liquida,48.38,-122.66,WA,Island,assigned-contained,US:53029,,
30729,acronicta-vulpina,52.463,-112.895,AB,,unassigned,,,
30730,ceranemota-tearlei,48.767,-117.262,WA,Pend Oreille,assigned-contained,US:53051,,
30731,apamea-cuculliformis,46.755,-116.91,ID,Latah,assigned-contained,US:16057,,
30732,homorthodes-furfurata,50.53,-121.71,BC,Thompson-Nicola,assigned-contained,CA:5933,,
30733,lacinipolia-pensilis,46.699,-119.437,WA,Grant,assigned-contained,US:53025,,
30734,benjaminiola-colorada,42.51,-118.9,OR,Harney,assigned-contained,US:41025,,
30735,epidemas-obscurus,48.64,-120.46,WA,Okanogan,assigned-contained,US:53047,,
30736,spaelotis-bicava,47.18,-120.59,WA,Kittitas,assigned-contained,US:53037,,
30737,euxoa-vallus,48.74,-120.69,WA,Okanogan,assigned-contained,US:53073,,
30738,zotheca-tranquilla,46.872,-122.912,WA,Thurston,assigned-contained,US:53067,,
30739,apantesis-ornata,44.537,-121.603,OR,Jefferson,assigned-contained,US:41031,,
30740,abagrotis-apposita,44.504,-123.551,OR,Benton,assigned-contained,US:41003,,
30741,zale-lunata,49.53,-117.42,BC,Central Kootenay,assigned-contained,CA:5903,,
30742,hydraecia-obliqua,48.38,-122.66,WA,Island,assigned-contained,US:53029,,
30743,nadata-gibbosa,48.907,-118.141,WA,Stevens,assigned-contained,US:53065,,
30744,acronicta-perdita,47.5,-119.92,WA,Douglas,assigned-contained,US:53017,,
30745,caenurgina-erechtea,48.293,-122.643,WA,Island,assigned-contained,US:53029,,
30746,acronicta-mansueta,47.63,-120.44,WA,Chelan,assigned-contained,US:53007,,
30747,melipotis-jucunda,46.7027,-119.6206,WA,Grant,assigned-contained,US:53025,,
30748,leucoma-salicis,44.55,-117.666,OR,Baker,assigned-contained,US:41001,,
30749,euthyatira-pudens,48.269,-121.943,WA,Snohomish,assigned-contained,US:53061,,
30750,parabagrotis-insularis,47.15,-120.197,WA,Chelan,assigned-contained,US:53037,,
30751,xylomoia-indirecta,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30752,pleromelloida-cinerea,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30753,furcula-scolopendrina,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30754,euxoa-simona,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
30755,notodonta-pacifica,47.687,-117.011,ID,Kootenai,assigned-contained,US:16055,,
30756,catocala-grotiana,44.971,-115.731,ID,Valley,assigned-contained,US:16085,,
30757,rhizagrotis-albalis,46.699,-119.437,WA,Grant,assigned-contained,US:53025,,
30758,anathix-puta,49.12,-116.16,BC,Central Kootenay,assigned-contained,CA:5903,,
30759,lophocampa-maculata,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30760,eurois-astricta,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
30761,homorthodes-discreta,46.88,-120.57,WA,Kittitas,assigned-contained,US:53037,,
30762,apantesis-nevadensis,42.617,-118.383,OR,Harney,assigned-contained,US:41025,,
30763,drasteria-adumbrata,42.07,-122.71,OR,Jackson,assigned-contained,US:41029,,
30764,callizzia-amorata,48.87,-123.36,BC,Capital,assigned-contained,CA:5917,,
30765,acronicta-insita,47.5,-121.63,WA,King,assigned-contained,US:53033,,
30766,diarsia-rosaria,45.867,-123.583,OR,Clatsop,assigned-contained,US:41007,,
30767,graphiphora-augur,47.613,-122.596,WA,Kitsap,assigned-contained,US:53035,,
30768,schizura-ipomaeae,42.327,-122.874,OR,Jackson,assigned-contained,US:41029,,
30769,furcula-cinereoides,46.731,-117.179,WA,Whitman,assigned-contained,US:53075,,
30770,egira-perlubens,46.059,-122.863,WA,Cowlitz,assigned-contained,US:53015,,
30771,orthosia-transparens,48.654,-122.937,WA,San Juan,assigned-contained,US:53055,,
30772,anaplectoides-pressus,44.677,-121.719,OR,Jefferson,assigned-contained,US:41031,,
30773,agrochola-purpurea,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30774,orthosia-hibisci,45.35,-122.9,WA,Cowlitz,assigned-contained,US:41067,,
30775,neoligia-albirena,44.55,-117.666,OR,Baker,assigned-contained,US:41001,,
30776,paonias-excaecatus,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
30777,apantesis-nevadensis,47.648,-117.091,WA,Spokane,assigned-contained,US:53063,,
30778,acronicta-impressa,53.55,-113.47,AB,,unassigned,,,
30779,egira-dolosa,46.813,-116.923,ID,Latah,assigned-contained,US:16057,,
30780,sympistis-figurata,48.19,-118.16,WA,Stevens,assigned-contained,US:53065,,
30781,pseudohemihyalea-edwardsii,45.357,-122.607,OR,Clackamas,assigned-contained,US:41005,,
30782,feltia-jaculifera,48.052,-122.177,WA,Snohomish,assigned-contained,US:53061,,
30783,hemaris-thetis,46.813,-116.92,ID,Latah,assigned-contained,US:16057,,
30784,spilosoma-virginica,46.207,-119.768,WA,Benton,assigned-contained,US:53005,,
30785,andropolia-diversilineata,46.492,-120.95,WA,Yakima,assigned-contained,US:53077,,
30786,paradiarsia-littoralis,48.66,-119.84,WA,Okanogan,assigned-contained,US:53047,,
30787,catocala-relicta,46.32,-117.97,WA,Columbia,assigned-contained,US:53013,,
30788,platypolia-anceps,49.1,-116.45,BC,Central Kootenay,assigned-contained,CA:5903,,
30789,adelphagrotis-indeterminata,46.85,-120.48,WA,Kittitas,assigned-contained,US:53037,,
30790,xylena-curvimacula,48.271,-121.929,WA,Snohomish,assigned-contained,US:53061,,
30791,euxoa-infausta,42.2,-123.263,OR,Josephine,assigned-contained,US:41033,,
30792,plusia-putnami,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30793,drasteria-edwardsii,46.417,-117.017,ID,Nez Perce,assigned-contained,US:16069,,
30794,diarsia-esurialis,45.867,-123.583,OR,Clatsop,assigned-contained,US:41007,,
30795,pachysphinx-modesta,48.59,-120.4,WA,Okanogan,assigned-contained,US:53047,,
30796,homorthodes-communis,48.46,-122.62,WA,Skagit,assigned-contained,US:53057,,
30797,fishia-yosemitae,46.73,-119.426,WA,Grant,assigned-contained,US:53025,,
30798,hypena-decorata,46.324,-117.971,WA,Columbia,assigned-contained,US:53013,,
30799,arctia-plantaginis,48.65,-119.841,WA,Okanogan,assigned-contained,US:53047,,
30800,diarsia-rosaria,46.188,-123.83,OR,Clatsop,assigned-contained,US:41007,,
30801,gluphisia-severa,48.61,-117.561,WA,Stevens,assigned-contained,US:53065,,
30802,acronicta-vulpina,49.4,-110.174,AB,,unassigned,,,
30803,lophocampa-argentata,44.593,-123.404,OR,Benton,assigned-contained,US:41003,,
30804,agrotis-vancouverensis,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
30805,lacinipolia-sareta,42.776,-114.703,ID,Gooding,assigned-contained,US:16047,,
30806,sympistis-glennyi,46.87,-121.51,WA,Yakima,assigned-contained,US:53077,,
30807,malacosoma-californicum,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
30808,nadata-gibbosa,49.55,-115.62,BC,East Kootenay,assigned-contained,CA:5901,,
30809,leucania-farcta,48.654,-120.506,WA,Okanogan,assigned-contained,US:53047,,
30810,ochropleura-implecta,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
30811,abagrotis-trigona,44.677,-121.719,OR,Jefferson,assigned-contained,US:41031,,
30812,furcula-cinereoides,48,-119.62,WA,Okanogan,assigned-contained,US:53047,,
30813,paonias-myops,47.9,-118.495,WA,Ferry,assigned-contained,US:53019,,
30814,lasionycta-mutilata,50.47,-116.29,BC,East Kootenay,assigned-contained,CA:5901,,
30815,schizura-ipomaeae,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
30816,euxoa-furtivus,43.667,-119,OR,Harney,assigned-contained,US:41025,,
30817,apamea-spaldingi,42.599,-114.759,ID,Twin Falls,assigned-contained,US:16083,,
30818,habrosyne-scripta,49.533,-117.417,BC,Central Kootenay,assigned-contained,CA:5903,,
30819,setagrotis-pallidicollis,44.844,-117.91,OR,Baker,assigned-contained,US:41001,,
30820,arctia-virginalis,48.76,-122.488,WA,Whatcom,assigned-contained,US:53073,,
30821,oligia-divesta,46.733,-116.999,ID,Latah,assigned-contained,US:16057,,
30822,autographa-californica,46.568,-117.128,WA,Whitman,assigned-contained,US:53075,,
30823,apamea-inordinata,46.583,-120.967,WA,Kittitas,assigned-contained,US:53077,,
30824,paraseptis-adnixa,50.53,-121.71,BC,Thompson-Nicola,assigned-contained,CA:5933,,
30825,helicoverpa-zea,45.99,-120.66,WA,Klickitat,assigned-contained,US:53039,,
30826,autographa-californica,42.563,-114.46,ID,Twin Falls,assigned-contained,US:16083,,
