row_index,species_slug,latitude,longitude,state,county,outcome,district_id,distance_km,notes
62154,drasteria-sabulosa,42.2,-123.263,OR,Josephine,assigned-contained,US:41033,,
62155,drasteria-sabulosa,42.654,-123.57,OR,Josephine,assigned-contained,US:41033,,
62156,drasteria-sabulosa,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62157,drasteria-sabulosa,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62158,drasteria-sabulosa,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62159,drasteria-sabulosa,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62160,drasteria-sabulosa,45.606,-118.794,OR,Umatilla,assigned-contained,US:41059,,
62161,drasteria-sabulosa,48.272,-119.394,WA,Okanogan,assigned-contained,US:53047,,
62162,drasteria-ochracea,48.181,-116.908,ID,Bonner,assigned-contained,US:16017,,
62163,drasteria-ochracea,48.181,-116.908,ID,Bonner,assigned-contained,US:16017,,
62164,drasteria-ochracea,43.024,-116.832,ID,Owyhee,assigned-contained,US:16073,,
62165,drasteria-ochracea,45,-116.067,ID,Valley,assigned-contained,US:16085,,
62166,drasteria-ochracea,44.91,-116.95,OR,Baker,assigned-contained,US:41001,,
62167,drasteria-ochracea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62168,drasteria-ochracea,43.803,-120.914,OR,Deschutes,assigned-contained,US:41017,,
62169,drasteria-ochracea,45.4,-121.65,OR,Hood River,assigned-contained,US:41027,,
62170,drasteria-ochracea,44.564,-121.274,OR,Jefferson,assigned-contained,US:41031,,
62171,drasteria-ochracea,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
62172,drasteria-ochracea,44.764,-121.265,OR,Jefferson,assigned-contained,US:41031,,
62173,drasteria-ochracea,42.058,-120.174,OR,Lake,assigned-contained,US:41037,,
62174,drasteria-ochracea,43.747,-122.576,OR,Lane,assigned-contained,US:41039,,
62175,drasteria-ochracea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62176,drasteria-ochracea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62177,drasteria-ochracea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62178,drasteria-ochracea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62179,drasteria-ochracea,44.173,-123.572,OR,Lane,assigned-contained,US:41039,,
62180,drasteria-ochracea,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62181,drasteria-ochracea,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62182,drasteria-ochracea,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62183,drasteria-ochracea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62184,drasteria-ochracea,45.498,-122.43,OR,Multnomah,assigned-contained,US:41051,,
62185,drasteria-ochracea,45.898,-118.306,OR,Umatilla,assigned-contained,US:41059,,
62186,drasteria-ochracea,45.267,-118.567,OR,Union,assigned-contained,US:41061,,
62187,drasteria-edwardsii,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62188,drasteria-edwardsii,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62189,drasteria-edwardsii,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
62190,drasteria-edwardsii,42.833,-120.333,OR,Douglas,assigned-contained,US:41037,,
62191,drasteria-edwardsii,42.355,-122.787,OR,Jackson,assigned-contained,US:41029,,
62192,drasteria-edwardsii,42.27,-123.688,OR,Josephine,assigned-contained,US:41033,,
62193,drasteria-edwardsii,42.2,-123.263,OR,Josephine,assigned-contained,US:41033,,
62194,drasteria-edwardsii,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62195,drasteria-edwardsii,45.635,-120.915,OR,Sherman,assigned-contained,US:41065,,
62196,drasteria-edwardsii,45.898,-118.306,OR,Umatilla,assigned-contained,US:41059,,
62197,drasteria-divergens,44.964,-116.2,ID,Adams,assigned-contained,US:16003,,
62198,drasteria-divergens,43.772,-116.089,ID,Boise,assigned-contained,US:16015,,
62199,drasteria-divergens,44.91,-116.95,OR,Baker,assigned-contained,US:41001,,
62200,drasteria-divergens,44.483,-120.433,OR,Crook,assigned-contained,US:41013,,
62201,drasteria-divergens,42.064,-124.304,OR,Curry,assigned-contained,US:41015,,
62202,drasteria-divergens,43.035,-122.455,OR,Douglas,assigned-contained,US:41019,,
62203,drasteria-divergens,43.306,-122.958,OR,Douglas,assigned-contained,US:41019,,
62204,drasteria-divergens,43.306,-122.958,OR,Douglas,assigned-contained,US:41019,,
62205,drasteria-divergens,42.639,-118.762,OR,Harney,assigned-contained,US:41025,,
62206,drasteria-divergens,42.667,-118.58,OR,Harney,assigned-contained,US:41025,,
62207,drasteria-divergens,42.327,-122.874,OR,Jackson,assigned-contained,US:41029,,
62208,drasteria-divergens,42.081,-122.717,OR,Jackson,assigned-contained,US:41029,,
62209,drasteria-divergens,42.087,-122.487,OR,Jackson,assigned-contained,US:41029,,
62210,drasteria-divergens,42.065,-122.478,OR,Jackson,assigned-contained,US:41029,,
62211,drasteria-divergens,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
62212,drasteria-divergens,44.564,-121.274,OR,Jefferson,assigned-contained,US:41031,,
62213,drasteria-divergens,44.764,-121.265,OR,Jefferson,assigned-contained,US:41031,,
62214,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62215,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62216,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62217,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62218,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62219,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62220,drasteria-divergens,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62221,drasteria-divergens,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62222,drasteria-divergens,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62223,drasteria-divergens,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62224,drasteria-divergens,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62225,drasteria-divergens,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62226,drasteria-divergens,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62227,drasteria-divergens,44.395,-122.138,OR,Linn,assigned-contained,US:41043,,
62228,drasteria-divergens,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62229,drasteria-divergens,45.267,-118.567,OR,Union,assigned-contained,US:41061,,
62230,drasteria-divergens,45.267,-118.567,OR,Union,assigned-contained,US:41061,,
62231,drasteria-divergens,45.117,-117.7,OR,Union,assigned-contained,US:41061,,
62232,drasteria-divergens,45.117,-117.7,OR,Union,assigned-contained,US:41061,,
62233,drasteria-divergens,45.595,-121.179,OR,Wasco,assigned-contained,US:41065,,
62234,drasteria-divergens,45.65,-121.133,WA,Klickitat,assigned-contained,US:53039,,
62235,drasteria-parallela,42.065,-122.478,OR,Jackson,assigned-contained,US:41029,,
62236,drasteria-parallela,42.127,-121.929,OR,Klamath,assigned-contained,US:41035,,
62237,drasteria-parallela,42.3,-120.124,OR,Lake,assigned-contained,US:41037,,
62238,drasteria-hudsonica,48.644,-113.246,MT,Glacier,assigned-contained,US:30035,,
62239,drasteria-hudsonica,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62240,drasteria-hudsonica,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62241,drasteria-hudsonica,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62242,drasteria-hudsonica,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62243,drasteria-hudsonica,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62244,drasteria-hudsonica,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62245,drasteria-perplexa,45.577,-116.963,OR,Wallowa,assigned-contained,US:41063,,
62246,drasteria-perplexa,44.655,-120.252,OR,Wheeler,assigned-contained,US:41069,,
62247,drasteria-perplexa,44.6,-120.233,OR,Wheeler,assigned-contained,US:41069,,
62248,drasteria-adumbrata,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62249,drasteria-adumbrata,43.346,-122.734,OR,Douglas,assigned-contained,US:41019,,
62250,drasteria-adumbrata,42.544,-118.534,OR,Harney,assigned-contained,US:41025,,
62251,drasteria-adumbrata,42.195,-122.709,OR,Jackson,assigned-contained,US:41029,,
62252,drasteria-adumbrata,42.233,-122.517,OR,Jackson,assigned-contained,US:41029,,
62253,drasteria-adumbrata,42.118,-122.366,OR,Jackson,assigned-contained,US:41029,,
62254,drasteria-adumbrata,42.355,-122.787,OR,Jackson,assigned-contained,US:41029,,
62255,drasteria-adumbrata,42.05,-122.603,OR,Jackson,assigned-contained,US:41029,,
62256,drasteria-adumbrata,42.05,-122.603,OR,Jackson,assigned-contained,US:41029,,
62257,drasteria-adumbrata,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
62258,drasteria-adumbrata,44.461,-121.64,OR,Jefferson,assigned-contained,US:41031,,
62259,drasteria-adumbrata,42.404,-121.436,OR,Klamath,assigned-contained,US:41035,,
62260,drasteria-adumbrata,43.083,-121.833,OR,Klamath,assigned-contained,US:41035,,
62261,drasteria-adumbrata,42.282,-120.204,OR,Lake,assigned-contained,US:41037,,
62262,drasteria-adumbrata,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62263,drasteria-adumbrata,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62264,drasteria-adumbrata,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62265,drasteria-adumbrata,43.552,-122.334,OR,Lane,assigned-contained,US:41039,,
62266,drasteria-adumbrata,44.403,-122.075,OR,Linn,assigned-contained,US:41043,,
62267,drasteria-adumbrata,44.408,-121.85,OR,Linn,assigned-contained,US:41043,,
62268,drasteria-adumbrata,44.402,-121.85,OR,Linn,assigned-contained,US:41043,,
62269,drasteria-adumbrata,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62270,drasteria-adumbrata,45.395,-118.724,OR,Umatilla,assigned-contained,US:41059,,
62271,drasteria-adumbrata,45.117,-117.7,OR,Union,assigned-contained,US:41061,,
62272,drasteria-adumbrata,45.117,-117.7,OR,Union,assigned-contained,US:41061,,
62273,drasteria-adumbrata,45.185,-117.351,OR,Wallowa,assigned-contained,US:41063,,
62274,drasteria-adumbrata,45.577,-116.963,OR,Wallowa,assigned-contained,US:41063,,
62275,drasteria-adumbrata,45.985,-120.653,WA,Klickitat,assigned-contained,US:53039,,
62276,drasteria-adumbrata,48.65,-120.511,WA,Okanogan,assigned-contained,US:53047,,
62277,drasteria-adumbrata,46.151,-121.446,WA,Yakima,assigned-contained,US:53077,,
62278,drasteria-adumbrata,46.67,-120.983,WA,Yakima,assigned-contained,US:53077,,
62279,caenurgina-annexa,44.856,-116.831,ID,Adams,assigned-contained,US:16003,,
62280,caenurgina-annexa,44.357,-120.196,OR,Crook,assigned-contained,US:41013,,
62281,caenurgina-annexa,44.357,-120.196,OR,Crook,assigned-contained,US:41013,,
62282,caenurgina-annexa,44.414,-120.497,OR,Crook,assigned-contained,US:41013,,
62283,caenurgina-caerulea,48.431,-123.378,BC,Capital,assigned-contained,CA:5917,,
62284,caenurgina-caerulea,44.382,-123.595,OR,Benton,assigned-contained,US:41003,,
62285,caenurgina-caerulea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62286,caenurgina-caerulea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62287,caenurgina-caerulea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62288,caenurgina-caerulea,44.504,-123.551,OR,Benton,assigned-contained,US:41003,,
62289,caenurgina-caerulea,44.504,-123.551,OR,Benton,assigned-contained,US:41003,,
62290,caenurgina-caerulea,45.389,-122.406,OR,Clackamas,assigned-contained,US:41005,,
62291,caenurgina-caerulea,45.389,-122.406,OR,Clackamas,assigned-contained,US:41005,,
62292,caenurgina-caerulea,45.172,-122.437,OR,Clackamas,assigned-contained,US:41005,,
62293,caenurgina-caerulea,45.322,-122.287,OR,Clackamas,assigned-contained,US:41005,,
62294,caenurgina-caerulea,45.043,-122.668,OR,Clackamas,assigned-contained,US:41047,,
62295,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62296,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62297,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62298,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62299,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62300,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62301,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62302,caenurgina-caerulea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62303,caenurgina-caerulea,45.843,-123.586,OR,Clatsop,assigned-contained,US:41007,,
62304,caenurgina-caerulea,45.969,-123.685,OR,Clatsop,assigned-contained,US:41007,,
62305,caenurgina-caerulea,42.081,-122.717,OR,Jackson,assigned-contained,US:41029,,
62306,caenurgina-caerulea,42.05,-122.603,OR,Jackson,assigned-contained,US:41029,,
62307,caenurgina-caerulea,42.279,-123.615,OR,Josephine,assigned-contained,US:41033,,
62308,caenurgina-caerulea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62309,caenurgina-caerulea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62310,caenurgina-caerulea,44.695,-122.32,OR,Linn,assigned-contained,US:41043,,
62311,caenurgina-caerulea,44.617,-122.733,OR,Linn,assigned-contained,US:41043,,
62312,caenurgina-caerulea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62313,caenurgina-caerulea,44.771,-122.564,OR,Marion,assigned-contained,US:41047,,
62314,caenurgina-caerulea,45.524,-122.675,OR,Multnomah,assigned-contained,US:41051,,
62315,caenurgina-caerulea,45.586,-123.214,OR,Washington,assigned-contained,US:41067,,
62316,caenurgina-caerulea,45.586,-123.214,OR,Washington,assigned-contained,US:41067,,
62317,caenurgina-caerulea,45.586,-123.214,OR,Washington,assigned-contained,US:41067,,
62318,caenurgina-caerulea,45.586,-123.214,OR,Washington,assigned-contained,US:41067,,
62319,caenurgina-caerulea,45.586,-123.214,OR,Washington,assigned-contained,US:41067,,
62320,caenurgina-caerulea,45.72,-123.295,OR,Washington,assigned-contained,US:41067,,
62321,caenurgina-caerulea,45.72,-123.295,OR,Washington,assigned-contained,US:41067,,
62322,caenurgina-caerulea,45.72,-123.295,OR,Washington,assigned-contained,US:41067,,
62323,caenurgina-caerulea,45.72,-123.295,OR,Washington,assigned-contained,US:41067,,
62324,caenurgina-erechtea,48.181,-116.908,ID,Bonner,assigned-contained,US:16017,,
62325,caenurgina-erechtea,48.181,-116.908,ID,Bonner,assigned-contained,US:16017,,
62326,caenurgina-erechtea,44.593,-123.404,OR,Benton,assigned-contained,US:41003,,
62327,caenurgina-erechtea,44.593,-123.404,OR,Benton,assigned-contained,US:41003,,
62328,caenurgina-erechtea,44.593,-123.404,OR,Benton,assigned-contained,US:41003,,
62329,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62330,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62331,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62332,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62333,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62334,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62335,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62336,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62337,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62338,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62339,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62340,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62341,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62342,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62343,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62344,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62345,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62346,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62347,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62348,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62349,caenurgina-erechtea,44.565,-123.261,OR,Benton,assigned-contained,US:41003,,
62350,caenurgina-erechtea,44.615,-123.316,OR,Benton,assigned-contained,US:41003,,
62351,caenurgina-erechtea,44.615,-123.316,OR,Benton,assigned-contained,US:41003,,
62352,caenurgina-erechtea,44.483,-123.45,OR,Benton,assigned-contained,US:41003,,
62353,caenurgina-erechtea,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
62354,caenurgina-erechtea,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
62355,caenurgina-erechtea,44.583,-123.417,OR,Benton,assigned-contained,US:41003,,
62356,caenurgina-erechtea,45.29,-122.333,OR,Clackamas,assigned-contained,US:41005,,
62357,caenurgina-erechtea,45.29,-122.333,OR,Clackamas,assigned-contained,US:41005,,
62358,caenurgina-erechtea,45.391,-122.611,OR,Clackamas,assigned-contained,US:41005,,
62359,caenurgina-erechtea,45.391,-122.611,OR,Clackamas,assigned-contained,US:41005,,
62360,caenurgina-erechtea,45.446,-122.638,OR,Clackamas,assigned-contained,US:41005,,
62361,caenurgina-erechtea,45.446,-122.638,OR,Clackamas,assigned-contained,US:41005,,
62362,caenurgina-erechtea,45.446,-122.638,OR,Clackamas,assigned-contained,US:41005,,
62363,caenurgina-erechtea,45.446,-122.638,OR,Clackamas,assigned-contained,US:41005,,
62364,caenurgina-erechtea,45.446,-122.638,OR,Clackamas,assigned-contained,US:41005,,
62365,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62366,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62367,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62368,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62369,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62370,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62371,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62372,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62373,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62374,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62375,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62376,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62377,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62378,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62379,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62380,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62381,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62382,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62383,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62384,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62385,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62386,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62387,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62388,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62389,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62390,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62391,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62392,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62393,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62394,caenurgina-erechtea,45.35,-122.683,OR,Clackamas,assigned-contained,US:41005,,
62395,caenurgina-erechtea,45.343,-122.697,OR,Clackamas,assigned-contained,US:41005,,
62396,caenurgina-erechtea,45.053,-122.568,OR,Clackamas,assigned-contained,US:41005,,
62397,caenurgina-erechtea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62398,caenurgina-erechtea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62399,caenurgina-erechtea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62400,caenurgina-erechtea,45.866,-123.594,OR,Clatsop,assigned-contained,US:41007,,
62401,caenurgina-erechtea,44.3,-120.833,OR,Crook,assigned-contained,US:41013,,
62402,caenurgina-erechtea,44.26,-121.809,OR,Deschutes,assigned-contained,US:41043,,
62403,caenurgina-erechtea,42.195,-122.709,OR,Jackson,assigned-contained,US:41029,,
62404,caenurgina-erechtea,42.065,-122.478,OR,Jackson,assigned-contained,US:41029,,
62405,caenurgina-erechtea,44.217,-122.233,OR,Lane,assigned-contained,US:41039,,
62406,caenurgina-erechtea,44.4,-123.583,OR,Linn,assigned-contained,US:41003,,
62407,caenurgina-erechtea,44.771,-122.564,OR,Marion,assigned-contained,US:41047,,
62408,caenurgina-erechtea,44.771,-122.564,OR,Marion,assigned-contained,US:41047,,
62409,caenurgina-erechtea,44.771,-122.564,OR,Marion,assigned-contained,US:41047,,
62410,caenurgina-erechtea,44.943,-123.034,OR,Marion,assigned-contained,US:41047,,
62411,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62412,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62413,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62414,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62415,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62416,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62417,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62418,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62419,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62420,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62421,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62422,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62423,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62424,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62425,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62426,caenurgina-erechtea,45.144,-122.855,OR,Marion,assigned-contained,US:41047,,
62427,caenurgina-erechtea,45.618,-122.777,OR,Multnomah,assigned-contained,US:41051,,
62428,caenurgina-erechtea,45.524,-122.675,OR,Multnomah,assigned-contained,US:41051,,
62429,caenurgina-erechtea,45.524,-122.675,OR,Multnomah,assigned-contained,US:41051,,
62430,caenurgina-erechtea,45.524,-122.675,OR,Multnomah,assigned-contained,US:41051,,
62431,caenurgina-erechtea,45.524,-122.675,OR,Multnomah,assigned-contained,US:41051,,
62432,caenurgina-erechtea,45.623,-122.756,OR,Multnomah,assigned-contained,US:41051,,
62433,caenurgina-erechtea,45.488,-122.283,OR,Multnomah,assigned-contained,US:41051,,
62434,caenurgina-erechtea,45.488,-122.283,OR,Multnomah,assigned-contained,US:41051,,
62435,caenurgina-erechtea,45.668,-120.837,OR,Sherman,assigned-contained,US:41055,,
62436,caenurgina-erechtea,45.84,-119.289,OR,Umatilla,assigned-contained,US:41059,,
62437,caenurgina-erechtea,45.117,-117.7,OR,Union,assigned-contained,US:41061,,
62438,caenurgina-erechtea,45.595,-121.179,OR,Wasco,assigned-contained,US:41065,,
62439,caenurgina-erechtea,45.396,-122.779,OR,Washington,assigned-contained,US:41067,,
62440,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62441,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62442,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62443,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62444,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62445,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62446,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62447,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62448,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62449,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62450,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62451,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62452,caenurgina-erechtea,45.505,-122.797,OR,Washington,assigned-contained,US:41067,,
62453,caenurgina-erechtea,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
62454,caenurgina-erechtea,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
62455,caenurgina-erechtea,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
62456,caenurgina-erechtea,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
62457,caenurgina-erechtea,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
62458,caenurgina-erechtea,45.52,-123.109,OR,Washington,assigned-contained,US:41067,,
62459,caenurgina-erechtea,45.505,-122.99,OR,Washington,assigned-contained,US:41067,,
62460,caenurgina-erechtea,45.72,-123.295,OR,Washington,assigned-contained,US:41067,,
62461,caenurgina-erechtea,45.221,-123.075,OR,Yamhill,assigned-contained,US:41071,,
62462,caenurgina-erechtea,45.221,-123.075,OR,Yamhill,assigned-contained,US:41071,,
62463,caenurgina-erechtea,45.221,-123.075,OR,Yamhill,assigned-contained,US:41071,,
62464,caenurgina-erechtea,45.21,-123.198,OR,Yamhill,assigned-contained,US:41071,,
62465,caenurgina-erechtea,46.211,-119.136,WA,Benton,assigned-contained,US:53005,,
62466,caenurgina-erechtea,47.606,-122.331,WA,King,assigned-contained,US:53033,,
62467,caenurgina-erechtea,47.979,-122.201,WA,Snohomish,assigned-contained,US:53061,,
