species_slug,latitude,longitude,year,outcome,county_before,county_after,district_id_after,notes
cucullia-antipoda,46.086,-118.904,1955,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.065,-118.352,1957,filled,Walla Walla,Walla Walla,US:53071,
cucullia-antipoda,46.065,-118.352,1960,filled,Walla Walla,Walla Walla,US:53071,
annaphila-macfarlandi,44.615,-123.316,1962,filled,Benton,Benton,US:41003,
sympistis-sandaraca,44.167,-115.833,1965,filled,Boise,Boise,US:16015,
cucullia-antipoda,46.065,-118.352,1966,filled,Walla Walla,Walla Walla,US:53071,
annaphila-macfarlandi,44.8,-123.316,1993,filled,Benton,Benton,US:41003,
annaphila-macfarlandi,44.8,-123.316,1996,filled,Benton,Benton,US:41003,
sympistis-poliochroa,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
sympistis-poliochroa,45.883,-111.552,,filled,Gallatin,Gallatin,US:30031,
sympistis-poliochroa,46.247,-114.159,,filled,Ravalli,Ravalli,US:30081,
ponometia-semiflava,50.55,-119.15,,filled,North Okanagan,North Okanagan,CA:5937,
ponometia-tortricina,50.183,-120.116,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
tarache-areli,50.55,-119.15,,filled,North Okanagan,North Okanagan,CA:5937,
tarache-areli,49.083,-117.8,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
panthea-gigantea,50.117,-120.783,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
habrosyne-scripta,52.831,-119.276,2013,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
habrosyne-scripta,54.98,-121.055,2013,filled,Peace River,Peace River,CA:5955,
panthea-virginarius,49.05,-113.9,,no_match,,,,no reference DB row matched the core key
hecatera-dysodea,46.3134,-119.277,2014,filled,Benton,Benton,US:53005,
raphia-frater,49.5,-119.583,,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
acronicta-insita,54.117,-122.033,,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
acronicta-insita,51.65,-118.617,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-vulpina,49.083,-117.8,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
acronicta-lepusculina,49.25,-123.116,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
acronicta-vulpina,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
acronicta-cyanescens,49.25,-123.116,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
acronicta-cyanescens,51.583,-119.716,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
acronicta-cyanescens,49.083,-116.083,,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-vulpina,53.983,-123.567,,filled,Bulkley-Nechako,Bulkley-Nechako,CA:5951,
acronicta-vulpina,52.6,-122.467,,filled,Cariboo,Cariboo,CA:5941,
acronicta-vulpina,52.967,-122.483,,filled,Cariboo,Cariboo,CA:5941,
acronicta-innotata,49.233,-122.85,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
acronicta-radcliffei,52.821,-122.458,,filled,Cariboo,Cariboo,CA:5941,
acronicta-radcliffei,50.117,-119.367,,filled,Central Okanagan,Central Okanagan,CA:5935,
acronicta-radcliffei,50.983,-118.2,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-radcliffei,48.6,-123.416,,filled,Capital,Capital,CA:5917,
acronicta-grisea,51.6,-119.917,,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
acronicta-funeralis,54.117,-122.033,,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
acronicta-funeralis,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-funeralis,50.617,-118.767,,filled,North Okanagan,North Okanagan,CA:5937,
acronicta-funeralis,48.637,-123.572,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-funeralis,48.833,-123.766,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-funeralis,50.85,-118.983,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-funeralis,50.4,-118.916,,filled,North Okanagan,North Okanagan,CA:5937,
acronicta-funeralis,50.267,-119.266,,filled,North Okanagan,North Okanagan,CA:5937,
acronicta-fragilis,49.233,-122.85,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
acronicta-marmorata,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-marmorata,48.655,-123.556,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-impleta,49.267,-124.8,,filled,Alberni-Clayoquot,Alberni-Clayoquot,CA:5923,
acronicta-impleta,50.45,-119.2,,filled,North Okanagan,North Okanagan,CA:5937,
acronicta-impleta,51,-119,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-impleta,48.45,-123.483,,filled,Capital,Capital,CA:5917,
acronicta-perdita,48.637,-123.572,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-perdita,48.833,-123.766,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
acronicta-oblinita,49.25,-123.116,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
acronicta-lupini,49.2,-124.033,,filled,Nanaimo,Nanaimo,CA:5921,
acronicta-impleta,43.333,-114.083,2000,filled,Blaine,Blaine,US:16013,
tarache-major,49.917,-116.916,1902,filled,Central Kootenay,Central Kootenay,CA:5903,
panthea-virginarius,51.4,-116.483,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
panthea-virginarius,51.2,-120.117,1938,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
panthea-virginarius,49.917,-116.916,1902,filled,Central Kootenay,Central Kootenay,CA:5903,
panthea-virginarius,45.68,-111.039,,filled,Gallatin,Gallatin,US:30031,
raphia-frater,49.917,-116.916,1902,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,50.7,-122.283,1926,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
acronicta-radcliffei,50.7,-122.283,1926,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
acronicta-grisea,50.7,-122.283,1926,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
acronicta-strigulata,50.7,-122.283,1926,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
acronicta-perdita,50.7,-122.283,1926,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
acronicta-lupini,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-lupini,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
acronicta-lupini,47.073,-121.078,1998,filled,Kittitas,Kittitas,US:53037,
protodeltote-albidula,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
protodeltote-albidula,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
raphia-frater,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-insita,49.5,-117.283,1900,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-insita,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-insita,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-insita,49.096,-117.743,,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
acronicta-innotata,49.333,-117.682,1941,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-innotata,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-grisea,49.333,-117.682,1939,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-grisea,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-funeralis,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-funeralis,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-fragilis,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-fragilis,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-impleta,49.5,-117.283,1914,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-impleta,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-impressa,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-perdita,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-perdita,49.333,-117.682,,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-perdita,50.7,-119.217,,filled,Columbia-Shuswap,Columbia-Shuswap,CA:5939,
acronicta-lanceolaria,49.1,-117.7,1900,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
acronicta-lupini,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
protodeltote-albidula,50.267,-119.266,1903,filled,North Okanagan,North Okanagan,CA:5937,
protodeltote-albidula,49.017,-122.283,1903,filled,Fraser Valley,Fraser Valley,CA:5909,
tarache-areli,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
tarache-areli,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
tarache-toddi,46.021,-110.133,,filled,Sweet Grass,Sweet Grass,US:30097,
raphia-frater,47.237,-121.179,,filled,Kittitas,Kittitas,US:53037,
acronicta-insita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-insita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-insita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-insita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-insita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-insita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-vulpina,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-vulpina,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-vulpina,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-vulpina,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-cyanescens,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-cyanescens,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-cyanescens,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,50.05,-117.2,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-fragilis,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,50.05,-117.2,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,49.083,-117.8,1899,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
acronicta-perdita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-perdita,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-perdita,49.083,-117.8,1899,filled,Kootenay Boundary,Kootenay Boundary,CA:5905,
panthea-acronyctoides,52.733,-122.45,,filled,Cariboo,Cariboo,CA:5941,
panthea-acronyctoides,53.3,-122.95,,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
panthea-acronyctoides,54.514,-122.988,,filled,Fraser-Fort George,Fraser-Fort George,CA:5953,
panthea-acronyctoides,52.517,-124.383,,filled,Cariboo,Cariboo,CA:5941,
panthea-acronyctoides,51.967,-122.133,,filled,Cariboo,Cariboo,CA:5941,
panthea-acronyctoides,51.967,-122.133,,filled,Cariboo,Cariboo,CA:5941,
panthea-acronyctoides,51.967,-122.133,,filled,Cariboo,Cariboo,CA:5941,
acronicta-vulpina,49.233,-122.85,,filled,Greater Vancouver,Greater Vancouver,CA:5915,
protodeltote-albidula,46.324,-123.443,2002,filled,Wahkiakum,Wahkiakum,US:53069,
protodeltote-albidula,46.324,-123.443,2003,filled,Wahkiakum,Wahkiakum,US:53069,
protodeltote-albidula,46.324,-123.443,2003,filled,Wahkiakum,Wahkiakum,US:53069,
panthea-virginarius,46.324,-123.443,2005,filled,Wahkiakum,Wahkiakum,US:53069,
protodeltote-albidula,44.212,-122.101,2010,filled,Lane,Lane,US:41039,
protodeltote-albidula,44.217,-122.233,2010,filled,Lane,Lane,US:41039,
acronicta-vulpina,43.73,-111.457,1998,filled,Madison,Madison,US:16065,
acronicta-hasta,43.73,-111.457,1998,filled,Madison,Madison,US:16065,
ponometia-tortricina,46.515,-119.679,1997,filled,Benton,Benton,US:53005,
ponometia-tortricina,46.515,-119.679,1997,filled,Benton,Benton,US:53005,
antheraea-polyphemus,47.456,-123.866,2014,filled,Grays Harbor,Grays Harbor,US:53027,
protodeltote-albidula,52.9,-122.333,1994,filled,Cariboo,Cariboo,CA:5941,
acronicta-insita,52.9,-122.333,1994,filled,Cariboo,Cariboo,CA:5941,
acronicta-innotata,52.9,-122.333,1994,filled,Cariboo,Cariboo,CA:5941,
acronicta-innotata,52.9,-122.333,1994,filled,Cariboo,Cariboo,CA:5941,
acronicta-grisea,52.9,-122.333,1994,filled,Cariboo,Cariboo,CA:5941,
panthea-virginarius,47.775,-120.964,1992,filled,Chelan,Chelan,US:53007,
panthea-virginarius,47.283,-120.7,1992,filled,Kittitas,Kittitas,US:53037,
acronicta-strigulata,47.499,-119.917,2000,filled,Douglas,Douglas,US:53017,
tarache-flavipennis,42.246,-122.689,2001,filled,Josephine,Josephine,US:41033,
protodeltote-albidula,49.533,-117.417,1977,filled,Central Kootenay,Central Kootenay,CA:5903,
protodeltote-albidula,49.533,-117.417,1980,filled,Central Kootenay,Central Kootenay,CA:5903,
protodeltote-albidula,49.533,-117.417,1988,filled,Central Kootenay,Central Kootenay,CA:5903,
protodeltote-albidula,49.533,-117.417,1990,filled,Central Kootenay,Central Kootenay,CA:5903,
protodeltote-albidula,49.533,-117.417,1991,filled,Central Kootenay,Central Kootenay,CA:5903,
protodeltote-albidula,49.533,-117.417,,filled,Central Kootenay,Central Kootenay,CA:5903,
tarache-areli,42.165,-118.54,1992,filled,Harney,Harney,US:41025,
panthea-virginarius,49.066,-121.967,1990,filled,Fraser Valley,Fraser Valley,CA:5909,
panthea-virginarius,48.871,-123.361,1995,filled,Capital,Capital,CA:5917,
panthea-virginarius,48.871,-123.361,1995,filled,Capital,Capital,CA:5917,
panthea-virginarius,47.71,-122.888,1995,filled,Jefferson,Jefferson,US:53031,
panthea-virginarius,49.5,-115.766,1989,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.5,-115.766,1991,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.5,-115.766,1991,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.55,-115.616,1990,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,50.5,-119.833,1988,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
panthea-virginarius,45.663,-110.56,1970,filled,Park,Park,US:30067,
panthea-virginarius,45.153,-117.736,1992,filled,Union,Union,US:41061,
panthea-virginarius,48.544,-117.576,1992,filled,Stevens,Stevens,US:53065,
raphia-frater,49.167,-120.2,1990,filled,Okanagan-Similkameen,Okanagan-Similkameen,CA:5907,
raphia-frater,49.5,-115.766,1992,filled,East Kootenay,East Kootenay,CA:5901,
raphia-frater,51.817,-121.466,1989,filled,Cariboo,Cariboo,CA:5941,
raphia-frater,49.533,-117.417,1980,filled,Central Kootenay,Central Kootenay,CA:5903,
raphia-frater,49.533,-117.417,1987,filled,Central Kootenay,Central Kootenay,CA:5903,
raphia-frater,42.572,-118.527,1992,filled,Harney,Harney,US:41025,
acronicta-insita,42.165,-118.54,1992,filled,Harney,Harney,US:41025,
acronicta-insita,45.663,-110.56,1970,filled,Park,Park,US:30067,
acronicta-vulpina,49.5,-115.766,1991,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-innotata,49.5,-115.766,1991,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-innotata,49.533,-117.417,1987,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.533,-117.417,1988,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.533,-117.417,1988,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-innotata,49.533,-117.417,1991,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-radcliffei,49.5,-115.766,1991,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-radcliffei,49.533,-117.417,1991,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.5,-115.766,1991,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-grisea,49.533,-117.417,1990,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.533,-117.417,1990,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.533,-117.417,1992,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,49.533,-117.417,1992,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-grisea,45.663,-110.56,1970,filled,Park,Park,US:30067,
acronicta-marmorata,49.264,-124.201,1995,filled,Nanaimo,Nanaimo,CA:5921,
acronicta-marmorata,49.264,-124.201,1995,filled,Nanaimo,Nanaimo,CA:5921,
acronicta-marmorata,49.264,-124.201,,filled,Nanaimo,Nanaimo,CA:5921,
acronicta-marmorata,48.318,-123.538,1995,filled,Capital,Capital,CA:5917,
acronicta-impleta,49.5,-115.766,1992,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-impleta,49.533,-117.417,1988,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.533,-117.417,1989,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.533,-117.417,1991,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impleta,49.533,-117.417,1992,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,49.533,-117.417,1991,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-impressa,45.663,-110.56,1970,filled,Park,Park,US:30067,
deilephila-elpenor,49.081,-122.604,2014,no_match,,,,no reference DB row matched the core key
panthea-virginarius,49.783,-115.733,1997,filled,East Kootenay,East Kootenay,CA:5901,
panthea-virginarius,49.783,-115.733,1997,filled,East Kootenay,East Kootenay,CA:5901,
raphia-frater,49.767,-115.733,1997,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-grisea,49.783,-115.733,1997,filled,East Kootenay,East Kootenay,CA:5901,
acronicta-perdita,49.783,-115.733,1997,filled,East Kootenay,East Kootenay,CA:5901,
tarache-augustipennis,49.917,-116.916,,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-mansueta,49.917,-116.916,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-mansueta,50.7,-122.283,1926,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
acronicta-mansueta,49.317,-117.65,,filled,Central Kootenay,Central Kootenay,CA:5903,
tarache-augustipennis,49.6,-117.133,1903,filled,Central Kootenay,Central Kootenay,CA:5903,
tarache-augustipennis,46.065,-118.352,,filled,Walla Walla,Walla Walla,US:53071,
acronicta-mansueta,49.5,-115.766,1992,filled,East Kootenay,East Kootenay,CA:5901,
abrostola-urentis,45.68,-111.039,1925,filled,Gallatin,Gallatin,US:30031,
abrostola-urentis,48.783,-123.7,,filled,Cowichan Valley,Cowichan Valley,CA:5919,
abrostola-urentis,52.46,-112.88,2005,no_match,,,,no reference DB row matched the core key
abrostola-urentis,52.46,-112.88,2005,no_match,,,,no reference DB row matched the core key
abrostola-urentis,51.8,-113.02,2000,no_match,,,,no reference DB row matched the core key
abrostola-urentis,51.8,-112.88,1998,no_match,,,,no reference DB row matched the core key
