P No,New P No,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,Taxonomic Note,Synonymy,P No 2016
77a0648,,4381,Icaricia lupini,"(Boisduval, 1869)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,lupini,https://mothphotographersgroup.msstate.edu/species.php?hodges=4381,"Icaricia lupini (Boisduval, 1869) was formerly in the genus Plebejus.","Lycaena lupini Boisduval, 1869
Icaricia texanus Goodpasture, 1973
Plebeius lutzi dos Passos, 1938
Plebejus pseudolupini Ferris, 1970
Plebeius spangelatus Burdick, 1942
Plebejus alupini Scott, 2008
Plebeius immaculata Chermock, 1929
Icaricia alpicola Emmel, Emmel & Mattoon, 1998
Icaricia goodpasturei Austin, 1998",770553
77a0649,,4381.01,Icaricia chlorina,"(Skinner, 1902)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,chlorina,https://mothphotographersgroup.msstate.edu/species.php?hodges=4381.01,"Icaricia chlorina (Skinner, 1902), formerly a subspecies of 4381 Icaricia lupini (Boisduval, 1869), is treated as a full species in Davenport (2018), Butterflies of s. Cal. update: 110.","Lycaena chlorina Skinner, 1902
Lycaena chlorina (s.str.) Skinner, 1902
Plebeius carolyna Comstock, 1922
Plebejus transvestitus Scott, 1981
Icaricia argentata Emmel, Emmel & Mattoon, 1998",770553.01
77a0650,,4381.02,Icaricia monticola,"(Clemence, 1909)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,monticola,https://mothphotographersgroup.msstate.edu/species.php?hodges=4381.02,"Icaricia monticola (Clemence, 1909), formerly a subspecies of 4381 Icaricia lupini (Boisduval, 1869), is treated as a full species in Davenport (2018), Butterflies of s. Cal. update: 110.",,770553.02
77a0651,,4381.03,Icaricia dedeckera,"Emmel, Emmel & Mattoon, 1998",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,dedeckera,https://mothphotographersgroup.msstate.edu/species.php?hodges=4381.03,"Icaricia dedeckera Emmel, Emmel & Mattoon, 1998, formerly a subspecies of 4381 Icaricia lupini (Boisduval, 1869), is treated as a full species in Davenport (2018), Butterflies of s. Cal. update: 110.","Rusticus monticola Clemence, 1909
Plebeius angelus Gunder, 1929
Plebeius malcolmi Gunder, 1927
Plebeius montanus Gunder, 1929
Plebeius pallida Gunder, 1925",770553.03
77a0652,,4381.1,Icaricia cotundra,"(Scott & Fisher, 2006)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,cotundra,https://mothphotographersgroup.msstate.edu/species.php?hodges=4381.1,"Icaricia cotundra (Scott & Fisher, 2006), formerly in the genus Plebejus, ","Plebejus cotundra Scott & Fisher, 2006",770553.1
77a0653,,4376,Icaricia saepiolus,"(Boisduval, 1852)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,saepiolus,https://mothphotographersgroup.msstate.edu/species.php?hodges=4376,"Icaricia saepiolus (Boisduval, 1852) was formerly in the genus Plebejus.","Lycaena saepiolus Boisduval, 1852
Lycaena amica Edwards, 1863
Plebeius caerulescens Ferris, 1970
Lycaena kodiak Edwards, 1870
Plebeius insulanus Blackmore, 1920
Plebejus littoralis Emmel, Emmel & Mattoon, 1998
Lycaena rufescens Boisduval, 1869
Lycaena aehaja Behr, 1867
Plebejus albomontanus Austin & Emmel, 1998
Plebejus aureolus Emmel, Emmel & Mattoon, 1998
Cupido hilda Grinnell & Grinnell, 1907
Plebeius boharti Gunder, 1932
Plebeius garthi Gunder, 1928
Plebejus maculosus Austin, 1998
Plebeius gertschi dos Passos, 1938
Plebeius whitmeri Brown, 1951
Plebeius leussleri Gunder, 1927",770548
77a0654,,4378,Icaricia icarioides,"(Boisduval, 1852)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Icaricia,icarioides,https://mothphotographersgroup.msstate.edu/species.php?hodges=4378,"Icaricia icarioides (Boisduval, 1852) was formerly in the genus Plebejus.","Lycaena icarioides Boisduval, 1852
Lycaena evius Boisduval, 1869
Icaricia santana Emmel, Emmel & Mattoon, 1998
Plebeius moroensis Sternitzky, 1930
Icaricia atascadero Emmel, Emmel & Mattoon, 1998
Lycaena pardalis Behr, 1867
Lycaena erymus Boisduval, 1869
Lycaena mintha Edwards, 1870
Plebeius windi Gunder, 1933
Plebeius missionensis Hovanitz, 1937
Lycaena pheres Boisduval, 1852
Icaricia parapheres Emmel, Emmel & Mattoon, 1998
Plebeius fenderi Macy, 1931
Plebeius blackmorei Barnes & McDunnough, 1919
Plebeius montis Blackmore, 1923
Lycaena helios Edwards, 1871
Plebeius spinimaculata Gunder, 1926
Lycaena daedalus Behr, 1867
Lycaena maricopa Reakirt, 1866
Lycaena phileros Boisduval, 1869
Icaricia eosierra Emmel, Emmel & Mattoon, 1998
Icaricia albihalos Emmel, Emmel & Mattoon, 1998
Icaricia inyo Emmel, Emmel & Mattoon, 1998
Icaricia argusmontana Emmel, Emmel & Mattoon, 1998
Icaricia panamintina Emmel, Emmel & Mattoon, 1998
Icaricia austinorum Emmel, Emmel & Mattoon, 1998
Lycaena fulla Edwards, 1870
Lycaena ardea Edwards, 1871
Lycaena pembina Edwards, 1862
Lycaena lycea Edwards, 1864
Lycaena rapahoe Reakirt, 1866
Plebejus sacre Holland, 2011
Plebejus nigrafem Holland, 2011
Plebeius buchholzi dos Passos, 1938",770550
77a0655,,4383,Agriades optilete,"(Knoch, 1781)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,optilete,https://mothphotographersgroup.msstate.edu/species.php?hodges=4383,"Agriades optilete (Knoch, 1781) was formerly in the genus Plebejus.","Papilio Plebejus optilete Knoch, 1781
Lycaena yukona Holland, 1900",770555
77a0656,,4384,Agriades glandon,"(de Prunner, 1798)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,glandon,https://mothphotographersgroup.msstate.edu/species.php?hodges=4384,"Agriades glandon (de Prunner, 1798) was formerly in the genus Plebejus.","Plebejus glandon Prunner, 1798
Plebeius aquilo of authors not Boisduval, 1833
Agriades labrador Schmidt, Scott & Kondla, 2006
Polyommatus franklinii Curtis, 1835
Lycaena suttoni Holland, 1931
Plebeius lacustris Freeman, 1939
Plebeius manitoba Lamas, 2008
Plebeius bryanti Leussler, 1935
Plebeius kohlsaati Gunder, 1932
Plebeius megalo McDunnough, 1927
Lycaena rustica Edwards, 1865
Agriades punctatus Austin, 1998
Agriades cassiope Emmel & Emmel, 1998
Agriades kelsoni Emmel & Emmel, 1998",770556
77a0657,,4384.1,Agriades podarce,"(Felder & Felder, 1865)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Agriades,podarce,https://mothphotographersgroup.msstate.edu/species.php?hodges=4384.1,"Agriades podarce (Felder & Felder, 1865) was formerly in the genus Plebejus.","Lycaena podarce Felder & Felder, 1865
Lycaena cilla Behr, 1867
Lycaena nestos Boisduval, 1869
Lycaena tehama Reakirt, 1866
Agriades klamathensis Emmel & Emmel, 1998",770557
77a0658,,4374,Plebejus idas,"(Linnaeus, 1761)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,idas,https://mothphotographersgroup.msstate.edu/species.php?hodges=4374,,"Papilio Plebejus idas Linnaeus, 1760
Papilio Plebejus acreon Fabricius, 1787
Hesperia amphion Fabricius, 1793
Papilio argyrognomon of authors not Bergstrasser, 1789
Plebeius empetri Freeman, 1938
Lycaena aster Edwards, 1882
Lycaena scudderii Edwards, 1861
Plebeius subarcticus Chermock, 1945
Lycaeides nabokovi Masters, 1972
Plebeius alaskensis Chermock, 1945
Plebeius atrapraetextus Field, 1939
Plebeius ferniensis Chermock, 1945
Plebeius sweadneri Chermock, 1945
Lycaeides sublivens Nabokov, 1949
Lycaeides longinus Nabokov, 1949",770544
77a0659,,4375.2,Plebejus fridayi,"(Chermock, 1945)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,fridayi,https://mothphotographersgroup.msstate.edu/species.php?hodges=4375.2,,"Plebeius fridayi Chermock, 1945",770547
77a0660,,4374.1,Plebejus anna,"(Edwards, 1861)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,anna,https://mothphotographersgroup.msstate.edu/species.php?hodges=4374.1,,"Lycaena anna Edwards, 1861
Lycaena argyrotoxus Behr, 1867
Lycaena cajona Reakirt, 1866
Lycaena philemon Boisduval, 1869
Plebeius ricei Cross, 1937
Plebeius frechini Chermock, 1945
Lycaena lotis Lintner, 1879
Lycaeides azureus Emmel, Emmel & Mattoon, 1998
Lycaeides vancouverensis Guppy & Shepard, 2001
Plebejus benwarner Scott, 2006",770545
77a0661,,4375,Plebejus melissa,"(Edwards, 1873)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,melissa,https://mothphotographersgroup.msstate.edu/species.php?hodges=4375,,"Lycaena melissa Edwards, 1873
Lycaeides pseudosamuelis Nabokov, 1949
Lycaena annetta Edwards, 1882
Lycaena caeca Courvoisier, 1912
Lycaeides alateres Austin, 1998
Lycaeides inyoensis Nabokov, 1949
Plebeius inyoensis Gunder, 1927
Plebeius paradoxa Chermock, 1945",770546
77a0662,,4375.1,Plebejus samuelis,"(Nabokov, 1944)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,samuelis,https://mothphotographersgroup.msstate.edu/species.php?hodges=4375.1,,"Lycaeides samuelis Nabokov, 1944",770547.1
77a0663,,4368.5,Polyommatus icarus,"(Rottemburg, 1775)",,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Polyommatus,icarus,https://mothphotographersgroup.msstate.edu/species.php?hodges=4368.5,,"Papilio icarus Rottemburg, 1775
Papilio alexis Scopoli, 1763
Papilio Plebejus candaon Bergsträsser, 1779
Papilio Plebejus candiope Bergsträsser, 1779
Papilio Plebejus candybus Bergsträsser, 1779
Lycaena casanensis Krulikovsky, 1891
Papilio fusciolus Geoffroy, 1785
Papilio icarinus Scharfenberg, 1791
Polyommatus iphis Meigen, 1830
Papilio Plebejus oceanus Bergsträsser, 1779
Papilio oebalus Hofmannsegg, 1804
Papilio Plebejus pampholyge Bergsträsser, 1779
Papilio Plebejus polyphemus Esper, 1779
Lycaena pusillus Gerhard, 1851
Papilio Plebejus thetis Esper, 1777",770557.5
77a0665,,4396,Caria ino,"(Godman & Salvin, 1886)",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Caria,ino,https://mothphotographersgroup.msstate.edu/species.php?hodges=4396,,"Symmachia ino Godman & Salvin, 1886
Caria melicerta Schaus, 1890
Hesperia domitianus of authors not Fabricius, 1793",770567
77a0666,,4395.5,Baeotis zonata,"Felder, 1869",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Baeotis,zonata,https://mothphotographersgroup.msstate.edu/species.php?hodges=4395.5,,"Baeotis zonata Felder, 1869
Charis libna Butler, 1870
Mesene simbla Boisduval, 1870",770566.5
77a0667,,4398,Melanis pixe,"(Boisduval, 1836)",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Melanis,pixe,https://mothphotographersgroup.msstate.edu/species.php?hodges=4398,,"Limnas pixe Boisduval, 1836
Limnas gynaeceas Godman & Salvin, 1889
Lymnas sexpunctata Seitz, 1917",770570
77a0668,,4387,Calephelis borealis,"(Grote & Robinson, 1866)",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,borealis,https://mothphotographersgroup.msstate.edu/species.php?hodges=4387,,"Nymphidia borealis Grote & Robinson, 1866
Calephelis geda Scudder, 1876",770558
77a0669,,4391,Calephelis muticum,"McAlpine, 1937",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,muticum,https://mothphotographersgroup.msstate.edu/species.php?hodges=4391,,"Calephelis muticum McAlpine, 1937",770559
77a0670,,4386,Calephelis virginiensis,"(Guérin-Méneville, [1832])",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,virginiensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=4386,,"Erycinia virginiensis Guérin-Méneville, [1832]
Calephelis louisiana Holland, 1929
Nymphidia pumila Boisduval & Le Conte, [1835]",770560
77a0671,,4389,Calephelis perditalis,"Barnes & McDunnough, 1918",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,perditalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=4389,,"Calephelis perditalis Barnes & McDunnough, 1918
Charis nilus of authors not Felder & Felder, 1861",770562
77a0672,,4388,Calephelis nemesis,"(Edwards, 1871)",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,nemesis,https://mothphotographersgroup.msstate.edu/species.php?hodges=4388,,"Charis nemesis Edwards, 1871
Charis australis Edwards, 1877
Charis guadeloupe Strecker, [1878]
Calephelis dammersi McAlpine, 1971
Calephelis californica McAlpine, 1971",770561
77a0673,,4394,Calephelis arizonensis,"McAlpine, 1971",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,arizonensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=4394,,"Calephelis arizonensis McAlpine, 1971",770566
77a0675,,4393,Calephelis freemani,"McAlpine, 1971",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,freemani,https://mothphotographersgroup.msstate.edu/species.php?hodges=4393,,"Calephelis freemani McAlpine, 1971
Charis argyrodines of authors not Bates, 1866",770565
77a0676,,4392,Calephelis rawsoni,"McAlpine, 1939",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,rawsoni,https://mothphotographersgroup.msstate.edu/species.php?hodges=4392,,"Calephelis rawsoni McAlpine, 1939",770564
77a0677,,4390,Calephelis wrighti,"Holland, 1930",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Calephelis,wrighti,https://mothphotographersgroup.msstate.edu/species.php?hodges=4390,,"Calephelis wrighti Holland, 1930",770563
77a0679,,4397.1,Lasaia maria,"Clench, 1972",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Lasaia,maria,https://mothphotographersgroup.msstate.edu/species.php?hodges=4397.1,"Lasaia maria Clench, 1972, n. sp., J. Res. Lepid., 10(2): 164.","Lasaia maria Clench, 1972",770568
77a0680,,4397,Lasaia sula,"Staudinger, 1888",,Papilionoidea,Riodinidae,Riodininae,Riodinini,,Lasaia,sula,https://mothphotographersgroup.msstate.edu/species.php?hodges=4397,,"Lasaia sula Staudinger, 1888
Lasaia peninsularis Clench, 1972
Lasaia narses of authors not Staudinger, 1888
Lasaia sessilis of authors not Schaus, 1890",770569
77a0681,,4401,Curvie emesia,"(Hewitson, 1867)",,Papilionoidea,Riodinidae,Riodininae,Emesidini,,Curvie,emesia,https://mothphotographersgroup.msstate.edu/species.php?hodges=4401,"Curvie emesia (Hewitson, 1867) was formerly in the genus Emesis.","Symmachia emesia Hewitson, 1867
Symmachia yucatanensis Godman & Salvin, 1886",770573
