path,unit,bytes,species_slug,shape,detail
species/metanema-inatomaria/records.parquet,object,381,metanema-inatomaria,stale-site,not in the current _site-manifest.json; metanema-inatomaria is gated and gets no page
species/mniotype-aff tenera/index.html,object,2922,mniotype-aff tenera,stale-site,not in the current _site-manifest.json; mniotype-aff tenera is not in data/species.csv
species/mniotype-aff-tenera/records.parquet,object,2003,mniotype-aff-tenera,stale-site,not in the current _site-manifest.json; mniotype-aff-tenera is gated and gets no page
species/nematocampa-resistaria/records.parquet,object,381,nematocampa-resistaria,stale-site,not in the current _site-manifest.json; nematocampa-resistaria is gated and gets no page
species/nemoria-darwiniata/records.parquet,object,2240,nemoria-darwiniata,stale-site,not in the current _site-manifest.json; nemoria-darwiniata is gated and gets no page
species/neoalcis-californiaria/records.parquet,object,381,neoalcis-californiaria,stale-site,not in the current _site-manifest.json; neoalcis-californiaria is gated and gets no page
species/nepytia-phantasmaria/records.parquet,object,2402,nepytia-phantasmaria,stale-site,not in the current _site-manifest.json; nepytia-phantasmaria is gated and gets no page
species/nepytia-umbrosaria/records.parquet,object,381,nepytia-umbrosaria,stale-site,not in the current _site-manifest.json; nepytia-umbrosaria is gated and gets no page
species/oligocentria-pallida/records.parquet,object,10779,oligocentria-pallida,stale-site,not in the current _site-manifest.json; oligocentria-pallida is not in data/species.csv
species/oligocentria-semirufescens/records.parquet,object,13700,oligocentria-semirufescens,stale-site,not in the current _site-manifest.json; oligocentria-semirufescens is not in data/species.csv
species/perizoma-costiguttata/records.parquet,object,381,perizoma-costiguttata,stale-site,not in the current _site-manifest.json; perizoma-costiguttata is gated and gets no page
species/perizoma-curvilinea/records.parquet,object,2245,perizoma-curvilinea,stale-site,not in the current _site-manifest.json; perizoma-curvilinea is gated and gets no page
species/pero-behrensaria/records.parquet,object,2118,pero-behrensaria,stale-site,not in the current _site-manifest.json; pero-behrensaria is gated and gets no page
species/pero-mizon/records.parquet,object,2220,pero-mizon,stale-site,not in the current _site-manifest.json; pero-mizon is gated and gets no page
species/phaeoura-mexicanaria/records.parquet,object,381,phaeoura-mexicanaria,stale-site,not in the current _site-manifest.json; phaeoura-mexicanaria is gated and gets no page
species/phigalia-plumogeraria/records.parquet,object,1998,phigalia-plumogeraria,stale-site,not in the current _site-manifest.json; phigalia-plumogeraria is gated and gets no page
species/plagodis-phlogosaria/records.parquet,object,2370,plagodis-phlogosaria,stale-site,not in the current _site-manifest.json; plagodis-phlogosaria is gated and gets no page
species/plataea-diva/records.parquet,object,381,plataea-diva,stale-site,not in the current _site-manifest.json; plataea-diva is gated and gets no page
species/plataea-n-sp/records.parquet,object,381,plataea-n-sp,stale-site,not in the current _site-manifest.json; plataea-n-sp is gated and gets no page
species/plataea-trilinearia/records.parquet,object,381,plataea-trilinearia,stale-site,not in the current _site-manifest.json; plataea-trilinearia is gated and gets no page
species/protitame-subalbaria/records.parquet,object,381,protitame-subalbaria,stale-site,not in the current _site-manifest.json; protitame-subalbaria is gated and gets no page
species/protitame-virginalis/records.parquet,object,381,protitame-virginalis,stale-site,not in the current _site-manifest.json; protitame-virginalis is gated and gets no page
species/protoboarmia-porcelaria/records.parquet,object,381,protoboarmia-porcelaria,stale-site,not in the current _site-manifest.json; protoboarmia-porcelaria is gated and gets no page
species/protorthodes-alfkenii/records.parquet,object,4424,protorthodes-alfkenii,stale-site,not in the current _site-manifest.json; protorthodes-alfkenii is not in data/species.csv
species/protorthodes-curtica/records.parquet,object,11504,protorthodes-curtica,stale-site,not in the current _site-manifest.json; protorthodes-curtica is not in data/species.csv
species/protorthodes-eureka/records.parquet,object,2724,protorthodes-eureka,stale-site,not in the current _site-manifest.json; protorthodes-eureka is not in data/species.csv
species/protorthodes-incincta/records.parquet,object,3022,protorthodes-incincta,stale-site,not in the current _site-manifest.json; protorthodes-incincta is not in data/species.csv
species/protorthodes-oviduca/records.parquet,object,3064,protorthodes-oviduca,stale-site,not in the current _site-manifest.json; protorthodes-oviduca is not in data/species.csv
species/protorthodes-rufula/records.parquet,object,6552,protorthodes-rufula,stale-site,not in the current _site-manifest.json; protorthodes-rufula is not in data/species.csv
species/resapamea-aff passer/index.html,object,2929,resapamea-aff passer,stale-site,not in the current _site-manifest.json; resapamea-aff passer is not in data/species.csv
species/resapamea-aff-passer/records.parquet,object,381,resapamea-aff-passer,stale-site,not in the current _site-manifest.json; resapamea-aff-passer is gated and gets no page
species/resapamea-n sp nr innota/index.html,object,2953,resapamea-n sp nr innota,stale-site,not in the current _site-manifest.json; resapamea-n sp nr innota is not in data/species.csv
species/resapamea-n-sp-nr-innota/records.parquet,object,2043,resapamea-n-sp-nr-innota,stale-site,not in the current _site-manifest.json; resapamea-n-sp-nr-innota is gated and gets no page
species/rheumaptera-hastata/records.parquet,object,381,rheumaptera-hastata,stale-site,not in the current _site-manifest.json; rheumaptera-hastata is gated and gets no page
species/saturnia-mendocino/records.parquet,object,2953,saturnia-mendocino,stale-site,not in the current _site-manifest.json; saturnia-mendocino is not in data/species.csv
species/schinia-aff verna/index.html,object,2911,schinia-aff verna,stale-site,not in the current _site-manifest.json; schinia-aff verna is not in data/species.csv
species/schinia-aff-verna/records.parquet,object,381,schinia-aff-verna,stale-site,not in the current _site-manifest.json; schinia-aff-verna is gated and gets no page
species/schizura-concinna/records.parquet,object,4409,schizura-concinna,stale-site,not in the current _site-manifest.json; schizura-concinna is not in data/species.csv
species/schizura-conspecta/records.parquet,object,4663,schizura-conspecta,stale-site,not in the current _site-manifest.json; schizura-conspecta is not in data/species.csv
species/schizura-unicornis/records.parquet,object,15578,schizura-unicornis,stale-site,not in the current _site-manifest.json; schizura-unicornis is not in data/species.csv
species/sicya-macularia/records.parquet,object,381,sicya-macularia,stale-site,not in the current _site-manifest.json; sicya-macularia is gated and gets no page
species/sicya-morsicaria/records.parquet,object,381,sicya-morsicaria,stale-site,not in the current _site-manifest.json; sicya-morsicaria is gated and gets no page
species/somatolophia-ectrapelaria/records.parquet,object,381,somatolophia-ectrapelaria,stale-site,not in the current _site-manifest.json; somatolophia-ectrapelaria is gated and gets no page
species/spargania-luctuata/records.parquet,object,2205,spargania-luctuata,stale-site,not in the current _site-manifest.json; spargania-luctuata is gated and gets no page
species/speranza-amboflava/records.parquet,object,381,speranza-amboflava,stale-site,not in the current _site-manifest.json; speranza-amboflava is gated and gets no page
species/speranza-andersoni/records.parquet,object,381,speranza-andersoni,stale-site,not in the current _site-manifest.json; speranza-andersoni is not in data/species.csv
species/speranza-bitactata/records.parquet,object,381,speranza-bitactata,stale-site,not in the current _site-manifest.json; speranza-bitactata is gated and gets no page
species/speranza-boreata/records.parquet,object,381,speranza-boreata,stale-site,not in the current _site-manifest.json; speranza-boreata is gated and gets no page
species/speranza-brunneata/records.parquet,object,381,speranza-brunneata,stale-site,not in the current _site-manifest.json; speranza-brunneata is gated and gets no page
species/speranza-colata/records.parquet,object,381,speranza-colata,stale-site,not in the current _site-manifest.json; speranza-colata is not in data/species.csv
species/speranza-decorata/records.parquet,object,381,speranza-decorata,stale-site,not in the current _site-manifest.json; speranza-decorata is gated and gets no page
species/speranza-exauspicata/records.parquet,object,381,speranza-exauspicata,stale-site,not in the current _site-manifest.json; speranza-exauspicata is gated and gets no page
species/speranza-guenearia/records.parquet,object,381,speranza-guenearia,stale-site,not in the current _site-manifest.json; speranza-guenearia is gated and gets no page
species/speranza-helena/records.parquet,object,381,speranza-helena,stale-site,not in the current _site-manifest.json; speranza-helena is gated and gets no page
species/speranza-loricaria/records.parquet,object,381,speranza-loricaria,stale-site,not in the current _site-manifest.json; speranza-loricaria is gated and gets no page
species/speranza-lorquinaria/records.parquet,object,381,speranza-lorquinaria,stale-site,not in the current _site-manifest.json; speranza-lorquinaria is not in data/species.csv
species/speranza-occiduaria/records.parquet,object,381,speranza-occiduaria,stale-site,not in the current _site-manifest.json; speranza-occiduaria is gated and gets no page
species/speranza-plumosata/records.parquet,object,381,speranza-plumosata,stale-site,not in the current _site-manifest.json; speranza-plumosata is not in data/species.csv
species/speranza-quadrilinearia/records.parquet,object,381,speranza-quadrilinearia,stale-site,not in the current _site-manifest.json; speranza-quadrilinearia is gated and gets no page
species/speranza-simplex/records.parquet,object,381,speranza-simplex,stale-site,not in the current _site-manifest.json; speranza-simplex is gated and gets no page
species/stamnoctenis-pearsalli/records.parquet,object,2280,stamnoctenis-pearsalli,stale-site,not in the current _site-manifest.json; stamnoctenis-pearsalli is gated and gets no page
species/stamnodes-topazata/records.parquet,object,381,stamnodes-topazata,stale-site,not in the current _site-manifest.json; stamnodes-topazata is gated and gets no page
species/sympistis-chionanti/records.parquet,object,381,sympistis-chionanti,stale-site,not in the current _site-manifest.json; sympistis-chionanti is not in data/species.csv
species/tetracis-cervinaria/records.parquet,object,381,tetracis-cervinaria,stale-site,not in the current _site-manifest.json; tetracis-cervinaria is gated and gets no page
species/tetracis-formosa/records.parquet,object,381,tetracis-formosa,stale-site,not in the current _site-manifest.json; tetracis-formosa is gated and gets no page
species/tetracis-jubararia/records.parquet,object,381,tetracis-jubararia,stale-site,not in the current _site-manifest.json; tetracis-jubararia is gated and gets no page
species/tetracis-pallidata/records.parquet,object,381,tetracis-pallidata,stale-site,not in the current _site-manifest.json; tetracis-pallidata is gated and gets no page
species/tetracis-pallulata/records.parquet,object,381,tetracis-pallulata,stale-site,not in the current _site-manifest.json; tetracis-pallulata is gated and gets no page
species/trichodezia-albovittata/records.parquet,object,381,trichodezia-albovittata,stale-site,not in the current _site-manifest.json; trichodezia-albovittata is gated and gets no page
species/triphosa-haesitata/records.parquet,object,2260,triphosa-haesitata,stale-site,not in the current _site-manifest.json; triphosa-haesitata is gated and gets no page
species/venusia-pearsalli/records.parquet,object,381,venusia-pearsalli,stale-site,not in the current _site-manifest.json; venusia-pearsalli is gated and gets no page
species/xestia-c/index.html,object,5160,xestia-c,stale-site,not in the current _site-manifest.json; xestia-c is not in data/species.csv
species/xestia-c/records.parquet,object,15960,xestia-c,stale-site,not in the current _site-manifest.json; xestia-c is not in data/species.csv
species/xylophanes-nr libya/index.html,object,2847,xylophanes-nr libya,stale-site,not in the current _site-manifest.json; xylophanes-nr libya is not in data/species.csv
species/xylophanes-nr-libya/records.parquet,object,2137,xylophanes-nr-libya,stale-site,not in the current _site-manifest.json; xylophanes-nr-libya is gated and gets no page
species-tiles/catocala-allusa/A-D.dzi,object,206,catocala-allusa,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; catocala-allusa is not in data/species.csv
species-tiles/catocala-allusa/A-D_files/,tile-pyramid,,catocala-allusa,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; catocala-allusa is not in data/species.csv
species-tiles/catocala-allusa/A-V.dzi,object,206,catocala-allusa,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; catocala-allusa is not in data/species.csv
species-tiles/catocala-allusa/A-V_files/,tile-pyramid,,catocala-allusa,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; catocala-allusa is not in data/species.csv
species-tiles/macaria-bitactata/A-D.dzi,object,206,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/A-D_files/,tile-pyramid,,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/A-V.dzi,object,206,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/A-V_files/,tile-pyramid,,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/B-D.dzi,object,206,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/B-D_files/,tile-pyramid,,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/B-V.dzi,object,206,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/B-V_files/,tile-pyramid,,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/C-D.dzi,object,206,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/C-D_files/,tile-pyramid,,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/C-V.dzi,object,206,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/macaria-bitactata/C-V_files/,tile-pyramid,,macaria-bitactata,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; macaria-bitactata is not in data/species.csv
species-tiles/protorthodes-alfkenii/A-D.dzi,object,206,protorthodes-alfkenii,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-alfkenii is not in data/species.csv
species-tiles/protorthodes-alfkenii/A-D_files/,tile-pyramid,,protorthodes-alfkenii,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-alfkenii is not in data/species.csv
species-tiles/protorthodes-alfkenii/A-D_thumbnail.webp,object,177270,protorthodes-alfkenii,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-alfkenii is not in data/species.csv
species-tiles/protorthodes-alfkenii/A-V.dzi,object,206,protorthodes-alfkenii,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-alfkenii is not in data/species.csv
species-tiles/protorthodes-alfkenii/A-V_files/,tile-pyramid,,protorthodes-alfkenii,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-alfkenii is not in data/species.csv
species-tiles/protorthodes-alfkenii/A-V_thumbnail.webp,object,164556,protorthodes-alfkenii,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-alfkenii is not in data/species.csv
species-tiles/protorthodes-curtica/A-D.dzi,object,206,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/A-D_files/,tile-pyramid,,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/A-D_thumbnail.webp,object,159668,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/A-V.dzi,object,206,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/A-V_files/,tile-pyramid,,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/A-V_thumbnail.webp,object,153280,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/B-D.dzi,object,206,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/B-D_files/,tile-pyramid,,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/B-D_thumbnail.webp,object,178436,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/B-V.dzi,object,206,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/B-V_files/,tile-pyramid,,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-curtica/B-V_thumbnail.webp,object,157768,protorthodes-curtica,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-curtica is not in data/species.csv
species-tiles/protorthodes-eureka/A-D.dzi,object,206,protorthodes-eureka,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-eureka is not in data/species.csv
species-tiles/protorthodes-eureka/A-D_files/,tile-pyramid,,protorthodes-eureka,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-eureka is not in data/species.csv
species-tiles/protorthodes-eureka/A-D_thumbnail.webp,object,155516,protorthodes-eureka,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-eureka is not in data/species.csv
species-tiles/protorthodes-eureka/A-V.dzi,object,206,protorthodes-eureka,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-eureka is not in data/species.csv
species-tiles/protorthodes-eureka/A-V_files/,tile-pyramid,,protorthodes-eureka,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-eureka is not in data/species.csv
species-tiles/protorthodes-eureka/A-V_thumbnail.webp,object,136668,protorthodes-eureka,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-eureka is not in data/species.csv
species-tiles/protorthodes-incincta/B-D.dzi,object,206,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/B-D_files/,tile-pyramid,,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/B-D_thumbnail.webp,object,146582,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/B-V.dzi,object,206,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/B-V_files/,tile-pyramid,,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/B-V_thumbnail.webp,object,155238,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/C-D.dzi,object,206,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/C-D_files/,tile-pyramid,,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/C-D_thumbnail.webp,object,231688,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/C-V.dzi,object,206,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/C-V_files/,tile-pyramid,,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-incincta/C-V_thumbnail.webp,object,201858,protorthodes-incincta,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-incincta is not in data/species.csv
species-tiles/protorthodes-oviduca/A-D.dzi,object,206,protorthodes-oviduca,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-oviduca is not in data/species.csv
species-tiles/protorthodes-oviduca/A-D_files/,tile-pyramid,,protorthodes-oviduca,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-oviduca is not in data/species.csv
species-tiles/protorthodes-oviduca/A-D_thumbnail.webp,object,166140,protorthodes-oviduca,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-oviduca is not in data/species.csv
species-tiles/protorthodes-oviduca/A-V.dzi,object,206,protorthodes-oviduca,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-oviduca is not in data/species.csv
species-tiles/protorthodes-oviduca/A-V_files/,tile-pyramid,,protorthodes-oviduca,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-oviduca is not in data/species.csv
species-tiles/protorthodes-oviduca/A-V_thumbnail.webp,object,137120,protorthodes-oviduca,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-oviduca is not in data/species.csv
species-tiles/protorthodes-rufula/A-D.dzi,object,206,protorthodes-rufula,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-rufula is not in data/species.csv
species-tiles/protorthodes-rufula/A-D_files/,tile-pyramid,,protorthodes-rufula,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-rufula is not in data/species.csv
species-tiles/protorthodes-rufula/A-D_thumbnail.webp,object,167356,protorthodes-rufula,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-rufula is not in data/species.csv
species-tiles/protorthodes-rufula/A-V.dzi,object,206,protorthodes-rufula,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-rufula is not in data/species.csv
species-tiles/protorthodes-rufula/A-V_files/,tile-pyramid,,protorthodes-rufula,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-rufula is not in data/species.csv
species-tiles/protorthodes-rufula/A-V_thumbnail.webp,object,155724,protorthodes-rufula,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; protorthodes-rufula is not in data/species.csv
species-tiles/speranza-andersoni/A-D.dzi,object,206,speranza-andersoni,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; speranza-andersoni is not in data/species.csv
species-tiles/speranza-andersoni/A-D_files/,tile-pyramid,,speranza-andersoni,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; speranza-andersoni is not in data/species.csv
species-tiles/speranza-andersoni/A-V.dzi,object,206,speranza-andersoni,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; speranza-andersoni is not in data/species.csv
species-tiles/speranza-andersoni/A-V_files/,tile-pyramid,,speranza-andersoni,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; speranza-andersoni is not in data/species.csv
species-tiles/sympistis-chionanti/A-D.dzi,object,206,sympistis-chionanti,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; sympistis-chionanti is not in data/species.csv
species-tiles/sympistis-chionanti/A-D_files/,tile-pyramid,,sympistis-chionanti,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; sympistis-chionanti is not in data/species.csv
species-tiles/sympistis-chionanti/A-D_thumbnail.webp,object,152552,sympistis-chionanti,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; sympistis-chionanti is not in data/species.csv
species-tiles/sympistis-chionanti/A-V.dzi,object,206,sympistis-chionanti,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; sympistis-chionanti is not in data/species.csv
species-tiles/sympistis-chionanti/A-V_files/,tile-pyramid,,sympistis-chionanti,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; sympistis-chionanti is not in data/species.csv
species-tiles/sympistis-chionanti/A-V_thumbnail.webp,object,139884,sympistis-chionanti,tiles-no-photo,no uploaded row in data/species-photos-manifest.csv; sympistis-chionanti is not in data/species.csv
test/somefile.jpg,object,750219,,unknown,
