species_slug,filename,photographer,weight,license,view,specimen,navigational,locality,state,latitude,longitude,elevation_ft,year,month,day,collector,subspecies
condica-discistriga,Condica discistriga-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Kirby Flat Rd.,BC,50.53,-121.71,3546,1999,7,11,L. G. Crabo,
condica-mersa,Condica lunata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Burnt R. Cyn. @ Dark Cr.,OR,44.52,-117.73,4622,1991,5,24,Pelham/Shepard,
condica-mersa,Condica lunata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Burnt R. Cyn. @ Dark Cr.,OR,44.52,-117.73,4622,1991,5,24,Pelham/Shepard,
copablepharon-absidum,Copablepharon absidum-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Potholes,WA,46.989,-119.425,1104,2002,6,1,Crabo/Troubridge,
copablepharon-absidum,Copablepharon absidum-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Potholes,WA,46.989,-119.425,1104,2002,6,1,Crabo/Troubridge,
copablepharon-absidum,Copablepharon absidum-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Vantage, 4 mi. E",WA,46.924,-119.908,1046,2002,8,30,L. G. Crabo,
copablepharon-absidum,Copablepharon absidum-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Vantage, 4 mi. E",WA,46.924,-119.908,1046,2002,8,30,L. G. Crabo,
copablepharon-atrinotum,Copablepharon atrinotum-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2002,6,2,Crabo/Troubridge,
copablepharon-atrinotum,Copablepharon atrinotum-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2002,6,2,Crabo/Troubridge,
copablepharon-atrinotum,Copablepharon atrinotum-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Alkali L.,OR,43,-119.995,4343,2001,7,19,Crabo/Lafontaine,
copablepharon-atrinotum,Copablepharon atrinotum-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Alkali L.,OR,43,-119.995,4343,2001,7,19,Crabo/Lafontaine,
copablepharon-canariana,Copablepharon canariana-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Logan,UT,,,,1937,7,17,GF Knowlton,
copablepharon-canariana,Copablepharon canariana-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Logan,UT,,,,1937,7,17,GF Knowlton,
copablepharon-canariana,Copablepharon_canariana-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
copablepharon-canariana,Copablepharon_canariana-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
copablepharon-columbia,Copablepharon columbia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Potholes,WA,46.989,-119.425,1104,2003,6,1,L. & E. Crabo,
copablepharon-columbia,Copablepharon columbia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Potholes,WA,46.989,-119.425,1104,2003,6,1,L. & E. Crabo,
copablepharon-fuscum,Copablepharon fuscum-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Deception Pass SP, South Beach",WA,48.38,-122.66,23,1998,6,5,L. G. Crabo,
copablepharon-grandis,Copablepharon grandis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2003,7,1,L. & E. Crabo,
copablepharon-grandis,Copablepharon grandis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2003,7,1,L. & E. Crabo,
copablepharon-mutans,Copablepharon mutans-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Hwy. 26 2.3 mi. E. of Columbia R.,WA,46.924,-119.908,1046,2000,8,30,L. G. Crabo,
copablepharon-mutans,Copablepharon mutans-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Hwy. 26 2.3 mi. E. of Columbia R.,WA,46.924,-119.908,1046,2000,8,30,L. G. Crabo,
copablepharon-mutans,Copablepharon mutans-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Vantage, 4 mi. E",WA,46.924,-119.908,1046,2002,8,30,L. G. Crabo,
copablepharon-mutans,Copablepharon mutans-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Vantage, 4 mi. E",WA,46.924,-119.908,1046,2002,8,30,L. G. Crabo,
copablepharon-spiritum,Copablepharon spiritum-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2007,9,12,L. G. Crabo,
copablepharon-spiritum,Copablepharon spiritum-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Vale, 13 mi. SW",OR,43.868,-117.454,2652,2007,9,12,L. G. Crabo,
copablepharon-spiritum,Copablepharon spiritum-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Potholes,WA,46.989,-119.425,1104,2002,8,30,L. G. Crabo,
copablepharon-spiritum,Copablepharon spiritum-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Potholes,WA,46.989,-119.425,1104,2002,8,30,L. G. Crabo,
copablepharon-viridisparsa,Copablepharon viridisparsa-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Bridgeport S. P.,WA,48.005,-119.627,1113,1996,6,15,L. G. Crabo,
copablepharon-viridisparsa,Copablepharon viridisparsa-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Bridgeport S. P.,WA,48.005,-119.627,1113,1996,6,15,L. G. Crabo,
copablepharon-viridisparsa,Copablepharon viridisparsa-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Quartz Mt.,WA,47.08,-121.08,5827,2003,7,28,L. & E. Crabo,
copablepharon-viridisparsa,Copablepharon viridisparsa-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Quartz Mt.,WA,47.08,-121.08,5827,2003,7,28,L. & E. Crabo,
copanarta-sexpunctata,Copanarta_sexpunctata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
copanarta-sexpunctata,Copanarta_sexpunctata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
coranarta-luteola,Coranarta luteola-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Stone Mt. Prov. Pk.,BC,58.83,-124.72,4494,1989,6,4,L. G. Crabo,
coranarta-luteola,Coranarta luteola-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Stone Mt. Prov. Pk.,BC,58.83,-124.72,4494,1989,6,4,L. G. Crabo,
coranarta-macrostigma,Coranarta macrostigma-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Waterton Lakes Park,AB,49.09,-113.9,4956,1922,5,30,CH Young,
coranarta-macrostigma,Coranarta macrostigma-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Waterton Lakes Park,AB,49.09,-113.9,4956,1922,5,30,CH Young,
cosmia-calami,Cosmia calami-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"WDFW Scatter Creek, S unit",WA,46.827,-123.014,184,1997,8,3,L. G. Crabo,
cosmia-calami,Cosmia calami-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"WDFW Scatter Creek, S unit",WA,46.827,-123.014,184,1997,8,3,L. G. Crabo,
cosmia-calami,Cosmia calami-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Klamath R. Cyn.; 2 mi SSW John boyle Res.,OR,42.09,-122.07,3594,1991,7,29,L. G. Crabo,
cosmia-calami,Cosmia calami-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Klamath R. Cyn.; 2 mi SSW John boyle Res.,OR,42.09,-122.07,3594,1991,7,29,L. G. Crabo,
cosmia-elisae,Cosmia elisae-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Bethel Ridge,WA,46.79,-121.09,3554,1997,9,2,L. G. Crabo,
cosmia-elisae,Cosmia elisae-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Bethel Ridge,WA,46.79,-121.09,3554,1997,9,2,L. G. Crabo,
cosmia-praeacuta,Cosmia praeacuta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Frissel Pt.,OR,44.21,-122.1,4803,2003,8,24,L. G. Crabo,
cosmia-praeacuta,Cosmia praeacuta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Frissel Pt.,OR,44.21,-122.1,4803,2003,8,24,L. G. Crabo,
cosmia-praeacuta,Cosmia praeacuta-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Bethel Ridge,WA,46.79,-121.09,3554,1997,9,2,L. G. Crabo,
cosmia-praeacuta,Cosmia praeacuta-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Bethel Ridge,WA,46.79,-121.09,3554,1997,9,2,L. G. Crabo,
crambidia-casta,Crambidia casta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Dalles Mtn. Rd. @ O'Brien Rd; summit,WA,45.7,-121.02,2297,1989,8,25,L. G. Crabo,
crambidia-casta,Crambidia casta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Dalles Mtn. Rd. @ O'Brien Rd; summit,WA,45.7,-121.02,2297,1989,8,25,L. G. Crabo,
crambidia-cephalica,Crambidia_cephalica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
crambidia-cephalica,Crambidia_cephalica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
cryphia-cuerva,Cryphia cuerva-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Namorf,OR,43.774,-117.736,2637,2003,8,29,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Namorf,OR,43.774,-117.736,2637,2003,8,29,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Namorf,OR,43.774,-117.736,2637,2003,8,29,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Namorf,OR,43.774,-117.736,2637,2003,8,29,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Kirby Flat Rd.,BC,50.53,-121.71,3546,2005,8,5,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Kirby Flat Rd.,BC,50.53,-121.71,3546,2005,8,5,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-D-D.jpg,Merrill A. Peterson,7,CC BY-NC-SA 4.0,dorsal,D,,Chrome Ridge,OR,42.442,-123.729,3779,2003,8,25,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-D-V.jpg,Merrill A. Peterson,8,CC BY-NC-SA 4.0,ventral,D,,Chrome Ridge,OR,42.442,-123.729,3779,2003,8,25,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-E-D.jpg,Merrill A. Peterson,9,CC BY-NC-SA 4.0,dorsal,E,,Chrome Ridge,OR,42.442,-123.729,3779,2003,8,25,L. G. Crabo,
cryphia-cuerva,Cryphia cuerva-E-V.jpg,Merrill A. Peterson,10,CC BY-NC-SA 4.0,ventral,E,,Chrome Ridge,OR,42.442,-123.729,3779,2003,8,25,L. G. Crabo,
cryphia-olivacea,Cryphia olivacea-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Butte,MT,45.92,-112.41,6312,1988,7,24,L. G. Crabo,
cryphia-olivacea,Cryphia olivacea-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Butte,MT,45.92,-112.41,6312,1988,7,24,L. G. Crabo,
cryptocala-acadiensis,Cryptocala acadiensis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Tiger Mdws.,WA,48.668,-117.48,3241,1998,7,17,L. & A. Crabo,
cryptocala-acadiensis,Cryptocala acadiensis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Tiger Mdws.,WA,48.668,-117.48,3241,1998,7,17,L. & A. Crabo,
ctenucha-rubroscapus,Ctenucha rubroscapus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,WDFW Butterfly Shores,WA,46.41,-124.05,19,1997,7,11,L. & E. Crabo,
ctenucha-rubroscapus,Ctenucha rubroscapus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,WDFW Butterfly Shores,WA,46.41,-124.05,19,1997,7,11,L. & E. Crabo,
ctenucha-virginica,Ctenucha virginica-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,NE Marquette Is,MI,45.972,-84.376,590,2004,7,14,LG Crabo,
ctenucha-virginica,Ctenucha virginica-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,NE Marquette Is,MI,45.972,-84.376,590,2004,7,14,LG Crabo,
cucullia-antipoda,Cucullia antipoda-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Sand Hills,WA,46.78,-118.532,445,2004,5,19,LG Crabo,
cucullia-antipoda,Cucullia antipoda-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Sand Hills,WA,46.78,-118.532,445,2004,5,19,LG Crabo,
cucullia-antipoda,Cucullia antipoda-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Jameson L., SW end",WA,47.66,-119.62,1967,1999,6,12,L. & E. Crabo,
cucullia-antipoda,Cucullia antipoda-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Jameson L., SW end",WA,47.66,-119.62,1967,1999,6,12,L. & E. Crabo,
cucullia-basipuncta,Cucullia basipuncta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Cottonwood Cr, Pueblo Mtns",OR,42.16,-118.61,4320,1960,5,28,SG Jewett Jr,
cucullia-basipuncta,Cucullia basipuncta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Cottonwood Cr, Pueblo Mtns",OR,42.16,-118.61,4320,1960,5,28,SG Jewett Jr,
cucullia-dorsalis,Cucullia dorsalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Juniper Dunes, W of",WA,46.359,-118.904,737,1999,5,22,L. G. Crabo,
cucullia-dorsalis,Cucullia dorsalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Juniper Dunes, W of",WA,46.359,-118.904,737,1999,5,22,L. G. Crabo,
cucullia-dorsalis,Cucullia dorsalis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Siskiyou Mts, Mt. Ashland summit & S slope I Rt20",OR,42.07,-122.71,6200,1995,8,3,Troubridge/Crabo,
cucullia-dorsalis,Cucullia dorsalis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Siskiyou Mts, Mt. Ashland summit & S slope I Rt20",OR,42.07,-122.71,6200,1995,8,3,Troubridge/Crabo,
cucullia-eulepis,Cucullia eulepis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2006,7,20,L. G. Crabo,
cucullia-eulepis,Cucullia eulepis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2006,7,20,L. G. Crabo,
cucullia-eurekae,Cucullia eurekae-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2007,6,13,L. G. Crabo,
cucullia-eurekae,Cucullia eurekae-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2007,6,13,L. G. Crabo,
cucullia-florea,Cucullia florea-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Anatone Butte vic.,WA,46.103,-117.271,4656,2005,7,11,Crabo/Coughlin,
cucullia-florea,Cucullia florea-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Anatone Butte vic.,WA,46.103,-117.271,4656,2005,7,11,Crabo/Coughlin,
cucullia-florea,Cucullia florea-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Kirby Flat Rd.,BC,50.53,-121.71,3546,1999,7,11,L. G. Crabo,
cucullia-florea,Cucullia florea-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Kirby Flat Rd.,BC,50.53,-121.71,3546,1999,7,11,L. G. Crabo,
cucullia-intermedia,Cucullia intermedia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Quartz Mt.,WA,47.074,-121.061,5324,2007,7,16,L. G. Crabo,
cucullia-intermedia,Cucullia intermedia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Quartz Mt.,WA,47.074,-121.061,5324,2007,7,16,L. G. Crabo,
cucullia-luna,Cucullia luna-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Great Sand Hills about 10mi E of Liebenthal,SK,50.693,-109.282,2400,1999,7,13,L Crabo & J Troubridge,
cucullia-luna,Cucullia luna-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Great Sand Hills about 10mi E of Liebenthal,SK,50.693,-109.282,2400,1999,7,13,L Crabo & J Troubridge,
cucullia-mcdunnoughi,Cucullia mcdunnoughi-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2007,6,15,L. G. Crabo,
cucullia-mcdunnoughi,Cucullia mcdunnoughi-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Burnt R. Cyn.,OR,44.55,-117.666,3179,2007,6,15,L. G. Crabo,
cucullia-montanae,Cucullia montanae-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,base of Semiahmoo Spit Blaine,WA,48.97,-122.78,3,1993,8,1,LG Crabo,
cucullia-montanae,Cucullia montanae-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,base of Semiahmoo Spit Blaine,WA,48.97,-122.78,3,1993,8,1,LG Crabo,
cucullia-omissa,Cucullia omissa-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Coast Range, Gott Peak",BC,50.36,-122.14,7100,2005,8,6,LG Crabo,
cucullia-omissa,Cucullia omissa-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Coast Range, Gott Peak",BC,50.36,-122.14,7100,2005,8,6,LG Crabo,
cucullia-postera,Cucullia postera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Artist's Point,WA,48.84,-121.68,4765,1996,8,9,L. G. Crabo,
cucullia-postera,Cucullia postera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Artist's Point,WA,48.84,-121.68,4765,1996,8,9,L. G. Crabo,
cucullia-pulla,Cucullia pulla-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Redmond, 4 mi. W",OR,44.26,-121.26,2966,1994,3,6,L. G. Crabo,
cucullia-pulla,Cucullia pulla-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Redmond, 4 mi. W",OR,44.26,-121.26,2966,1994,3,6,L. G. Crabo,
cucullia-serraticornis,Cucullia serraticornis-B-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,B,,"Jim Mtn, 1.5 mi W",WA,47.9,-118.495,2175,2006,4,27,LG Crabo,
cucullia-serraticornis,Cucullia serraticornis-B-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,B,,"Jim Mtn, 1.5 mi W",WA,47.9,-118.495,2175,2006,4,27,LG Crabo,
cucullia-serraticornis,Cucullia-serraticornis-C-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,C,,,,,,,,,,,
cucullia-serraticornis,Cucullia-serraticornis-C-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,C,,,,,,,,,,,
cucullia-serraticornis,Cucullia-serraticornis-D-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,D,,,,,,,,,,,
cucullia-serraticornis,Cucullia-serraticornis-D-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,D,,,,,,,,,,,
cucullia-similaris,Cucullia similaris-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
cucullia-similaris,Cucullia similaris-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Drake Pk.,OR,42.29,-120.14,7192,1995,8,2,Crabo/Troubridge,
cucullia-speyeri,Cucullia speyeri-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Bridgeport S. P.,WA,48.005,-119.627,1113,1996,6,15,L. G. Crabo,
cucullia-speyeri,Cucullia speyeri-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Bridgeport S. P.,WA,48.005,-119.627,1113,1996,6,15,L. G. Crabo,
cucullia-strigata,Cucullia strigata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Reecer Cr. @ Johnson Cyn.,WA,47.16,-120.61,2834,1988,3,16,L. G. Crabo,
cucullia-strigata,Cucullia strigata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Reecer Cr. @ Johnson Cyn.,WA,47.16,-120.61,2834,1988,3,16,L. G. Crabo,
cycnia-oregonensis,Cycnia oregonensis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Sproule Cr.,BC,49.533,-117.417,2837,1990,6,23,L. G. Crabo,
cycnia-oregonensis,Cycnia oregonensis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Sproule Cr.,BC,49.533,-117.417,2837,1990,6,23,L. G. Crabo,
cycnia-oregonensis,Cycnia oregonensis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Mima Mounds; DNR,WA,46.907,-123.049,246,1998,6,4,L. G. Crabo,
cycnia-oregonensis,Cycnia oregonensis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Mima Mounds; DNR,WA,46.907,-123.049,246,1998,6,4,L. G. Crabo,
cycnia-tenera,Cycnia tenera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Meadow Cr.; Sun Lakes SP,WA,47.58,-119.34,1573,1996,7,14,L. & E. Crabo,
cycnia-tenera,Cycnia tenera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Meadow Cr.; Sun Lakes SP,WA,47.58,-119.34,1573,1996,7,14,L. & E. Crabo,
darapsa-choerilus,Darapsa choerilus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Norwell, Third Herring Brook by R St.",MA,42.12,-70.81,10,1985,5,11,LG Crabo,
darapsa-choerilus,Darapsa choerilus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Norwell, Third Herring Brook by R St.",MA,42.12,-70.81,10,1985,5,11,LG Crabo,
dargida-diffusa,Dargida diffusa-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Hwy 41 at S Saskatchewan R crossing. Badlands,AB,50.731,-110.076,2100,1999,7,13,L Crabo & J Troubridge.,
dargida-diffusa,Dargida diffusa-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Hwy 41 at S Saskatchewan R crossing. Badlands,AB,50.731,-110.076,2100,1999,7,13,L Crabo & J Troubridge.,
dargida-diffusa,Dargida diffusa-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Alkali L.,OR,43,-119.995,4343,2007,6,13,L. G. Crabo,
dargida-diffusa,Dargida diffusa-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Alkali L.,OR,43,-119.995,4343,2007,6,13,L. G. Crabo,
dargida-procinctus,Dargida procinctus-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Mima Mounds; DNR,WA,46.907,-123.049,246,1997,9,21,L. G. Crabo,
dargida-procinctus,Dargida procinctus-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Mima Mounds; DNR,WA,46.907,-123.049,246,1997,9,21,L. G. Crabo,
dasychira-grisefacta,Dasychira grisefacta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Goodlow, 4.3 mi. W; bog",BC,56.333,-120.25,2397,1999,7,11,Crabo/Troubridge,
dasychira-grisefacta,Dasychira grisefacta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Goodlow, 4.3 mi. W; bog",BC,56.333,-120.25,2397,1999,7,11,Crabo/Troubridge,
dasychira-grisefacta,Dasychira grisefacta-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Little Hoquiam, 2mE; Grapeview Loop Rd.",WA,47.31,-122.9,204,1989,7,24,L. G. Crabo,
