species_slug,filename,photographer,weight,license,view,specimen,navigational,locality,state,latitude,longitude,elevation_ft,year,month,day,collector,subspecies
pseudanarta-flava,Pseudanarta flava-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2007,9,11,L. G. Crabo,
pseudanarta-singula,Pseudanarta singula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Namorf,OR,43.774,-117.736,2637,2001,8,21,L. G. Crabo,
pseudanarta-singula,Pseudanarta singula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Namorf,OR,43.774,-117.736,2637,2001,8,21,L. G. Crabo,
pseudeva-palligera,Pseudeva palligera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Chewelah Mtn.,WA,48.27,-117.57,4817,2002,8,18,L. G. Crabo,
pseudeva-palligera,Pseudeva palligera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Chewelah Mtn.,WA,48.27,-117.57,4817,2002,8,18,L. G. Crabo,
pseudeva-purpurigera,Pseudeva purpurigera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Greycliff, 2.5mi SE",MT,45.7,-109.8,1195,1988,7,24,LG Crabo & G Morrell,
pseudeva-purpurigera,Pseudeva purpurigera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Greycliff, 2.5mi SE",MT,45.7,-109.8,1195,1988,7,24,LG Crabo & G Morrell,
pseudobryomima-muscosa,Pseudobryomima muscosa-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Eight Dollar Mt. Rd.,OR,42.233,-123.661,1423,2005,5,10,L. G. Crabo,
pseudobryomima-muscosa,Pseudobryomima muscosa-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Eight Dollar Mt. Rd.,OR,42.233,-123.661,1423,2005,5,10,L. G. Crabo,
pseudocopivaleria-sonoma,Pseudocopivaleria sonoma-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Laytonville,CA,39.69,-123.48,1666,1949,3,28,RF Sternitzsky,
pseudocopivaleria-sonoma,Pseudocopivaleria sonoma-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Laytonville,CA,39.69,-123.48,1666,1949,3,28,RF Sternitzsky,
pseudohemihyalea-edwardsii,Pseudohemihyalea edwardsii-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Dutchy Cr. @ FR2515,OR,42.445,-123.694,2128,2007,9,10,L. G. Crabo,
pseudohemihyalea-edwardsii,Pseudohemihyalea edwardsii-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Dutchy Cr. @ FR2515,OR,42.445,-123.694,2128,2007,9,10,L. G. Crabo,
pseudohermonassa-flavotincta,Pseudohermonassa flavotincta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"2mi E of Little Hoquiam, S end of Grapeview Rd Heath",WA,47.31,-122.9,25,1998,7,24,LG Crabo,
pseudohermonassa-flavotincta,Pseudohermonassa flavotincta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"2mi E of Little Hoquiam, S end of Grapeview Rd Heath",WA,47.31,-122.9,25,1998,7,24,LG Crabo,
pseudohermonassa-flavotincta,Pseudohermonassa flavotincta-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Alexander Archipelago, Revillagigedo Is, 1.1mi E of N end Connel l L",AK,55.42,-131.69,840,1995,7,17,LG Crabo,
pseudohermonassa-flavotincta,Pseudohermonassa flavotincta-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Alexander Archipelago, Revillagigedo Is, 1.1mi E of N end Connel l L",AK,55.42,-131.69,840,1995,7,17,LG Crabo,
pseudohermonassa-tenuicula,Pseudohermonassa tenuicula-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Peace R at Clayhurst Ferry,BC,56.128,-120.046,1500,1999,7,11,LG Crabo & J Troubridge,
pseudohermonassa-tenuicula,Pseudohermonassa tenuicula-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Peace R at Clayhurst Ferry,BC,56.128,-120.046,1500,1999,7,11,LG Crabo & J Troubridge,
pseudorthodes-irrorata,Pseudorthodes irrorata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Squire Cr., N boundry Boulder R. Wilderness",WA,48.19,-121.63,2442,1990,7,21,L. G. Crabo,
pseudorthodes-irrorata,Pseudorthodes irrorata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Squire Cr., N boundry Boulder R. Wilderness",WA,48.19,-121.63,2442,1990,7,21,L. G. Crabo,
pseudorthodes-puerilis,Pseudorthodes puerilis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,UC Berkelely Big Cr Reserve,CA,36.06,-121.58,20,1994,2,2,"Powell, Robertson, & Crabo",
pseudorthodes-puerilis,Pseudorthodes puerilis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,UC Berkelely Big Cr Reserve,CA,36.06,-121.58,20,1994,2,2,"Powell, Robertson, & Crabo",
pseudothyatira-cymatophoroides,Pseudothyatira cymatophoroides-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Lewis & Clark SP,WA,46.52,-122.82,459,1990,6,30,L. G. Crabo,
pseudothyatira-cymatophoroides,Pseudothyatira cymatophoroides-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Lewis & Clark SP,WA,46.52,-122.82,459,1990,6,30,L. G. Crabo,
pseudothyatira-cymatophoroides,Pseudothyatira cymatophoroides-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Chuckanut Mt., W slope",WA,48.68,-122.48,750,1995,7,5,L. G. Crabo,
pseudothyatira-cymatophoroides,Pseudothyatira cymatophoroides-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Chuckanut Mt., W slope",WA,48.68,-122.48,750,1995,7,5,L. G. Crabo,
pyrrharctia-isabella,Pyrrharctia isabella-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Potholes,WA,46.989,-119.425,1104,2003,6,1,L. & E. Crabo,
pyrrharctia-isabella,Pyrrharctia isabella-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Potholes,WA,46.989,-119.425,1104,2003,6,1,L. & E. Crabo,
pyrrharctia-isabella,Pyrrharctia isabella-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Cornet Cr.,OR,44.518,-117.862,4194,2007,6,15,L. G. Crabo,
pyrrharctia-isabella,Pyrrharctia isabella-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Cornet Cr.,OR,44.518,-117.862,4194,2007,6,15,L. G. Crabo,
pyrrhia-cilisca,Pyrrhia cilisca-B-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,B,,40 mi E of Eugene,OR,44,-122,,1964,7,2,Kenneth Goeden,
pyrrhia-cilisca,Pyrrhia cilisca-B-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,B,,40 mi E of Eugene,OR,44,-122,,1964,7,2,Kenneth Goeden,
pyrrhia-exprimens,Pyrrhia exprimens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Salmo Mtn,WA,48.9,-117.09,5860,2007,7,17,LG Crabo,
pyrrhia-exprimens,Pyrrhia exprimens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Salmo Mtn,WA,48.9,-117.09,5860,2007,7,17,LG Crabo,
rachiplusia-ou,Rachiplusia ou-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,S end of L Johanna,MN,,,,1977,9,5,LG Crabo,
rachiplusia-ou,Rachiplusia ou-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,S end of L Johanna,MN,,,,1977,9,5,LG Crabo,
raphia-frater,Raphia frater-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Harts Pass Rd. @ Deadhorse Pt.,WA,48.64,-120.46,3841,1999,8,4,L. G. Crabo,
raphia-frater,Raphia frater-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Harts Pass Rd. @ Deadhorse Pt.,WA,48.64,-120.46,3841,1999,8,4,L. G. Crabo,
raphia-frater,Raphia_frater-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
raphia-frater,Raphia_frater-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
resapamea-aff passer,Resapamea aff passer-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
resapamea-aff passer,Resapamea aff passer-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
resapamea-diluvius,Resapamea aff passer-B-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
resapamea-diluvius,Resapamea aff passer-B-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
resapamea-diluvius,Resapamea aff passer-C-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,C,,,,,,,,,,,
resapamea-diluvius,Resapamea aff passer-C-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,C,,,,,,,,,,,
resapamea-enargia,Resapamea enargia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Ephraim, 8mi E",UT,39.32,-111.46,10000,2006,7,21,LG Crabo,
resapamea-enargia,Resapamea enargia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Ephraim, 8mi E",UT,39.32,-111.46,10000,2006,7,21,LG Crabo,
resapamea-innota,Amphipoea keiferi-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Drake Peak,OR,,,,1997,12,23,DN Ross,
resapamea-innota,Amphipoea keiferi-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Drake Peak,OR,,,,1997,12,23,DN Ross,
resapamea-innota,Resapamea innota-A-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,A,,Bull Prairie,OR,42.28,-120.19,6503,1991,7,28,L. G. Crabo,
resapamea-innota,Resapamea innota-A-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,A,,Bull Prairie,OR,42.28,-120.19,6503,1991,7,28,L. G. Crabo,
resapamea-innota,Resapamea innota-B-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,B,,Bull Prairie,OR,42.28,-120.19,6503,1991,7,28,L. G. Crabo,
resapamea-innota,Resapamea innota-B-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,B,,Bull Prairie,OR,42.28,-120.19,6503,1991,7,28,L. G. Crabo,
resapamea-passer,Resapamea passer-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Badger Mtn., N slope; 3 mi. ESE Orondo",WA,47.6,-120.17,3511,1992,7,18,L. G. Crabo,
resapamea-passer,Resapamea passer-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Badger Mtn., N slope; 3 mi. ESE Orondo",WA,47.6,-120.17,3511,1992,7,18,L. G. Crabo,
resapamea-passer,Resapamea passer-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Joseph Whidbey SP,WA,48.3,-122.71,53,1995,7,22,Crabo/Troubridge,
resapamea-passer,Resapamea passer-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Joseph Whidbey SP,WA,48.3,-122.71,53,1995,7,22,Crabo/Troubridge,
resapamea-passer,Resapamea passer-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Chuckanut Bay,WA,48.69,-122.49,328,1993,6,13,L. G. Crabo,
resapamea-passer,Resapamea passer-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Chuckanut Bay,WA,48.69,-122.49,328,1993,6,13,L. G. Crabo,
resapamea-passer,Resapamea venosa-B-D.jpg,Merrill A. Peterson,7,CC BY-NC-SA 4.0,dorsal,B,,Beaverton,OR,45.487,-122.803,193,1965,5,28,,
resapamea-venosa,Resapamea venosa-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Illahee,WA,47.613,-122.596,5,1960,7,8,D. Frechin,
resapamea-venosa,Resapamea venosa-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Illahee,WA,47.613,-122.596,5,1960,7,8,D. Frechin,
resapamea-venosa,Resapamea-venosa-C-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,C,,,,,,,,,,,
resapamea-venosa,Resapamea-venosa-C-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,C,,,,,,,,,,,
rhabdorthodes-pattersoni,Rhabdorthodes_pattersoni-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
rhabdorthodes-pattersoni,Rhabdorthodes_pattersoni-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
rheumaptera-hastata,Rheumaptera hastata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
rheumaptera-hastata,Rheumaptera hastata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
rhizagrotis-albalis,Rhizagrotis albalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Wanapum Dam, 1.5 mi. NNE",WA,46.9,-119.94,1054,1994,6,2,Crabo/Troubridge,
rhizagrotis-albalis,Rhizagrotis albalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Wanapum Dam, 1.5 mi. NNE",WA,46.9,-119.94,1054,1994,6,2,Crabo/Troubridge,
rhizagrotis-cloanthoides,Rhizagrotis cloanthoides-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Namorf,OR,43.774,-117.736,2637,2007,6,14,L. G. Crabo,
rhizagrotis-cloanthoides,Rhizagrotis cloanthoides-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Namorf,OR,43.774,-117.736,2637,2007,6,14,L. G. Crabo,
rhizagrotis-modesta,Rhizagrotis modesta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Alkali L.,OR,43,-119.995,4343,2001,7,19,Crabo/Lafontaine,
rhizagrotis-modesta,Rhizagrotis modesta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Alkali L.,OR,43,-119.995,4343,2001,7,19,Crabo/Lafontaine,
rhizagrotis-stylata,Rhizagrotis stylata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
rhizagrotis-stylata,Rhizagrotis stylata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
rhyacia-clemens,Rhyacia clemens-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Bethel Ridge,WA,46.79,-121.09,3554,2005,7,5,L. & E. Crabo,
rhyacia-clemens,Rhyacia clemens-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Bethel Ridge,WA,46.79,-121.09,3554,2005,7,5,L. & E. Crabo,
richia-parentalis,Richia parentalis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,33mi SE Ekalaka,MT,,,3100,1964,9,7,DF Hardwick,
richia-parentalis,Richia parentalis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,33mi SE Ekalaka,MT,,,3100,1964,9,7,DF Hardwick,
rivula-propinqualis,Rivula propinqualis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Tiger Mdws.,WA,48.668,-117.48,3241,1998,7,17,L. & A. Crabo,
rivula-propinqualis,Rivula propinqualis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Tiger Mdws.,WA,48.668,-117.48,3241,1998,7,17,L. & A. Crabo,
saturnia-mendocino,Saturnia mendocino-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,20530 Dog Bar Rd near Grass Valley,CA,39.095,-121.003,2136,1993,3,29,S Miller,
saturnia-mendocino,Saturnia mendocino-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,20530 Dog Bar Rd near Grass Valley,CA,39.095,-121.003,2136,1993,3,29,S Miller,
schinia-acutilinea,Schinia acutilinea-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Potholes,WA,46.982,-119.451,1113,2000,8,30,L. G. Crabo,
schinia-acutilinea,Schinia acutilinea-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Potholes,WA,46.982,-119.451,1113,2000,8,30,L. G. Crabo,
schinia-acutilinea,Schinia acutilinea-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Little Cottonwood Cr.,OR,42.162,-118.608,4371,2003,8,28,L. G. Crabo,
schinia-acutilinea,Schinia acutilinea-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Little Cottonwood Cr.,OR,42.162,-118.608,4371,2003,8,28,L. G. Crabo,
schinia-aff verna,Schinia aff verna-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
schinia-aff verna,Schinia aff verna-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
schinia-albafascia,Schinia albafascia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Namorf,OR,43.774,-117.736,2637,2003,8,29,L. G. Crabo,
schinia-albafascia,Schinia albafascia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Namorf,OR,43.774,-117.736,2637,2003,8,29,L. G. Crabo,
schinia-arcigera,Schinia arcigera-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"2mi N Naugatuck, Route 63 opposite Hop Brook L",CT,41.514,-73.068,364,1986,8,19,LG Crabo,
schinia-arcigera,Schinia arcigera-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"2mi N Naugatuck, Route 63 opposite Hop Brook L",CT,41.514,-73.068,364,1986,8,19,LG Crabo,
schinia-arcigera,Schinia arcigera-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,"Dickens, Block Is",RI,41.17,-71.57,70,1986,8,26,G Morrell & L Crabo,
schinia-arcigera,Schinia arcigera-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,"Dickens, Block Is",RI,41.17,-71.57,70,1986,8,26,G Morrell & L Crabo,
schinia-arcigera,Schinia arcigera-C-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,C,,Wendell,ID,42.776,-114.703,3435,1962,7,23,R. E. Miller,
schinia-arcigera,Schinia arcigera-C-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,C,,Wendell,ID,42.776,-114.703,3435,1962,7,23,R. E. Miller,
schinia-argentifascia,Schinia argentifascia-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,In-Ko-Pah Gorge,CA,32.674,-116.098,2100,2005,10,6,Tomas Mustelin,
schinia-argentifascia,Schinia argentifascia-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,In-Ko-Pah Gorge,CA,32.674,-116.098,2100,2005,10,6,Tomas Mustelin,
schinia-argentifascia,Schinia argentifascia-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Van Horn Cr. Mouth: 1mN Denio,OR,42.008,-118.644,4480,2010,9,11,D. N. Ross,
schinia-argentifascia,Schinia argentifascia-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Van Horn Cr. Mouth: 1mN Denio,OR,42.008,-118.644,4480,2010,9,11,D. N. Ross,
schinia-aurantiaca,Schinia-aurantiaca-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
schinia-aurantiaca,Schinia-aurantiaca-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
schinia-biundulata,Schinia biundulata-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
schinia-biundulata,Schinia biundulata-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
schinia-crotchii,Schinia crotchii-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
schinia-crotchii,Schinia crotchii-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
schinia-crotchii,Schinia crotchii-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,Walla Walla,WA,46.065,-118.352,1000,1957,6,3,WC Cook,
schinia-crotchii,Schinia crotchii-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,Walla Walla,WA,46.065,-118.352,1000,1957,6,3,WC Cook,
schinia-cumatilis,Schinia cumatilis-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Penrose Ranch at Writing on Stone Park,AB,49.08,-111.65,3000,1995,7,14,J Troubridge,
schinia-cumatilis,Schinia cumatilis-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Penrose Ranch at Writing on Stone Park,AB,49.08,-111.65,3000,1995,7,14,J Troubridge,
schinia-cumatilis,Schinia cumatilis-B-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,B,,7.75mi N Big Timber near Big Timber Cr,MT,,,,1969,8,7,JG Franclemont,
schinia-cumatilis,Schinia cumatilis-B-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,B,,7.75mi N Big Timber near Big Timber Cr,MT,,,,1969,8,7,JG Franclemont,
schinia-deserticola,Schinia deserticola-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
schinia-deserticola,Schinia deserticola-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Winnemucca, 5.5 mi. N",NV,41.101,-117.701,4400,2002,6,6,Crabo/Troubridge,
schinia-edwardsii,Schinia edwardsii-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Manastash Ridge @ Durr Rd.,WA,46.89,-120.57,2296,2003,6,2,L. G. Crabo,
schinia-edwardsii,Schinia edwardsii-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Manastash Ridge @ Durr Rd.,WA,46.89,-120.57,2296,2003,6,2,L. G. Crabo,
schinia-florida,Schinia florida-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"W Opal, N of Edmonton",AB,54.007,-113.269,2300,1999,7,12,L Crabo & J Troubridge,
schinia-florida,Schinia florida-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"W Opal, N of Edmonton",AB,54.007,-113.269,2300,1999,7,12,L Crabo & J Troubridge,
schinia-gaurae,Schinia gaurae-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,Dalles Mtn. Rd. @ O'Brien Rd; summit,WA,45.7,-121.02,2297,1989,8,25,L. G. Crabo,
schinia-gaurae,Schinia gaurae-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,Dalles Mtn. Rd. @ O'Brien Rd; summit,WA,45.7,-121.02,2297,1989,8,25,L. G. Crabo,
schinia-honesta,Schinia honesta-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,"Harvey Cr, FR 1935",WA,48.7,-117.16,4856,1992,6,25,Pelham/Crawford,
schinia-honesta,Schinia honesta-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,"Harvey Cr, FR 1935",WA,48.7,-117.16,4856,1992,6,25,Pelham/Crawford,
schinia-honesta,Schinia intermontana-A-D.jpg,Merrill A. Peterson,3,CC BY-NC-SA 4.0,dorsal,A,,Umtanum Rdg,WA,46.86,-120.56,2280,2003,5,27,LG Crabo,
schinia-honesta,Schinia intermontana-A-V.jpg,Merrill A. Peterson,4,CC BY-NC-SA 4.0,ventral,A,,Umtanum Rdg,WA,46.86,-120.56,2280,2003,5,27,LG Crabo,
schinia-honesta,Schinia-honesta-B-D.jpg,Merrill A. Peterson,5,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
schinia-honesta,Schinia-honesta-B-V.jpg,Merrill A. Peterson,6,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
schinia-illustra,Schinia_illustra-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,,,,,,,,,,
schinia-illustra,Schinia_illustra-A-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,A,,,,,,,,,,,
schinia-intermontana,Schinia-intermontana-B-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,B,,,,,,,,,,,
schinia-intermontana,Schinia-intermontana-B-V.jpg,Merrill A. Peterson,2,CC BY-NC-SA 4.0,ventral,B,,,,,,,,,,,
schinia-jaguarina,Schinia jaguarina-A-D.jpg,Merrill A. Peterson,1,CC BY-NC-SA 4.0,dorsal,A,,9mi W Medicine Lodge on Hwy 160,KS,37.28,-98.74,1690,1990,6,9,RL Huber,
